row_type,source_page,doi,local_source_file,percentile_sample_stride,note,name,formula,current_apDrone_mass_kg,current_apDrone_total_max_thrust_n,current_apDrone_hover_direct_thrust_fraction,current_apDrone_reference_throttle,current_apDrone_throttle_curve_exponent,current_apDrone_max_rpm,throttle_fraction,current_apDrone_project_direct_thrust_fraction,current_apDrone_project_total_thrust_n,current_apDrone_project_twr,current_apDrone_project_rpm,thrust_linear_percent,betaflight_compensated_throttle_before_mix,betaflight_zero_mix_output_after_thrust_linear,scenario,flight_filename,firmware_version,throttle_limit_type,throttle_limit_type_name,throttle_limit_percent,thr_mid,thr_expo,motor_output_low,motor_output_high,motor_poles,dshot_bidir,duration_s,sample_count,sampled_count_for_percentiles,sample_rate_hz,throttle_fraction_mean,throttle_fraction_p50,throttle_fraction_p95,throttle_fraction_p99,throttle_fraction_max_exact,setpoint_throttle_fraction_mean,project_direct_thrust_fraction_mean,project_direct_thrust_fraction_p50,project_direct_thrust_fraction_p95,project_direct_thrust_fraction_p99,project_total_thrust_n_mean,project_twr_mean,project_twr_p50,project_twr_p95,project_twr_p99,project_rpm_p50,project_rpm_p95,betaflight_zero_mix_after_thrust_linear_p50,betaflight_zero_mix_after_thrust_linear_p95,estimated_pre_limit_stick_fraction_p50_if_scale,estimated_pre_limit_stick_fraction_p95_if_scale,rc_vs_setpoint_throttle_match_fraction,motor_sample_count,motor_avg_normalized_p50,motor_avg_normalized_p95,motor_min_normalized_p50,motor_max_normalized_p95,erpm_sample_count,mechanical_rpm_avg_p50,mechanical_rpm_avg_p95,mechanical_rpm_max_p95,mechanical_rpm_avg_over_project_rpm_p50,mechanical_rpm_avg_over_project_rpm_p95,source_file_count
apdrone_throttle_log_file,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/urban_environment/Flight Data in Urban Environment/Flight_1.csv,,rcCommands[3]/100 and setpoint[3]/1000 are treated as normalized throttle after Betaflight throttle limit.,,,,,,,,,,,,,,20.0,,,urban_environment,Flight_1.csv,4.5.0,2,CLIP,100.0,60.0,100.0,158.0,2047.0,14.0,1.0,148.313894,297466,14873,2005.644865611849,0.46650580570519484,0.526,0.55,0.557,0.561,0.46650580570519484,0.08940502924120484,0.10124691128067062,0.1187014155977921,0.1241753378180864,4.827871579025062,0.7834275816872199,0.8871941940052892,1.0401424142869171,1.0881086381534302,9462.927540119135,10246.19394499043,0.5302737483674775,0.5540364307530675,,,1.0,14873,0.4813393329804129,0.5056908417151933,0.41874007411328745,0.5876124933827422,13373,12889.285714285714,13367.857142857143,15042.857142857141,1.356798481215473,1.4850864663947103,
apdrone_throttle_log_file,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/urban_environment/Flight Data in Urban Environment/Flight_2.csv,,rcCommands[3]/100 and setpoint[3]/1000 are treated as normalized throttle after Betaflight throttle limit.,,,,,,,,,,,,,,20.0,,,urban_environment,Flight_2.csv,4.5.0,2,CLIP,100.0,60.0,100.0,158.0,2047.0,14.0,1.0,196.29007800000002,393733,19686,2005.8680704177007,0.46177833963688364,0.517,0.532,0.5479999999999999,0.562,0.46177833963688364,0.08359326869187624,0.09520575632470925,0.10542445894705568,0.1171698798421668,4.514036509361317,0.7325009889497955,0.834257491697824,0.9238007036549792,1.0267220579213232,9176.270911157424,9656.179124814518,0.5213552948203652,0.5362170408408163,,,1.0,19686,0.46069348861831655,0.49007411328745365,0.42456326098464797,0.5373213340391741,18015,12703.571428571428,12978.571428571428,14000.0,1.3808908536060531,1.5806486773287498,
apdrone_throttle_log_file,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/urban_environment/Flight Data in Urban Environment/Flight_3.csv,,rcCommands[3]/100 and setpoint[3]/1000 are treated as normalized throttle after Betaflight throttle limit.,,,,,,,,,,,,,,20.0,,,urban_environment,Flight_3.csv,4.5.0,2,CLIP,100.0,63.0,100.0,158.0,2047.0,14.0,1.0,122.323243,490176,24508,4007.210632896644,0.4205099923292298,0.46399999999999997,0.47600000000000003,0.498,0.502,0.4205099923292298,0.054171485316466116,0.06474666499769008,0.07091643615678454,0.08330977630883876,2.9252602070891704,0.47468734251241934,0.5673542485450885,0.6214179733684146,0.7300168361698153,7567.341351233389,7919.688028154505,0.46873902583502686,0.480667716467829,,,1.0,24508,0.4686341979883536,0.48041291688724186,0.40444679724722077,0.5542615140285866,24249,12460.714285714286,12771.428571428572,14242.857142857145,1.6523185091349564,4.1690763412498955,
apdrone_throttle_log_file,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/urban_environment/Flight Data in Urban Environment/Flight_4.csv,,rcCommands[3]/100 and setpoint[3]/1000 are treated as normalized throttle after Betaflight throttle limit.,,,,,,,,,,,,,,20.0,,,urban_environment,Flight_4.csv,4.5.0,2,CLIP,100.0,63.0,100.0,158.0,2047.0,14.0,1.0,128.818524,516221,25811,4007.342919097567,0.4527661059877406,0.484,0.51,0.542,0.56,0.4527661059877406,0.06710808443842675,0.07525755009049846,0.09068981868757471,0.11266056075856183,3.623836559675045,0.5880466093357464,0.6594577617312399,0.7946857793218375,0.9872083418060608,8158.4876639962695,8955.995977478746,0.488614883795668,0.5144156771732231,,,1.0,25811,0.48835362625727896,0.5140285865537322,0.4266807834833245,0.602435150873478,25609,12464.285714285714,13017.857142857143,14728.571428571431,1.533353510256612,2.410863856057469,
apdrone_throttle_log_file,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/urban_environment/Flight Data in Urban Environment/Flight_5.csv,,rcCommands[3]/100 and setpoint[3]/1000 are treated as normalized throttle after Betaflight throttle limit.,,,,,,,,,,,,,,20.0,,,urban_environment,Flight_5.csv,4.5.0,2,CLIP,100.0,63.0,100.0,158.0,2047.0,14.0,1.0,127.83859,512265,25613,4007.115535301195,0.47409645007773454,0.484,0.504,0.512,0.521,0.47409645007773454,0.07263480798170079,0.07525755009049846,0.0869434688555147,0.09196400044341996,3.9222796310118424,0.6364755142528165,0.6594577617312399,0.7618577179254511,0.8058510251707663,8158.4876639962695,8769.061276120698,0.488614883795668,0.5084652287216649,,,1.0,25613,0.4884859714134463,0.5083377448385389,0.4335627316040233,0.5780836421386977,25508,12617.857142857143,12907.142857142855,14328.571428571431,1.5396050591404777,1.690955508907168,
apdrone_throttle_log_file,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/selected_flight.csv,,rcCommands[3]/100 and setpoint[3]/1000 are treated as normalized throttle after Betaflight throttle limit.,,,,,,,,,,,,,,40.0,,,selected_flight,selected_flight.csv,4.5.0,1,SCALE,60.0,0.0,0.0,158.0,2047.0,14.0,1.0,83.31865599999998,166936,8346,2003.57288528514,0.41769947165404386,0.499,0.545,0.5705499999999992,0.597,0.41769947165404386,0.07220659572173366,0.08390765724517972,0.11489930502203073,0.13528437342127864,3.8991561689736174,0.6327232276313229,0.7352558749584426,1.0068257393867754,1.1854535523190421,8614.606030692788,10080.761129157436,0.5153975929740164,0.5600000506985885,0.8316666666666667,0.9083333333333334,1.0,0,,,,,0,,,,,,
apdrone_throttle_log_scenario_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,Scenario summaries combine sampled percentiles across files; all_archives_excluding_selected avoids double-counting the selected-flight/open-field duplicate.,,,,,,,,,,,,,,,,,all_archives_excluding_selected,,,,,,,,,,,,4471.494972,8688248,434402,1943.0295805775982,0.568468886478122,0.547,1.0,1.0,1.0,0.568468886478122,0.20664944104122973,0.11640946790762363,1.0,1.0,11.159069816226406,1.8108027392340484,1.0200588121507055,8.762679105793783,8.762679105793783,10146.792403601123,29739.565767989377,0.5557583062677866,1.0,0.8316666666666667,0.9083333333333334,1.0,110491,0.4755161461090524,0.5082053996823717,0.42191635786130227,0.5802011646373743,106754,12607.142857142857,13078.57142857143,14528.57142857143,1.5305406762833884,2.257441177074109,20
apdrone_throttle_log_scenario_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,Scenario summaries combine sampled percentiles across files; all_archives_excluding_selected avoids double-counting the selected-flight/open-field duplicate.,,,,,,,,,,,,,,,,,all_logs_including_selected,,,,,,,,,,,,4554.813628000001,8855184,442748,1944.1372849075876,0.5656266143092915,0.547,1.0,1.0,1.0,0.5656266143092915,0.20411495380457204,0.11640946790762363,1.0,1.0,11.02220750544689,1.7885938408815225,1.0200588121507055,8.762679105793783,8.762679105793783,10146.792403601123,29739.565767989377,0.5557583062677866,1.0,0.8316666666666667,0.9083333333333334,1.0,110491,0.4755161461090524,0.5082053996823717,0.42191635786130227,0.5802011646373743,106754,12607.142857142857,13078.57142857143,14528.57142857143,1.5305406762833884,2.257441177074109,21
apdrone_throttle_log_scenario_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,Scenario summaries combine sampled percentiles across files; all_archives_excluding_selected avoids double-counting the selected-flight/open-field duplicate.,,,,,,,,,,,,,,,,,battery_max_power,,,,,,,,,,,,1029.31133,1031180,51556,1001.8144850304913,0.98686875327295,1.0,1.0,1.0,1.0,0.98686875327295,0.9840801716151313,1.0,1.0,1.0,53.14032926721709,8.623178758249558,8.762679105793783,8.762679105793783,8.762679105793783,29739.565767989377,29739.565767989377,1.0,1.0,,,1.0,0,,,,,0,,,,,,5
apdrone_throttle_log_scenario_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,Scenario summaries combine sampled percentiles across files; all_archives_excluding_selected avoids double-counting the selected-flight/open-field duplicate.,,,,,,,,,,,,,,,,,battery_normal_power,,,,,,,,,,,,2555.271288,5119967,255996,2003.6878369996384,0.543956051671317,0.547,0.557,0.5920000000000001,0.662,0.543956051671317,0.11654790395020649,0.11640946790762363,0.12417533781808639,0.15430572911435117,6.29358681331115,1.0212718827633893,1.0200588121507055,1.0881086381534302,1.3521315884146003,10146.792403601123,10479.78319561245,0.5557583062677866,0.5655395053776395,,,1.0,0,,,,,0,,,,,,5
apdrone_throttle_log_scenario_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,Scenario summaries combine sampled percentiles across files; all_archives_excluding_selected avoids double-counting the selected-flight/open-field duplicate.,,,,,,,,,,,,,,,,,open_field,,,,,,,,,,,,163.328025,327240,16359,2003.5691976315761,0.4064937904902852,0.493,0.5720000000000001,0.8135200000000005,1.0,0.4064937904902852,0.07952438599505618,0.08036624750069062,0.13651350761140765,0.4791933646271289,4.294316843733034,0.6968466755598505,0.7042236377853535,1.1962240608051022,4.199017683853164,8430.852053856226,10988.095766925633,0.5095463662028968,0.5859949753730765,0.8316666666666667,0.9083333333333334,1.0,0,,,,,0,,,,,,5
apdrone_throttle_log_scenario_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,Scenario summaries combine sampled percentiles across files; all_archives_excluding_selected avoids double-counting the selected-flight/open-field duplicate.,,,,,,,,,,,,,,,,,selected_flight,,,,,,,,,,,,83.31865599999998,166936,8346,2003.57288528514,0.41769947165404386,0.499,0.545,0.5705499999999992,0.597,0.41769947165404386,0.07220659572173366,0.08390765724517972,0.11489930502203073,0.13528437342127864,3.8991561689736174,0.6327232276313229,0.7352558749584426,1.0068257393867754,1.1854535523190421,8614.606030692788,10080.761129157436,0.5153975929740164,0.5600000506985885,0.8316666666666667,0.9083333333333334,1.0,0,,,,,0,,,,,,1
apdrone_throttle_log_scenario_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,Scenario summaries combine sampled percentiles across files; all_archives_excluding_selected avoids double-counting the selected-flight/open-field duplicate.,,,,,,,,,,,,,,,,,urban_environment,,,,,,,,,,,,723.5843289999999,2209861,110491,3054.0462409599813,0.45401103643998025,0.484,0.535,0.5479999999999999,0.562,0.45401103643998025,0.07145825879738223,0.07525755009049846,0.10755907356503512,0.1171698798421668,3.8587459750586404,0.6261657912992425,0.6594577617312399,0.9425056465668696,1.0267220579213232,8158.4876639962695,9753.44747388906,0.488614883795668,0.5391880096838879,,,1.0,110491,0.4755161461090524,0.5082053996823717,0.42191635786130227,0.5802011646373743,106754,12607.142857142857,13078.57142857143,14528.57142857143,1.5305406762833884,2.257441177074109,5
apdrone_throttle_log_profile_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,,,,,,,,,,,20.0,,,,,,,CLIP,100.0,,,,,,,723.5843289999999,2209861,110491,3054.0462409599813,0.45401103643998025,0.484,0.535,0.5479999999999999,0.562,0.45401103643998025,0.07145825879738223,0.07525755009049846,0.10755907356503512,0.1171698798421668,3.8587459750586404,0.6261657912992425,0.6594577617312399,0.9425056465668696,1.0267220579213232,8158.4876639962695,9753.44747388906,0.488614883795668,0.5391880096838879,,,1.0,110491,0.4755161461090524,0.5082053996823717,0.42191635786130227,0.5802011646373743,106754,12607.142857142857,13078.57142857143,14528.57142857143,1.5305406762833884,2.257441177074109,5
apdrone_throttle_log_profile_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,,,,,,,,,,,30.0,,,,,,,OFF,100.0,,,,,,,3584.5826180000004,6151147,307552,1716.0006214146072,0.6182060605944613,0.5479999999999999,1.0,1.0,1.0,0.6182060605944613,0.2619812554488322,0.1171698798421668,1.0,1.0,14.14698779423694,2.2956576732287814,1.0267220579213232,8.762679105793783,8.762679105793783,10179.878985561023,29739.565767989377,0.556736870987931,1.0,,,1.0,0,,,,,0,,,,,,10
apdrone_throttle_log_profile_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,,,,,,,,,,,40.0,,,,,,,OFF,100.0,,,,,,,33.69087900000001,67505,3374,2003.6283410711837,0.37962257610544053,0.444,0.8109999999999999,1.0,1.0,0.37962257610544053,0.10117582496894753,0.055335740710606825,0.47389419579455494,1.0,5.463494548323166,0.8865712874665509,0.48488933892845687,4.152582767845894,8.762679105793783,6995.801639041502,20472.709207663356,0.4614330567445523,0.8144295368210874,,,1.0,0,,,,,0,,,,,,2
apdrone_throttle_log_profile_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,,,,,,,,,,,40.0,,,,,,,SCALE,100.0,,,,,,,46.31849,92799,4639,2003.476365486008,0.4058828974450555,0.49200000000000005,0.627,0.669,0.675,0.4058828974450555,0.07693839098578699,0.07978664955492429,0.18936857242118252,0.2386087739276165,4.154673113232497,0.6741864311244026,0.6991448069762259,1.659376032849093,2.0908521177545976,8400.3955692438,12941.617973278502,0.5085703523940687,0.6386397844817808,,,1.0,0,,,,,0,,,,,,2
apdrone_throttle_log_profile_summary,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,,,,,,,,,,,40.0,,,,,,,SCALE,60.0,,,,,,,166.63731199999995,333872,16692,2003.5788863420942,0.41769947165404386,0.499,0.545,0.5710000000000001,0.597,0.41769947165404386,0.07220659572173366,0.08390765724517972,0.11489930502203073,0.13566464822516466,3.8991561689736174,0.6327232276313229,0.7352558749584426,1.0068257393867754,1.188785778397514,8614.606030692788,10080.761129157436,0.5153975929740164,0.5600000506985885,0.8316666666666667,0.9083333333333334,1.0,0,,,,,0,,,,,,2
