row_type,source_page,doi,local_source_file,percentile_sample_stride,note,name,rates_type,rates_type_name,formula,axis,rc_rate,expo,expo_fraction,rates,rate_limit_deg_s,betaflight_actual_center_sensitivity_deg_s,betaflight_actual_max_rate_deg_s,project_equivalent_rate_expo,project_equivalent_rate_super_for_same_center_and_max,current_project_max_rate_deg_s,current_project_rate_expo,current_project_rate_super,current_project_max_over_betaflight_actual_max,current_project_center_sensitivity_deg_s,current_project_center_over_dump_center,current_project_max_over_dump_actual_300,current_project_max_over_urban_or_battery_actual_670,stick,current_project_target_rate_deg_s,betaflight_actual_target_rate_deg_s,scenario,flight_filename,firmware_version,firmware_revision,duration_s,sample_count,sampled_count_for_percentiles,sample_rate_hz,abs_setpoint_mean_deg_s,abs_setpoint_p50_deg_s,abs_setpoint_p95_deg_s,abs_setpoint_p99_deg_s,abs_setpoint_p999_deg_s,abs_setpoint_max_exact_deg_s,abs_gyro_mean_deg_s,abs_gyro_p50_deg_s,abs_gyro_p95_deg_s,abs_gyro_p99_deg_s,abs_gyro_p999_deg_s,abs_gyro_max_exact_deg_s,setpoint_p99_over_current_project_max,setpoint_max_exact_over_current_project_max,gyro_p99_over_current_project_max,gyro_max_exact_over_current_project_max,setpoint_p99_over_betaflight_actual_max,setpoint_max_exact_over_betaflight_actual_max,gyro_p99_over_betaflight_actual_max,gyro_max_exact_over_betaflight_actual_max,setpoint_rc_command_exact_match_fraction,inferred_betaflight_actual_stick_fraction_at_setpoint_p99,inferred_betaflight_actual_stick_fraction_at_setpoint_max,current_project_rate_at_inferred_p99_stick_deg_s,source_file_count
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight4.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,pitch,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_max_power,flight4.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,206.90395999999998,207275,10363,1001.7884626277815,1.0915981184416839,1.0,3.0,4.0,5.0,5.0,1.0517428536967797,1.0,3.0,4.0,6.0,9.0,0.005970149253731343,0.007462686567164179,0.005970149253731343,0.013432835820895522,0.005970149253731343,0.007462686567164179,0.005970149253731343,0.013432835820895522,1.0,0.04201328815668148,0.05000000000006821,3.4704667353265672,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight4.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,yaw,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_max_power,flight4.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,206.90395999999998,207275,10363,1001.7884626277815,0.6539138825232179,0.0,0.0,16.0,106.27600000000166,118.0,13.361987697503316,4.0,60.899999999999636,124.0,160.63800000000083,181.0,0.023880597014925373,0.1761194029850746,0.18507462686567164,0.2701492537313433,0.023880597014925373,0.1761194029850746,0.18507462686567164,0.2701492537313433,1.0,0.11507210038905669,0.3889578966774252,12.028220046296727,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight5.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,roll,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_max_power,flight5.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,195.78767,196139,9806,1001.789336376494,1.5791097130096514,1.0,5.0,7.0,8.0,9.0,1.3276451904006852,1.0,3.0,5.0,6.0,10.0,0.010447761194029851,0.013432835820895522,0.007462686567164179,0.014925373134328358,0.010447761194029851,0.013432835820895522,0.007462686567164179,0.014925373134328358,1.0,0.064424332188878,0.07732350496746676,5.754873076295826,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight5.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,pitch,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_max_power,flight5.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,195.78767,196139,9806,1001.789336376494,1.0566231091215923,1.0,3.0,5.0,7.0,7.0,1.12971413130484,1.0,3.0,5.0,6.0,14.0,0.007462686567164179,0.010447761194029851,0.007462686567164179,0.020895522388059702,0.007462686567164179,0.010447761194029851,0.007462686567164179,0.020895522388059702,1.0,0.05000000000006821,0.064424332188878,4.25000468750682,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/max_power_time_flights/flight5.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,yaw,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_max_power,flight5.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,195.78767,196139,9806,1001.789336376494,0.7505187647535676,0.0,0.0,25.0,90.0,134.0,9.767853410081626,3.0,46.0,86.0,122.0,145.0,0.03731343283582089,0.2,0.12835820895522387,0.21641791044776118,0.03731343283582089,0.2,0.12835820895522387,0.21641791044776118,1.0,0.1539623200475262,0.4178348209053411,17.892677040231614,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight1.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,roll,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_normal_power,flight1.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,514.1748690000001,1030241,51512,2003.6763018069635,2.6608211088473475,1.0,12.0,35.0,85.4890000000014,139.0,3.3169860255998356,1.0,14.0,38.0,85.4890000000014,140.0,0.05223880597014925,0.20746268656716418,0.056716417910447764,0.208955223880597,0.05223880597014925,0.20746268656716418,0.056716417910447764,0.208955223880597,1.0,0.19013419193117898,0.4265062735929632,24.168870396633775,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight1.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,pitch,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_normal_power,flight1.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,514.1748690000001,1030241,51512,2003.6763018069635,2.7421389752494805,0.0,14.0,35.0,72.4890000000014,120.0,3.3227584613697183,1.0,15.0,37.0,77.4890000000014,128.0,0.05223880597014925,0.1791044776119403,0.05522388059701493,0.191044776119403,0.05223880597014925,0.1791044776119403,0.05522388059701493,0.191044776119403,1.0,0.19013419193117898,0.3926686375911004,24.168870396633775,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight1.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,yaw,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_normal_power,flight1.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,514.1748690000001,1030241,51512,2003.6763018069635,0.346246169585563,0.0,0.0,15.0,28.0,45.0,0.7859238760639501,0.0,2.0,15.0,28.0,49.0,0.022388059701492536,0.06716417910447761,0.022388059701492536,0.07313432835820896,0.022388059701492536,0.06716417910447761,0.022388059701492536,0.07313432835820896,1.0,0.11019790346801983,0.2216716269402923,11.357463852610913,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight2.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,roll,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_normal_power,flight2.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,508.750327,1019392,50969,2003.7156654250168,2.2032976519337018,1.0,11.0,28.0,51.0,68.0,2.8326512273982924,1.0,12.0,30.0,56.03199999999924,74.0,0.041791044776119404,0.10149253731343283,0.04477611940298507,0.11044776119402985,0.041791044776119404,0.10149253731343283,0.04477611940298507,0.11044776119402985,1.0,0.16542869303486896,0.2833333333334167,19.79615299843427,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight2.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,pitch,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_normal_power,flight2.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,508.750327,1019392,50969,2003.7156654250168,2.820278165808639,1.0,14.0,31.0,59.0,92.0,3.39672667629332,1.0,15.0,34.0,64.0,97.0,0.04626865671641791,0.1373134328358209,0.050746268656716415,0.14477611940298507,0.04626865671641791,0.1373134328358209,0.050746268656716415,0.14477611940298507,1.0,0.17633546400554678,0.3375657840073245,21.68076025801183,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight2.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,yaw,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_normal_power,flight2.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,508.750327,1019392,50969,2003.7156654250168,0.11561107012807634,0.0,0.0,1.0,21.0,23.0,0.5375105945504771,0.0,1.0,4.0,21.0,25.0,0.0014925373134328358,0.034328358208955224,0.005970149253731343,0.03731343283582089,0.0014925373134328358,0.034328358208955224,0.005970149253731343,0.03731343283582089,1.0,0.012866697877711886,0.14596084453557978,0.9503344270839326,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight3.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,roll,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_normal_power,flight3.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,508.017297,1017906,50895,2003.6817762132223,2.8972252840635577,1.0,13.0,32.05999999999767,72.0,138.0,3.4979280994512263,1.0,14.0,36.0,76.0,142.0,0.04785074626865324,0.20597014925373133,0.05373134328358209,0.21194029850746268,0.047850746268653245,0.20597014925373133,0.05373134328358209,0.21194029850746268,1.0,0.18006991981371812,0.42478443468792193,22.342674665065765,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight3.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,pitch,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_normal_power,flight3.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,508.017297,1017906,50895,2003.6817762132223,3.566931524128947,1.0,15.0,38.0,89.10599999999977,125.0,4.089032779058184,2.0,16.0,40.0,93.10599999999977,138.0,0.056716417910447764,0.1865671641791045,0.05970149253731343,0.20597014925373133,0.056716417910447764,0.1865671641791045,0.05970149253731343,0.20597014925373133,1.0,0.1999999999999318,0.4018145897426848,26.019199999987,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight3.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,yaw,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_normal_power,flight3.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,508.017297,1017906,50895,2003.6817762132223,0.06348719822852011,0.0,0.0,2.0,9.0,11.0,0.5140857800229098,0.0,1.0,4.0,9.0,12.0,0.0029850746268656717,0.016417910447761194,0.005970149253731343,0.01791044776119403,0.0029850746268656717,0.016417910447761194,0.005970149253731343,0.01791044776119403,1.0,0.023740481681556957,0.0890983834411827,1.8309169125610922,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight4.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,roll,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_normal_power,flight4.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,509.75574300000005,1021417,51070,2003.73613054125,3.08660321886164,1.0,15.0,35.0,61.0,122.0,3.8465572826769088,1.0,17.0,38.0,63.93099999999686,121.0,0.05223880597014925,0.18208955223880596,0.056716417910447764,0.18059701492537314,0.05223880597014925,0.18208955223880596,0.056716417910447764,0.18059701492537314,1.0,0.19013419193117898,0.3963490955235329,24.168870396633775,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight4.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,pitch,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_normal_power,flight4.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,509.75574300000005,1021417,51070,2003.73613054125,3.1728745458514984,1.0,15.0,34.0,70.0,96.0,3.7969046922070024,1.0,16.0,37.0,75.0,103.0,0.050746268656716415,0.14328358208955225,0.05522388059701493,0.1537313432835821,0.050746268656716415,0.14328358208955225,0.05522388059701493,0.1537313432835821,1.0,0.18675735283079575,0.34589776118775717,23.54923615049235,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight4.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,yaw,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_normal_power,flight4.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,509.75574300000005,1021417,51070,2003.73613054125,0.14864643921140924,0.0,0.0,6.0,20.0,26.0,0.6332193413659651,0.0,2.0,7.0,20.0,33.0,0.008955223880597015,0.03880597014925373,0.010447761194029851,0.049253731343283584,0.008955223880597015,0.03880597014925373,0.010447761194029851,0.049253731343283584,1.0,0.057437033245491875,0.1578520295178123,5.010306935024782,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight5.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,roll,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_normal_power,flight5.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,514.573052,1031011,51550,2003.622218444506,3.770975285423725,1.0,19.0,41.0,82.0,130.0,4.499979146682237,1.0,21.0,45.0,85.0,132.0,0.06119402985074627,0.19402985074626866,0.06716417910447761,0.19701492537313434,0.06119402985074627,0.19402985074626866,0.06716417910447761,0.19701492537313434,1.0,0.20950264466648605,0.4107822648346655,27.8579589327382,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight5.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,pitch,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_normal_power,flight5.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,514.573052,1031011,51550,2003.622218444506,3.2912839921203556,1.0,17.0,39.51000000000204,72.0,97.0,4.00632001016478,1.0,18.0,42.0,77.0,104.0,0.05897014925373439,0.14477611940298507,0.0626865671641791,0.15522388059701492,0.05897014925373438,0.14477611940298507,0.0626865671641791,0.15522388059701492,1.0,0.20482589180949162,0.3479540581082574,26.9460591028404,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/battery_autonomy/normal_power_time_flights/flight5.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,yaw,7.0,0.0,0.0,67.0,1998.0,70.0,670.0,,,,,,,,,,,,,,battery_normal_power,flight5.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,514.573052,1031011,51550,2003.622218444506,0.0686258439531683,0.0,0.0,1.0,14.0,18.0,0.5227480599140067,0.0,1.0,3.0,14.0,18.0,0.0014925373134328358,0.026865671641791045,0.004477611940298508,0.026865671641791045,0.0014925373134328358,0.026865671641791045,0.004477611940298508,0.026865671641791045,1.0,0.012866697877711886,0.12443093499553015,0.9503344270839326,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,roll,7.0,50.0,0.5,30.0,1998.0,70.0,300.0,,,,,,,,,,,,,,open_field,Flight_1.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,28.578136,57257,2862,2003.4896607672383,4.286619976596748,2.0,18.0,32.0,44.0,45.0,5.634717152487905,3.0,19.0,36.0,135.69900000000507,718.0,0.04776119402985075,0.06716417910447761,0.05373134328358209,1.0716417910447762,0.10666666666666666,0.15,0.12,2.3933333333333335,1.0,0.3040098129871467,0.3888165030974733,49.24411236358233,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,pitch,7.0,50.0,0.5,30.0,1998.0,70.0,300.0,,,,,,,,,,,,,,open_field,Flight_1.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,28.578136,57257,2862,2003.4896607672383,20.725657998148698,9.0,69.0,225.67999999999847,410.1390000000001,413.0,17.893410412700632,5.0,71.0,227.50999999999885,437.41700000000037,1807.0,0.3368358208955201,0.6164179104477612,0.33956716417910277,2.6970149253731344,0.7522666666666615,1.3766666666666667,0.7583666666666629,6.023333333333333,1.0,0.9120259618933915,1.3766666666666667,486.0283808129045,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,yaw,7.0,50.0,0.5,30.0,1998.0,70.0,300.0,,,,,,,,,,,,,,open_field,Flight_1.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,28.578136,57257,2862,2003.4896607672383,0.7744380599751995,0.0,5.0,15.389999999999873,22.0,23.0,1.853694744747367,1.0,6.0,19.389999999999873,52.085000000001855,403.0,0.022970149253731153,0.034328358208955224,0.028940298507462495,0.6014925373134329,0.05129999999999958,0.07666666666666666,0.06463333333333292,1.3433333333333333,1.0,0.17149694372608337,0.23644130128161578,20.83577894563965,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_2.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,roll,7.0,50.0,0.5,30.0,1998.0,70.0,300.0,,,,,,,,,,,,,,open_field,Flight_2.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,17.740353999999996,35542,1777,2003.398579306817,26.913426368803105,7.0,123.39999999999964,258.0,344.359999999999,367.0,40.81666760452423,7.0,139.19999999999982,988.7200000000012,1511.495999999998,1572.0,0.3850746268656716,0.5477611940298508,1.475701492537315,2.346268656716418,0.86,1.2233333333333334,3.2957333333333376,5.24,1.0,0.9538356326944495,1.2233333333333334,565.6332917968106,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_2.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,pitch,7.0,50.0,0.5,30.0,1998.0,70.0,300.0,,,,,,,,,,,,,,open_field,Flight_2.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,17.740353999999996,35542,1777,2003.398579306817,34.45171909290417,14.0,150.19999999999982,303.24,389.0159999999994,398.0,46.811068594901805,6.0,167.0,887.4800000000005,1513.4639999999993,1768.0,0.45259701492537313,0.5940298507462687,1.3245970149253739,2.638805970149254,1.0108000000000001,1.3266666666666667,2.958266666666668,5.8933333333333335,1.0,1.0108,1.3266666666666667,670.0,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_2.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,yaw,7.0,50.0,0.5,30.0,1998.0,70.0,300.0,,,,,,,,,,,,,,open_field,Flight_2.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,17.740353999999996,35542,1777,2003.398579306817,0.12269990433852906,0.0,0.0,6.0,11.0,11.0,38.35678915086377,1.0,5.0,1871.8000000000002,2001.0,2025.0,0.008955223880597015,0.016417910447761194,2.793731343283582,3.0223880597014925,0.02,0.03666666666666667,6.2393333333333345,6.75,1.0,0.07617985600074917,0.1295588963606633,7.073659693844269,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_3.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,roll,7.0,50.0,0.5,30.0,1998.0,70.0,300.0,,,,,,,,,,,,,,open_field,Flight_3.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,83.31865599999998,166936,8346,2003.57288528514,11.780688407533425,6.0,50.0,100.0,205.44500000001244,260.0,11.75584056165237,4.0,54.0,106.54999999999927,234.7900000000118,541.0,0.14925373134328357,0.3880597014925373,0.15902985074626758,0.8074626865671641,0.3333333333333333,0.8666666666666667,0.35516666666666424,1.8033333333333332,1.0,0.6406628566522841,0.9562226919398427,188.7253565770152,
apdrone_rate_log_file_axis,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_3.csv,,setpoint and gyro units are interpreted as deg/s from Betaflight Blackbox CSV export; rcCommands[0..2] match setpoint in these APdrone exports.,,3,ACTUAL,,pitch,7.0,50.0,0.5,30.0,1998.0,70.0,300.0,,,,,,,,,,,,,,open_field,Flight_3.csv,4.5.0,Betaflight 4.5.0 (c155f5830) STM32F7X2,83.31865599999998,166936,8346,2003.57288528514,18.089723007619686,9.0,77.0,146.54999999999927,262.65500000000065,297.0,17.649548329898884,5.0,79.75,155.0,273.93000000000393,403.0,0.21873134328358101,0.44328358208955226,0.23134328358208955,0.6014925373134329,0.4884999999999976,0.99,0.5166666666666667,1.3433333333333333,1.0,0.7711454591457141,0.9969525014267901,295.4666635136947,
