row_type,propeller,filename,source_url,apc_title,software_version,simulation_date,diameter_in,pitch_in,pitch_to_diameter,blade_count,role,rpm,speed_mph,speed_m_s,j,code_mu_equivalent_j_over_pi,efficiency_pe,ct,cp,power_hp,torque_in_lbf,thrust_lbf,power_w,torque_n_m,thrust_n,thrust_g_per_w,mach_tip,reynolds_75,figure_of_merit,same_rpm_static_ct,same_rpm_static_cp,ct_over_same_rpm_static_ct,cp_over_same_rpm_static_cp,q_over_t_over_same_rpm_static_q_over_t
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,28000,39.77,17.7787808,0.3,0.0954929658551372,0.4292,0.1771,0.1238,0.683,1.538,2.766,509.517,0.174,12.302,2.462,0.56,133961.0,0.4805,0.1963,0.1103,0.902190524707081,1.1223934723481415,1.2440758815468107
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,28000,44.74,20.000569600000002,0.3375,0.10742958658702936,0.4691,0.1732,0.1246,0.688,1.548,2.705,512.9,0.175,12.031,2.392,0.56,134337.0,0.4616,0.1963,0.1103,0.8823229750382068,1.129646418857661,1.2803094227584229
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,28000,49.71,22.2223584,0.375,0.1193662073189215,0.5064,0.1688,0.125,0.69,1.553,2.636,514.576,0.175,11.727,2.324,0.56,134739.0,0.4428,0.1963,0.1103,0.859908303616913,1.1332728921124207,1.3178996962184135
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,28000,54.68,24.4441472,0.4125,0.13130282805081364,0.5413,0.1639,0.1249,0.69,1.552,2.56,514.231,0.175,11.387,2.258,0.56,135169.0,0.424,0.1963,0.1103,0.8349465104431991,1.1323662737987308,1.3562141522067777
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,28000,59.65,26.665936,0.45,0.1432394487827058,0.5739,0.1585,0.1243,0.686,1.544,2.475,511.556,0.174,11.009,2.194,0.56,135624.0,0.4052,0.1963,0.1103,0.8074375955170657,1.126926563916591,1.3956825520304532
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,28000,64.62,28.8877248,0.4874,0.15514423852597958,0.6043,0.1525,0.123,0.679,1.528,2.381,506.277,0.173,10.59,2.133,0.56,136107.0,0.3862,0.1963,0.1103,0.7768721344880285,1.115140525838622,1.4354235096532557
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,28000,69.6,31.113984,0.5249,0.16708085925787175,0.6327,0.1458,0.121,0.668,1.504,2.277,498.159,0.17,10.13,2.074,0.56,136615.0,0.3672,0.1963,0.1103,0.7427407030056037,1.0970081595648231,1.4769732628434484
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,28000,74.57,33.335772799999994,0.5624,0.1790174799897639,0.659,0.1386,0.1183,0.653,1.47,2.164,487.009,0.166,9.627,2.016,0.56,137150.0,0.348,0.1963,0.1103,0.706062149770759,1.072529465095195,1.5190298268267444
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,28000,79.54,35.5575616,0.5999,0.19095410072165603,0.6832,0.1307,0.1148,0.634,1.427,2.042,472.618,0.161,9.081,1.959,0.57,137709.0,0.3285,0.1963,0.1103,0.6658176260825268,1.0407978241160472,1.563187550680796
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,28000,84.51,37.7793504,0.6374,0.20289072145354817,0.7053,0.1223,0.1105,0.61,1.373,1.909,454.908,0.155,8.493,1.904,0.57,138294.0,0.3087,0.1963,0.1103,0.6230259806418748,1.00181323662738,1.6079798720356064
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,28000,89.48,40.001139200000004,0.6749,0.21482734218544036,0.7251,0.1133,0.1055,0.582,1.311,1.769,434.142,0.148,7.87,1.848,0.57,138903.0,0.2885,0.1963,0.1103,0.5771777890983188,0.9564823209428831,1.6571710467880667
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,28000,94.45,42.222928,0.7124,0.2267639629173325,0.7422,0.1039,0.0998,0.551,1.24,1.623,410.628,0.14,7.218,1.793,0.57,139535.0,0.268,0.1963,0.1103,0.5292919001528273,0.9048050770625568,1.7094632976648687
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,28000,99.42,44.4447168,0.7499,0.23870058364922464,0.7562,0.0942,0.0934,0.516,1.161,1.471,384.609,0.131,6.544,1.735,0.57,140190.0,0.2469,0.1963,0.1103,0.47987773815588386,0.8467815049864007,1.764577594785886
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,28000,104.39,46.6665056,0.7874,0.2506372043811168,0.7662,0.0842,0.0865,0.478,1.075,1.315,356.279,0.122,5.85,1.674,0.57,140868.0,0.2253,0.1963,0.1103,0.4289353031074885,0.784224841341795,1.8283056574274867
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,28000,109.36,48.8882944,0.8249,0.2625738251130089,0.7713,0.074,0.0791,0.437,0.983,1.155,325.8,0.111,5.14,1.609,0.57,141567.0,0.2029,0.1963,0.1103,0.3769740193581253,0.7171350861287399,1.9023461811766438
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,28000,114.33,51.1100832,0.8624,0.2745104458449011,0.7696,0.0636,0.0713,0.393,0.885,0.993,293.316,0.1,4.417,1.535,0.58,142288.0,0.1796,0.1963,0.1103,0.3239938869077942,0.6464188576609248,1.9951575748245207
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,28000,119.31,53.3363424,0.8999,0.28644706657679325,0.7587,0.053,0.0629,0.347,0.782,0.828,258.97,0.088,3.684,1.451,0.58,143031.0,0.1549,0.1963,0.1103,0.26999490575649515,0.5702629193109701,2.1121247369951592
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,28000,124.28,55.5581312,0.9374,0.29838368730868536,0.7339,0.0424,0.0542,0.299,0.673,0.662,222.913,0.076,2.945,1.347,0.58,143794.0,0.1286,0.1963,0.1103,0.21599592460519612,0.4913871260199456,2.2749833216442292
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,28000,129.25,57.77992,0.9749,0.31032030804057753,0.6867,0.0317,0.045,0.249,0.559,0.495,185.317,0.063,2.202,1.212,0.58,144579.0,0.1001,0.1963,0.1103,0.16148751910341314,0.40797824116047143,2.5263763009400804
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,28000,134.22,60.001708799999996,1.0124,0.3222569287724697,0.5988,0.021,0.0356,0.196,0.442,0.328,146.389,0.05,1.461,1.018,0.58,145385.0,0.0684,0.1963,0.1103,0.10697911360163016,0.3227561196736174,3.017001251996719
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,28000,139.19,62.223497599999995,1.0499,0.33419354950436186,0.4242,0.0104,0.0258,0.143,0.321,0.163,106.378,0.036,0.725,0.695,0.59,146211.0,0.0329,0.1963,0.1103,0.052980132450331126,0.23390752493200365,4.415004533091569
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,28000,144.16,64.4452864,1.0874,0.346130170236254,0.0001,0.0,0.0159,0.088,0.198,0.0,65.572,0.022,0.0,0.0,0.59,147057.0,0.0,0.1963,0.1103,0.0,0.1441523118766999,nan
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,0.0,0.0,0.0,0.0,0.0,0.1966,0.1105,0.678,1.473,3.293,505.377,0.166,14.649,2.956,0.58,136541.0,0.6295,0.1966,0.1105,1.0,1.0,1.0
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,5.15,2.3022560000000003,0.0375,0.01193662073189215,0.0651,0.1951,0.1124,0.689,1.498,3.267,513.942,0.169,14.533,2.884,0.58,136734.0,0.6117,0.1966,0.1105,0.9923702950152594,1.0171945701357465,1.0250151332070108
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,10.3,4.604512000000001,0.075,0.0238732414637843,0.1269,0.1933,0.1143,0.701,1.523,3.238,522.66,0.172,14.404,2.81,0.58,136949.0,0.5935,0.1966,0.1105,0.9832146490335707,1.034389140271493,1.0520481374928896
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,15.44,6.9022976,0.1125,0.03580986219567645,0.1853,0.1914,0.1162,0.713,1.549,3.206,531.372,0.175,14.261,2.737,0.58,137186.0,0.575,0.1966,0.1105,0.9735503560528992,1.0515837104072399,1.0801533827902996
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,20.59,9.2045536,0.15,0.0477464829275686,0.2404,0.1892,0.118,0.724,1.574,3.17,539.899,0.178,14.1,2.663,0.58,137446.0,0.5564,0.1966,0.1105,0.9623601220752798,1.0678733031674208,1.1096400179847512
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,25.74,11.506809599999999,0.1875,0.05968310365946075,0.2923,0.1868,0.1198,0.735,1.597,3.129,548.032,0.18,13.919,2.59,0.58,137731.0,0.5377,0.1966,0.1105,0.9501525940996948,1.0841628959276017,1.1410408208745533
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,30.89,13.8090656,0.225,0.0716197243913529,0.3409,0.1841,0.1215,0.745,1.619,3.084,555.527,0.183,13.716,2.518,0.58,138041.0,0.5188,0.1966,0.1105,0.9364191251271619,1.099547511312217,1.1742044580335789
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,36.04,16.1113216,0.2625,0.08355634512324506,0.3866,0.181,0.1229,0.754,1.638,3.032,562.112,0.185,13.487,2.447,0.58,138377.0,0.5,0.1966,0.1105,0.9206510681586978,1.1122171945701358,1.2080767980800482
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,41.19,18.4135776,0.2999,0.09546113486651883,0.4292,0.1776,0.1241,0.761,1.654,2.974,567.48,0.187,13.23,2.377,0.58,138739.0,0.4811,0.1966,0.1105,0.9033570701932859,1.123076923076923,1.2432259182259182
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,46.33,20.711363199999997,0.3374,0.10739775559841097,0.4692,0.1737,0.1249,0.766,1.665,2.909,571.299,0.188,12.94,2.31,0.58,139129.0,0.4623,0.1966,0.1105,0.8835198372329603,1.130316742081448,1.2793337449235043
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,51.48,23.013619199999997,0.3749,0.11933437633030312,0.5065,0.1693,0.1253,0.769,1.671,2.836,573.217,0.189,12.615,2.244,0.58,139546.0,0.4435,0.1966,0.1105,0.8611393692777213,1.1339366515837104,1.3167864483246159
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,56.63,25.3158752,0.4124,0.13127099706219528,0.5414,0.1644,0.1253,0.768,1.67,2.754,572.877,0.189,12.251,2.181,0.58,139991.0,0.4247,0.1966,0.1105,0.8362156663275686,1.1339366515837104,1.356033732976627
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,61.78,27.6181312,0.4499,0.14320761779408744,0.574,0.159,0.1246,0.764,1.661,2.663,569.936,0.188,11.846,2.119,0.58,140463.0,0.4059,0.1966,0.1105,0.8087487283825026,1.1276018099547511,1.3942548165855604
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,66.93,29.920387200000004,0.4874,0.15514423852597958,0.6045,0.153,0.1233,0.756,1.644,2.562,564.085,0.186,11.397,2.06,0.58,140963.0,0.387,0.1966,0.1105,0.7782299084435402,1.1158371040723982,1.4338142134681928
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,72.08,32.2226432,0.5249,0.16708085925787175,0.6329,0.1463,0.1214,0.744,1.618,2.451,555.06,0.183,10.903,2.003,0.58,141490.0,0.368,0.1966,0.1105,0.744150559511699,1.0986425339366515,1.4763713067118638
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,77.22,34.5204288,0.5624,0.1790174799897639,0.6593,0.1391,0.1186,0.728,1.582,2.33,542.645,0.179,10.363,1.947,0.58,142044.0,0.3488,0.1966,0.1105,0.7075279755849441,1.0733031674208144,1.5169762955782322
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,82.37,36.822684800000005,0.5999,0.19095410072165603,0.6836,0.1312,0.1151,0.706,1.535,2.198,526.607,0.173,9.776,1.893,0.59,142624.0,0.3293,0.1966,0.1105,0.6673448626653103,1.041628959276018,1.5608555898907404
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,87.52,39.1249408,0.6374,0.20289072145354817,0.7058,0.1227,0.1108,0.68,1.477,2.056,506.854,0.167,9.144,1.84,0.59,143230.0,0.3095,0.1966,0.1105,0.6241098677517803,1.0027149321266968,1.606632075436908
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,92.67,41.4271968,0.6749,0.21482734218544036,0.7258,0.1137,0.1058,0.649,1.41,1.905,483.676,0.159,8.474,1.786,0.59,143861.0,0.2894,0.1966,0.1105,0.5783316378433367,0.9574660633484163,1.6555657700466022
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,97.82,43.7294528,0.7124,0.2267639629173325,0.7431,0.1043,0.1,0.613,1.333,1.747,457.418,0.151,7.773,1.733,0.59,144516.0,0.2688,0.1966,0.1105,0.5305188199389624,0.9049773755656109,1.7058346312195505
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,102.97,46.0317088,0.7499,0.23870058364922464,0.7572,0.0946,0.0937,0.574,1.248,1.584,428.353,0.141,7.047,1.678,0.59,145194.0,0.2478,0.1966,0.1105,0.4811800610376399,0.8479638009049775,1.7622588082232407
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,108.11,48.3294944,0.7874,0.2506372043811168,0.7675,0.0846,0.0867,0.532,1.156,1.416,396.7,0.131,6.3,1.619,0.59,145896.0,0.2262,0.1966,0.1105,0.43031536113936925,0.7846153846153846,1.8233496999454448
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,113.26,50.6317504,0.8249,0.2625738251130089,0.7729,0.0743,0.0793,0.486,1.057,1.245,362.64,0.119,5.536,1.557,0.59,146621.0,0.2038,0.1966,0.1105,0.3779247202441506,0.7176470588235294,1.8989153669543184
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,118.41,52.934006399999994,0.8624,0.2745104458449011,0.7717,0.0639,0.0714,0.438,0.951,1.07,326.335,0.107,4.758,1.487,0.6,147368.0,0.1804,0.1966,0.1105,0.32502543234994913,0.6461538461538462,1.9880101119537743
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,123.56,55.2362624,0.8998,0.2864152355881749,0.7613,0.0533,0.063,0.386,0.839,0.892,287.943,0.095,3.969,1.405,0.6,148137.0,0.1558,0.1966,0.1105,0.2711088504577823,0.5701357466063348,2.1029772567130474
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,128.71,57.5385184,0.9373,0.298351856320067,0.7371,0.0426,0.0541,0.332,0.722,0.713,247.634,0.082,3.172,1.306,0.6,148928.0,0.1295,0.1966,0.1105,0.21668362156663276,0.4895927601809955,2.259482081023092
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,133.85,59.836304,0.9748,0.31028847705195917,0.6906,0.0318,0.045,0.276,0.599,0.533,205.603,0.068,2.373,1.177,0.6,149741.0,0.1009,0.1966,0.1105,0.16174974567650052,0.4072398190045249,2.517715359002817
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,139.0,62.13856,1.0123,0.3222250977838513,0.6035,0.0211,0.0354,0.217,0.472,0.354,162.078,0.053,1.574,0.99,0.6,150576.0,0.0691,0.1966,0.1105,0.10732451678535097,0.32036199095022627,2.984984237953293
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,144.15,64.440816,1.0498,0.3341617185157435,0.4291,0.0105,0.0257,0.157,0.342,0.176,117.339,0.039,0.781,0.679,0.61,151431.0,0.0334,0.1966,0.1105,0.053407934893184135,0.232579185520362,4.354768368886016
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,29000,149.3,66.743072,1.0873,0.3460983392476356,0.0002,0.0,0.0157,0.096,0.209,0.0,71.709,0.024,0.0,0.0,0.61,152307.0,0.0,0.1966,0.1105,0.0,0.1420814479638009,nan
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,30000,0.0,0.0,0.0,0.0,0.0,0.197,0.1107,0.752,1.58,3.531,560.649,0.178,15.704,2.856,0.59,141242.0,0.6298,0.197,0.1107,1.0,1.0,1.0
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,30000,5.33,2.3827232,0.0375,0.01193662073189215,0.0651,0.1954,0.1126,0.765,1.606,3.503,570.184,0.181,15.581,2.786,0.6,141442.0,0.612,0.197,0.1107,0.9918781725888324,1.017163504968383,1.0254923770663842
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,30000,10.65,4.760976,0.075,0.0238732414637843,0.1268,0.1937,0.1145,0.778,1.634,3.472,579.893,0.185,15.444,2.716,0.6,141664.0,0.5939,0.197,0.1107,0.983248730964467,1.034327009936766,1.051948481969762
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,30000,15.98,7.1436992,0.1125,0.03580986219567645,0.1852,0.1918,0.1165,0.791,1.661,3.438,589.604,0.188,15.292,2.645,0.6,141909.0,0.5755,0.197,0.1107,0.9736040609137055,1.052393857271906,1.0809259117964833
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,30000,21.3,9.521952,0.15,0.0477464829275686,0.2403,0.1896,0.1183,0.803,1.688,3.4,599.113,0.191,15.121,2.574,0.6,142179.0,0.5569,0.197,0.1107,0.9624365482233501,1.068654019873532,1.1103630902694401
apc_performance_point,APC_5x4.5E,PER3_5x45E.dat,https://www.apcprop.com/files/PER3_5x45E.dat,5x4.5E                   (5x45E.dat),v2022-0915,09/22/2022,5.0,4.5,0.9,2,5-inch moderate-pitch axial reference,30000,26.63,11.9046752,0.1875,0.05968310365946075,0.2922,0.1872,0.1201,0.816,1.714,3.356,608.189,0.194,14.929,2.503,0.6,142473.0,0.5382,0.197,0.1107,0.950253807106599,1.084914182475158,1.1417099035662719
