row_type,scenario,preset,ambient_case,ambient_sensitivity_accepted,metric,value,unit,ambient_temperature_c,speed_of_sound_m_s,speed_scale_vs_reference,candidate_hover_tip_mach,candidate_max_tip_mach,candidate_max_mach_margin,serious_loss_mach_margin,candidate_max_thrust_loss_percent,candidate_max_load_factor,candidate_max_reaction_torque_scale,candidate_max_vibration_proxy,max_tip_mach_within_budget,below_serious_loss_mach,candidate_impact_within_budget,compressibility_review_required,playable_reference_allowed,config_patch_allowed,runtime_coupling_allowed,gameplay_auto_apply_allowed,status,message,next_required_action,source_file,evidence_role,note
propeller_archive_rotor_spec_retune_ambient_compressibility_source,physical_budget_acceptance_gate,,,,source_description,PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate,text,,,,,,,,,,,,,,,,,,,READY,source-audited,carry-accepted-physical-budget-rows,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,physical_budget_source,only accepted rows enter ambient sensitivity
propeller_archive_rotor_spec_retune_ambient_compressibility_scenario,synthetic_ready_validation_one_failed,,,,physical_budget_available,false,boolean,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,complete-upstream-validation-before-ambient-sensitivity,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,failed_ambient_sensitivity,no physical budget rows
propeller_archive_rotor_spec_retune_ambient_compressibility_scenario,synthetic_ready_validation_one_failed,,,,ambient_sensitivity_available,false,boolean,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,complete-upstream-validation-before-ambient-sensitivity,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,failed_ambient_sensitivity,no ambient rows
propeller_archive_rotor_spec_retune_ambient_compressibility_scenario,synthetic_ready_validation_one_failed,,,,sensitivity_row_count,0,count,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,complete-upstream-validation-before-ambient-sensitivity,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,failed_ambient_sensitivity,no ambient rows
propeller_archive_rotor_spec_retune_ambient_compressibility_scenario,synthetic_ready_validation_one_failed,,,,ambient_case_count,0,count,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,complete-upstream-validation-before-ambient-sensitivity,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,failed_ambient_sensitivity,no ambient cases
propeller_archive_rotor_spec_retune_ambient_compressibility_scenario,synthetic_ready_validation_one_failed,,,,ambient_sensitivity_accepted_count,0,count,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,complete-upstream-validation-before-ambient-sensitivity,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,failed_ambient_sensitivity,no accepted ambient rows
propeller_archive_rotor_spec_retune_ambient_compressibility_scenario,synthetic_ready_validation_one_failed,,,,impact_within_budget_count,0,count,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,complete-upstream-validation-before-ambient-sensitivity,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,failed_ambient_sensitivity,no impact rows
propeller_archive_rotor_spec_retune_ambient_compressibility_scenario,synthetic_ready_validation_one_failed,,,,compressibility_review_required_count,0,count,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,complete-upstream-validation-before-ambient-sensitivity,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,failed_ambient_sensitivity,no review rows
propeller_archive_rotor_spec_retune_ambient_compressibility_scenario,synthetic_ready_validation_one_failed,,,,max_candidate_max_tip_mach,0.0,Mach,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,complete-upstream-validation-before-ambient-sensitivity,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,failed_ambient_sensitivity,no candidate rows
propeller_archive_rotor_spec_retune_ambient_compressibility_scenario,synthetic_ready_validation_one_failed,,,,min_candidate_max_mach_margin,0.0,Mach,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,complete-upstream-validation-before-ambient-sensitivity,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,failed_ambient_sensitivity,no candidate rows
propeller_archive_rotor_spec_retune_ambient_compressibility_scenario,synthetic_ready_validation_one_failed,,,,max_candidate_max_thrust_loss_percent,0.0,percent,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,complete-upstream-validation-before-ambient-sensitivity,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,failed_ambient_sensitivity,no candidate rows
propeller_archive_rotor_spec_retune_ambient_compressibility_scenario,synthetic_ready_validation_one_failed,,,,max_candidate_max_vibration_proxy,0.0,ratio,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,complete-upstream-validation-before-ambient-sensitivity,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,failed_ambient_sensitivity,no candidate rows
propeller_archive_rotor_spec_retune_ambient_compressibility_scenario,synthetic_ready_validation_one_failed,,,,playable_reference_allowed_count,0,count,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,complete-upstream-validation-before-ambient-sensitivity,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,failed_ambient_sensitivity,playable reference remains closed
propeller_archive_rotor_spec_retune_ambient_compressibility_scenario,synthetic_ready_validation_one_failed,,,,config_patch_allowed_count,0,count,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,complete-upstream-validation-before-ambient-sensitivity,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,failed_ambient_sensitivity,config patch remains closed
propeller_archive_rotor_spec_retune_ambient_compressibility_scenario,synthetic_ready_validation_one_failed,,,,runtime_coupling_allowed_count,0,count,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,complete-upstream-validation-before-ambient-sensitivity,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,failed_ambient_sensitivity,runtime coupling remains closed
propeller_archive_rotor_spec_retune_ambient_compressibility_scenario,synthetic_ready_validation_one_failed,,,,gameplay_auto_apply_allowed_count,0,count,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,complete-upstream-validation-before-ambient-sensitivity,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,failed_ambient_sensitivity,gameplay auto apply remains closed
propeller_archive_rotor_spec_retune_ambient_compressibility_scenario,synthetic_ready_validation_one_failed,,,,status,BLOCKED,text,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,complete-upstream-validation-before-ambient-sensitivity,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,failed_ambient_sensitivity,blocked by failed validation result
propeller_archive_rotor_spec_retune_ambient_compressibility_scenario,synthetic_ready_validation_one_failed,,,,message,validation-result-failed,text,,,,,,,,,,,,,,,,,,,BLOCKED,validation-result-failed,complete-upstream-validation-before-ambient-sensitivity,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,failed_ambient_sensitivity,upstream message propagated
propeller_archive_rotor_spec_retune_ambient_compressibility,synthetic_ready_validation_all_pass,racingQuad,cold_sea_level_minus10c,false,ambient_case_result,cold-air-compressibility-impact-exceeds-budget,text,-10.0,325.1954650667809,1.0464238386454636,0.2930921385100393,0.6557591652396883,0.04424083476031165,0.2542408347603117,11.309908309581662,0.2375080745012149,1.2129370394460944,0.12440899140539828,true,true,false,true,false,false,false,false,PENDING_REVIEW,cold-air-compressibility-impact-exceeds-budget,resolve-cold-air-compressibility-review-before-reference-export,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,sensitivity_row,cold air tightens Mach and impact budget
propeller_archive_rotor_spec_retune_ambient_compressibility,synthetic_ready_validation_all_pass,racingQuad,reference_lab_15c,true,ambient_case_result,ambient-compressibility-sensitivity-within-budget,text,15.0,340.29228686527705,1.0,0.2800893172401641,0.6266668829797807,0.07333311702021926,0.2833331170202193,8.890939026611733,0.1867097195588465,1.1620172236195199,0.09780032929272911,true,true,true,true,false,false,false,false,READY,ambient-compressibility-sensitivity-within-budget,keep-compressibility-review-pending,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,sensitivity_row,reference row matches prior physical budget
propeller_archive_rotor_spec_retune_ambient_compressibility,synthetic_ready_validation_all_pass,racingQuad,hot_air_30c,true,ambient_case_result,ambient-compressibility-sensitivity-within-budget,text,30.0,349.03709043595927,0.9749459189000236,0.2730719367707922,0.610966320070936,0.08903367992906396,0.299033679929064,7.601509245611777,0.1596316941578473,1.1360698836325662,0.08361660170172954,true,true,true,true,false,false,false,false,READY,ambient-compressibility-sensitivity-within-budget,keep-compressibility-review-pending,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,sensitivity_row,hot air relaxes Mach and impact budget
propeller_archive_rotor_spec_retune_ambient_compressibility,synthetic_ready_validation_all_pass,apDrone,cold_sea_level_minus10c,false,ambient_case_result,cold-air-compressibility-impact-exceeds-budget,text,-10.0,325.1954650667809,1.0464238386454636,0.21718295783803423,0.6429011423918513,0.05709885760814866,0.2670988576081487,10.241740931630704,0.2150765595642448,1.1900911692337488,0.11265915024793801,true,true,false,true,false,false,false,false,PENDING_REVIEW,cold-air-compressibility-impact-exceeds-budget,resolve-cold-air-compressibility-review-before-reference-export,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,sensitivity_row,cold air exceeds impact budget
propeller_archive_rotor_spec_retune_ambient_compressibility,synthetic_ready_validation_all_pass,apDrone,reference_lab_15c,true,ambient_case_result,ambient-compressibility-sensitivity-within-budget,text,15.0,340.29228686527705,1.0,0.20754779260300985,0.6143792970390007,0.08562070296099924,0.2956207029609993,7.8793601035620275,0.16546656217480268,1.1415908405673938,0.08667296113918237,true,true,true,true,false,false,false,false,READY,ambient-compressibility-sensitivity-within-budget,keep-compressibility-review-pending,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,sensitivity_row,reference row matches prior physical budget
propeller_archive_rotor_spec_retune_ambient_compressibility,synthetic_ready_validation_all_pass,apDrone,hot_air_30c,true,ambient_case_result,ambient-compressibility-sensitivity-within-budget,text,30.0,349.03709043595927,0.9749459189000236,0.20234787337501282,0.5989865883048388,0.10101341169516116,0.3110134116951612,6.641362346138494,0.13946860926890838,1.1172887209913886,0.07305498580752345,true,true,true,true,false,false,false,false,READY,ambient-compressibility-sensitivity-within-budget,keep-compressibility-review-pending,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,sensitivity_row,hot air relaxes Mach and impact budget
propeller_archive_rotor_spec_retune_ambient_compressibility_summary,all_scenarios,,,,scenario_count,4,count,,,,,,,,,,,,,,,,,,,PENDING_REVIEW,cold-air-compressibility-impact-exceeds-budget,resolve-cold-air-compressibility-review-before-reference-export,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,ambient_summary,four validation scenarios audited
propeller_archive_rotor_spec_retune_ambient_compressibility_summary,all_scenarios,,,,ambient_sensitivity_available_scenario_count,1,count,,,,,,,,,,,,,,,,,,,PENDING_REVIEW,cold-air-compressibility-impact-exceeds-budget,resolve-cold-air-compressibility-review-before-reference-export,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,ambient_summary,only all-pass scenario reaches ambient sensitivity
propeller_archive_rotor_spec_retune_ambient_compressibility_summary,all_scenarios,,,,total_sensitivity_row_count,6,count,,,,,,,,,,,,,,,,,,,PENDING_REVIEW,cold-air-compressibility-impact-exceeds-budget,resolve-cold-air-compressibility-review-before-reference-export,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,ambient_summary,two presets times three ambient cases
propeller_archive_rotor_spec_retune_ambient_compressibility_summary,all_scenarios,,,,max_sensitivity_row_count,6,count,,,,,,,,,,,,,,,,,,,PENDING_REVIEW,cold-air-compressibility-impact-exceeds-budget,resolve-cold-air-compressibility-review-before-reference-export,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,ambient_summary,max rows occur in all-pass scenario
propeller_archive_rotor_spec_retune_ambient_compressibility_summary,all_scenarios,,,,max_ambient_case_count,3,count,,,,,,,,,,,,,,,,,,,PENDING_REVIEW,cold-air-compressibility-impact-exceeds-budget,resolve-cold-air-compressibility-review-before-reference-export,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,ambient_summary,cold reference and hot cases
propeller_archive_rotor_spec_retune_ambient_compressibility_summary,all_scenarios,,,,max_ambient_sensitivity_accepted_count,4,count,,,,,,,,,,,,,,,,,,,PENDING_REVIEW,cold-air-compressibility-impact-exceeds-budget,resolve-cold-air-compressibility-review-before-reference-export,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,ambient_summary,four rows remain within all impact budgets
propeller_archive_rotor_spec_retune_ambient_compressibility_summary,all_scenarios,,,,max_impact_within_budget_count,4,count,,,,,,,,,,,,,,,,,,,PENDING_REVIEW,cold-air-compressibility-impact-exceeds-budget,resolve-cold-air-compressibility-review-before-reference-export,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,ambient_summary,cold rows fail impact budget
propeller_archive_rotor_spec_retune_ambient_compressibility_summary,all_scenarios,,,,max_compressibility_review_required_count,6,count,,,,,,,,,,,,,,,,,,,PENDING_REVIEW,cold-air-compressibility-impact-exceeds-budget,resolve-cold-air-compressibility-review-before-reference-export,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,ambient_summary,all sensitivity rows require compressibility review
propeller_archive_rotor_spec_retune_ambient_compressibility_summary,all_scenarios,,,,max_candidate_max_tip_mach,0.6557591652396883,Mach,,,,,,,,,,,,,,,,,,,PENDING_REVIEW,cold-air-compressibility-impact-exceeds-budget,resolve-cold-air-compressibility-review-before-reference-export,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,ambient_summary,cold racingQuad is limiting
propeller_archive_rotor_spec_retune_ambient_compressibility_summary,all_scenarios,,,,min_candidate_max_mach_margin,0.04424083476031165,Mach,,,,,,,,,,,,,,,,,,,PENDING_REVIEW,cold-air-compressibility-impact-exceeds-budget,resolve-cold-air-compressibility-review-before-reference-export,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,ambient_summary,cold racingQuad has tightest hard-Mach margin
propeller_archive_rotor_spec_retune_ambient_compressibility_summary,all_scenarios,,,,max_candidate_max_thrust_loss_percent,11.309908309581662,percent,,,,,,,,,,,,,,,,,,,PENDING_REVIEW,cold-air-compressibility-impact-exceeds-budget,resolve-cold-air-compressibility-review-before-reference-export,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,ambient_summary,cold racingQuad exceeds thrust-loss budget
propeller_archive_rotor_spec_retune_ambient_compressibility_summary,all_scenarios,,,,max_candidate_max_vibration_proxy,0.12440899140539828,ratio,,,,,,,,,,,,,,,,,,,PENDING_REVIEW,cold-air-compressibility-impact-exceeds-budget,resolve-cold-air-compressibility-review-before-reference-export,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,ambient_summary,cold racingQuad exceeds vibration budget
propeller_archive_rotor_spec_retune_ambient_compressibility_summary,all_scenarios,,,,playable_reference_allowed_scenario_count,0,count,,,,,,,,,,,,,,,,,,,PENDING_REVIEW,cold-air-compressibility-impact-exceeds-budget,resolve-cold-air-compressibility-review-before-reference-export,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,ambient_summary,playable reference remains closed
propeller_archive_rotor_spec_retune_ambient_compressibility_summary,all_scenarios,,,,config_patch_allowed_scenario_count,0,count,,,,,,,,,,,,,,,,,,,PENDING_REVIEW,cold-air-compressibility-impact-exceeds-budget,resolve-cold-air-compressibility-review-before-reference-export,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,ambient_summary,config patch remains closed
propeller_archive_rotor_spec_retune_ambient_compressibility_summary,all_scenarios,,,,runtime_coupling_allowed_scenario_count,0,count,,,,,,,,,,,,,,,,,,,PENDING_REVIEW,cold-air-compressibility-impact-exceeds-budget,resolve-cold-air-compressibility-review-before-reference-export,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,ambient_summary,runtime coupling remains closed
propeller_archive_rotor_spec_retune_ambient_compressibility_summary,all_scenarios,,,,gameplay_auto_apply_allowed_scenario_count,0,count,,,,,,,,,,,,,,,,,,,PENDING_REVIEW,cold-air-compressibility-impact-exceeds-budget,resolve-cold-air-compressibility-review-before-reference-export,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,ambient_summary,gameplay auto apply remains closed
propeller_archive_rotor_spec_retune_ambient_compressibility_method,ambient_sensitivity_rule,,,,method_description,Physical-budget-accepted rows are replayed at -10C 15C and 30C by scaling 15C Mach with speed-of-sound ratio and reapplying the runtime compressibility impact budget.,text,,,,,,,,,,,,,,,,,,,PENDING_REVIEW,cold-air-compressibility-impact-exceeds-budget,review-cold-air-impact-before-reference-export,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilitySensitivity.java,method,no playable config runtime or gameplay output is opened
