row_type,name,metric,value,unit,source_file,source_url,evidence_role,note,parameter_group,point,parameter,preset,johnson_parameter,ratio_over_vh,axis,hover_induced_velocity_m_s,descent_speed_m_s
vrs_johnson_packet_current_at_boundary,coaxialX8_N_zero_damping_low,current_vrs_buffet_thrust_amplitude_percent_max_spin,0,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,coaxialX8,VzN,0.45,,,4.19023410572
vrs_johnson_packet_current_at_boundary,coaxialX8_N_zero_damping_low,current_propwash_descent_factor,0.830620584921,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,coaxialX8,VzN,0.45,,,4.19023410572
vrs_johnson_packet_preset_boundary_speed,coaxialX8_X_zero_damping_high,boundary_speed_m_s,13.9674470191,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"Upper zero-damping/stability-boundary point X, abs(Vz)/vh.",,,,coaxialX8,VzX,1.5,descent,9.31163134603,
vrs_johnson_packet_current_at_boundary,coaxialX8_X_zero_damping_high,current_vrs_intensity_hover_spin_no_crossflow,0.780239779155,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,coaxialX8,VzX,1.5,,,13.9674470191
vrs_johnson_packet_current_at_boundary,coaxialX8_X_zero_damping_high,current_vrs_entry_component,1,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,coaxialX8,VzX,1.5,,,13.9674470191
vrs_johnson_packet_current_at_boundary,coaxialX8_X_zero_damping_high,current_vrs_exit_component,0.899039780521,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,coaxialX8,VzX,1.5,,,13.9674470191
vrs_johnson_packet_current_at_boundary,coaxialX8_X_zero_damping_high,current_vrs_base_thrust_loss_percent_hover_spin,25.7479127121,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,coaxialX8,VzX,1.5,,,13.9674470191
vrs_johnson_packet_current_at_boundary,coaxialX8_X_zero_damping_high,current_vrs_buffet_thrust_amplitude_percent_max_spin,23.1962052081,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,coaxialX8,VzX,1.5,,,13.9674470191
vrs_johnson_packet_current_at_boundary,coaxialX8_X_zero_damping_high,current_propwash_descent_factor,1,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,coaxialX8,VzX,1.5,,,13.9674470191
vrs_johnson_packet_preset_boundary_speed,coaxialX8_E_join_lower,boundary_speed_m_s,18.6232626921,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"VRS-model lower join E, abs(Vz)/vh.",,,,coaxialX8,VzE,2,descent,9.31163134603,
vrs_johnson_packet_current_at_boundary,coaxialX8_E_join_lower,current_vrs_intensity_hover_spin_no_crossflow,0.20833378296,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,coaxialX8,VzE,2,,,18.6232626921
vrs_johnson_packet_current_at_boundary,coaxialX8_E_join_lower,current_vrs_entry_component,1,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,coaxialX8,VzE,2,,,18.6232626921
vrs_johnson_packet_current_at_boundary,coaxialX8_E_join_lower,current_vrs_exit_component,0.240054869684,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,coaxialX8,VzE,2,,,18.6232626921
vrs_johnson_packet_current_at_boundary,coaxialX8_E_join_lower,current_vrs_base_thrust_loss_percent_hover_spin,6.87501483769,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,coaxialX8,VzE,2,,,18.6232626921
vrs_johnson_packet_current_at_boundary,coaxialX8_E_join_lower,current_vrs_buffet_thrust_amplitude_percent_max_spin,3.28843559304,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,coaxialX8,VzE,2,,,18.6232626921
vrs_johnson_packet_current_at_boundary,coaxialX8_E_join_lower,current_propwash_descent_factor,1,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,coaxialX8,VzE,2,,,18.6232626921
vrs_johnson_packet_preset_boundary_speed,coaxialX8_C_baseline_forward_cutoff,boundary_speed_m_s,6.98372350953,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"Baseline momentum-theory forward-speed cutoff C, Vx/vh.",,,,coaxialX8,VxC,0.75,forward,9.31163134603,
vrs_johnson_packet_preset_boundary_speed,coaxialX8_M_vrs_forward_cutoff,boundary_speed_m_s,8.84604977873,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"VRS increment forward-speed cutoff M, Vx/vh.",,,,coaxialX8,VxM,0.95,forward,9.31163134603,
vrs_johnson_packet_preset_summary,coaxialX8,hover_induced_velocity_m_s,9.31163134603,m/s,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Current preset hover induced velocity used for Johnson speed conversion.,,,,coaxialX8,,,,,
vrs_johnson_packet_preset_summary,coaxialX8,current_sampled_vrs_active_low_vi,0.75,vi ratio,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Lowest sampled descent ratio with nonzero current VRS intensity.,,,,coaxialX8,,,,,
vrs_johnson_packet_preset_summary,coaxialX8,current_sampled_vrs_active_high_vi,1.9,vi ratio,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Highest sampled descent ratio with nonzero current VRS intensity.,,,,coaxialX8,,,,,
vrs_johnson_packet_preset_summary,coaxialX8,current_sampled_active_low_over_johnson_N,1.66666666667,ratio,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Sampled current VRS-active lower bound divided by Johnson point N.,,,,coaxialX8,,,,,
vrs_johnson_packet_preset_summary,coaxialX8,current_sampled_active_high_over_johnson_E,0.95,ratio,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Sampled current VRS-active upper bound divided by Johnson point E.,,,,coaxialX8,,,,,
vrs_johnson_packet_preset_summary,coaxialX8,current_peak_vrs_ratio_vi,1.2,vi ratio,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Sampled descent ratio of peak current VRS intensity.,,,,coaxialX8,,,,,
vrs_johnson_packet_preset_summary,coaxialX8,current_peak_vrs_intensity,0.867859015874,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Peak current VRS intensity in the scan.,,,,coaxialX8,,,,,
vrs_johnson_packet_preset_summary,coaxialX8,current_peak_inside_johnson_zero_damping_band,1,boolean,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Whether current peak intensity lies between Johnson N and X.,,,,coaxialX8,,,,,
vrs_johnson_packet_preset_summary,coaxialX8,current_intensity_at_johnson_N,0,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Current VRS intensity at Johnson point N.,,,,coaxialX8,,,,,
vrs_johnson_packet_preset_summary,coaxialX8,current_intensity_at_johnson_X,0.780239779155,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Current VRS intensity at Johnson point X.,,,,coaxialX8,,,,,
vrs_johnson_packet_preset_boundary_speed,heavyLift_D_join_upper,boundary_speed_m_s,1.88540604503,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"VRS-model upper join D, abs(Vz)/vh.",,,,heavyLift,VzD,0.2,descent,9.42703022513,
vrs_johnson_packet_current_at_boundary,heavyLift_D_join_upper,current_vrs_intensity_hover_spin_no_crossflow,0,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzD,0.2,,,1.88540604503
vrs_johnson_packet_current_at_boundary,heavyLift_D_join_upper,current_vrs_entry_component,0,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzD,0.2,,,1.88540604503
vrs_johnson_packet_current_at_boundary,heavyLift_D_join_upper,current_vrs_exit_component,1,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzD,0.2,,,1.88540604503
vrs_johnson_packet_current_at_boundary,heavyLift_D_join_upper,current_vrs_base_thrust_loss_percent_hover_spin,0,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzD,0.2,,,1.88540604503
vrs_johnson_packet_current_at_boundary,heavyLift_D_join_upper,current_vrs_buffet_thrust_amplitude_percent_max_spin,0,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzD,0.2,,,1.88540604503
vrs_johnson_packet_current_at_boundary,heavyLift_D_join_upper,current_propwash_descent_factor,0.171351511256,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzD,0.2,,,1.88540604503
vrs_johnson_packet_preset_boundary_speed,heavyLift_N_zero_damping_low,boundary_speed_m_s,4.24216360131,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"Lower zero-damping/stability-boundary point N, abs(Vz)/vh.",,,,heavyLift,VzN,0.45,descent,9.42703022513,
vrs_johnson_packet_current_at_boundary,heavyLift_N_zero_damping_low,current_vrs_intensity_hover_spin_no_crossflow,0,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzN,0.45,,,4.24216360131
vrs_johnson_packet_current_at_boundary,heavyLift_N_zero_damping_low,current_vrs_entry_component,0,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzN,0.45,,,4.24216360131
vrs_johnson_packet_current_at_boundary,heavyLift_N_zero_damping_low,current_vrs_exit_component,1,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzN,0.45,,,4.24216360131
vrs_johnson_packet_current_at_boundary,heavyLift_N_zero_damping_low,current_vrs_base_thrust_loss_percent_hover_spin,0,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzN,0.45,,,4.24216360131
vrs_johnson_packet_current_at_boundary,heavyLift_N_zero_damping_low,current_vrs_buffet_thrust_amplitude_percent_max_spin,0,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzN,0.45,,,4.24216360131
vrs_johnson_packet_current_at_boundary,heavyLift_N_zero_damping_low,current_propwash_descent_factor,0.685540900327,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzN,0.45,,,4.24216360131
vrs_johnson_packet_preset_boundary_speed,heavyLift_X_zero_damping_high,boundary_speed_m_s,14.1405453377,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"Upper zero-damping/stability-boundary point X, abs(Vz)/vh.",,,,heavyLift,VzX,1.5,descent,9.42703022513,
vrs_johnson_packet_current_at_boundary,heavyLift_X_zero_damping_high,current_vrs_intensity_hover_spin_no_crossflow,0.663709617529,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzX,1.5,,,14.1405453377
vrs_johnson_packet_current_at_boundary,heavyLift_X_zero_damping_high,current_vrs_entry_component,1,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzX,1.5,,,14.1405453377
vrs_johnson_packet_current_at_boundary,heavyLift_X_zero_damping_high,current_vrs_exit_component,0.899039780521,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzX,1.5,,,14.1405453377
vrs_johnson_packet_current_at_boundary,heavyLift_X_zero_damping_high,current_vrs_base_thrust_loss_percent_hover_spin,21.9024173785,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzX,1.5,,,14.1405453377
vrs_johnson_packet_current_at_boundary,heavyLift_X_zero_damping_high,current_vrs_buffet_thrust_amplitude_percent_max_spin,23.1962052081,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzX,1.5,,,14.1405453377
vrs_johnson_packet_current_at_boundary,heavyLift_X_zero_damping_high,current_propwash_descent_factor,1,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzX,1.5,,,14.1405453377
vrs_johnson_packet_preset_boundary_speed,heavyLift_E_join_lower,boundary_speed_m_s,18.8540604503,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"VRS-model lower join E, abs(Vz)/vh.",,,,heavyLift,VzE,2,descent,9.42703022513,
vrs_johnson_packet_current_at_boundary,heavyLift_E_join_lower,current_vrs_intensity_hover_spin_no_crossflow,0.177218771846,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzE,2,,,18.8540604503
vrs_johnson_packet_current_at_boundary,heavyLift_E_join_lower,current_vrs_entry_component,1,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzE,2,,,18.8540604503
vrs_johnson_packet_current_at_boundary,heavyLift_E_join_lower,current_vrs_exit_component,0.240054869684,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzE,2,,,18.8540604503
vrs_johnson_packet_current_at_boundary,heavyLift_E_join_lower,current_vrs_base_thrust_loss_percent_hover_spin,5.84821947091,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzE,2,,,18.8540604503
vrs_johnson_packet_current_at_boundary,heavyLift_E_join_lower,current_vrs_buffet_thrust_amplitude_percent_max_spin,3.28843559304,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzE,2,,,18.8540604503
vrs_johnson_packet_current_at_boundary,heavyLift_E_join_lower,current_propwash_descent_factor,1,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,heavyLift,VzE,2,,,18.8540604503
vrs_johnson_packet_preset_boundary_speed,heavyLift_C_baseline_forward_cutoff,boundary_speed_m_s,7.07027266885,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"Baseline momentum-theory forward-speed cutoff C, Vx/vh.",,,,heavyLift,VxC,0.75,forward,9.42703022513,
vrs_johnson_packet_preset_boundary_speed,heavyLift_M_vrs_forward_cutoff,boundary_speed_m_s,8.95567871387,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"VRS increment forward-speed cutoff M, Vx/vh.",,,,heavyLift,VxM,0.95,forward,9.42703022513,
vrs_johnson_packet_preset_summary,heavyLift,hover_induced_velocity_m_s,9.42703022513,m/s,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Current preset hover induced velocity used for Johnson speed conversion.,,,,heavyLift,,,,,
vrs_johnson_packet_preset_summary,heavyLift,current_sampled_vrs_active_low_vi,0.75,vi ratio,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Lowest sampled descent ratio with nonzero current VRS intensity.,,,,heavyLift,,,,,
vrs_johnson_packet_preset_summary,heavyLift,current_sampled_vrs_active_high_vi,1.9,vi ratio,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Highest sampled descent ratio with nonzero current VRS intensity.,,,,heavyLift,,,,,
vrs_johnson_packet_preset_summary,heavyLift,current_sampled_active_low_over_johnson_N,1.66666666667,ratio,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Sampled current VRS-active lower bound divided by Johnson point N.,,,,heavyLift,,,,,
vrs_johnson_packet_preset_summary,heavyLift,current_sampled_active_high_over_johnson_E,0.95,ratio,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Sampled current VRS-active upper bound divided by Johnson point E.,,,,heavyLift,,,,,
vrs_johnson_packet_preset_summary,heavyLift,current_peak_vrs_ratio_vi,1.2,vi ratio,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Sampled descent ratio of peak current VRS intensity.,,,,heavyLift,,,,,
vrs_johnson_packet_preset_summary,heavyLift,current_peak_vrs_intensity,0.738242769574,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Peak current VRS intensity in the scan.,,,,heavyLift,,,,,
vrs_johnson_packet_preset_summary,heavyLift,current_peak_inside_johnson_zero_damping_band,1,boolean,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Whether current peak intensity lies between Johnson N and X.,,,,heavyLift,,,,,
vrs_johnson_packet_preset_summary,heavyLift,current_intensity_at_johnson_N,0,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Current VRS intensity at Johnson point N.,,,,heavyLift,,,,,
vrs_johnson_packet_preset_summary,heavyLift,current_intensity_at_johnson_X,0.663709617529,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,preset_vrs_regime_summary,Current VRS intensity at Johnson point X.,,,,heavyLift,,,,,
vrs_johnson_packet_preset_boundary_speed,hexLift_D_join_upper,boundary_speed_m_s,1.79883809322,m/s,docs/data/vrs_propwash_reference.csv,https://rotorcraft.arc.nasa.gov/Publications/files/Johnson_TP-2005-213477.pdf,preset_boundary_conversion,"VRS-model upper join D, abs(Vz)/vh.",,,,hexLift,VzD,0.2,descent,8.9941904661,
vrs_johnson_packet_current_at_boundary,hexLift_D_join_upper,current_vrs_intensity_hover_spin_no_crossflow,0,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzD,0.2,,,1.79883809322
vrs_johnson_packet_current_at_boundary,hexLift_D_join_upper,current_vrs_entry_component,0,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzD,0.2,,,1.79883809322
vrs_johnson_packet_current_at_boundary,hexLift_D_join_upper,current_vrs_exit_component,1,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzD,0.2,,,1.79883809322
vrs_johnson_packet_current_at_boundary,hexLift_D_join_upper,current_vrs_base_thrust_loss_percent_hover_spin,0,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzD,0.2,,,1.79883809322
vrs_johnson_packet_current_at_boundary,hexLift_D_join_upper,current_vrs_buffet_thrust_amplitude_percent_max_spin,0,percent,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzD,0.2,,,1.79883809322
vrs_johnson_packet_current_at_boundary,hexLift_D_join_upper,current_propwash_descent_factor,0.178641603479,fraction,docs/data/vrs_propwash_reference.csv,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,current_model_at_johnson_boundary,Current VRS/propwash scan linearly interpolated at a NASA Johnson Table 4 descent boundary.,,,,hexLift,VzD,0.2,,,1.79883809322
