row_type,scenario,preset_or_metric,ambient_or_value,field_or_unit,metric,value,unit,before_derate_value,review_value,absolute_delta,ratio_review_over_before,limiting_budget,derate_target_within_budget,rpm_control_review_field,physics_budget_review_field,manual_derate_review_allowed,playable_reference_allowed,config_patch_allowed,runtime_coupling_allowed,gameplay_auto_apply_allowed,source_file,evidence_role,status,note
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_all_pass,max_post_derate_vibration_proxy,0.10737348639206429,proxy,metric,0.10737348639206429,proxy,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_all_pass_derate_manual_review,REVIEW_READY,post derate vibration under limit
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_all_pass,playable_reference_allowed_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_all_pass_derate_manual_review,REVIEW_READY,playable export closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_all_pass,config_patch_allowed_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_all_pass_derate_manual_review,REVIEW_READY,config patch closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_all_pass,runtime_coupling_allowed_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_all_pass_derate_manual_review,REVIEW_READY,runtime coupling closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_all_pass,gameplay_auto_apply_allowed_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_all_pass_derate_manual_review,REVIEW_READY,gameplay auto apply closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_all_pass,status,REVIEW_READY,text,metric,REVIEW_READY,text,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_all_pass_derate_manual_review,REVIEW_READY,scenario review ready
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_all_pass,message,manual-cold-air-derate-review-material-ready,text,metric,manual-cold-air-derate-review-material-ready,text,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_all_pass_derate_manual_review,REVIEW_READY,manual review material ready
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_one_failed,derate_validation_acceptance_ready,false,boolean,metric,false,boolean,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_failed_derate_manual_review,BLOCKED,acceptance is not ready
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_one_failed,manual_derate_review_allowed,false,boolean,metric,false,boolean,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_failed_derate_manual_review,BLOCKED,manual review remains closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_one_failed,manual_derate_review_candidate_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_failed_derate_manual_review,BLOCKED,no accepted target rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_one_failed,review_row_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_failed_derate_manual_review,BLOCKED,no review rows emitted
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_one_failed,rpm_control_review_field_row_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_failed_derate_manual_review,BLOCKED,no rpm review rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_one_failed,physics_budget_review_field_row_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_failed_derate_manual_review,BLOCKED,no budget review rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_one_failed,derate_target_within_budget_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_failed_derate_manual_review,BLOCKED,no target budget rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_one_failed,max_required_max_rpm_derate_percent,0.0,percent,metric,0.0,percent,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_failed_derate_manual_review,BLOCKED,no derate
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_one_failed,min_target_max_rpm_scale,0.0,ratio,metric,0.0,ratio,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_failed_derate_manual_review,BLOCKED,no scale
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_one_failed,max_post_derate_thrust_loss_percent,0.0,percent,metric,0.0,percent,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_failed_derate_manual_review,BLOCKED,no post derate loss
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_one_failed,max_post_derate_reaction_torque_scale,1.0,ratio,metric,1.0,ratio,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_failed_derate_manual_review,BLOCKED,no post derate torque
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_one_failed,max_post_derate_vibration_proxy,0.0,proxy,metric,0.0,proxy,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_failed_derate_manual_review,BLOCKED,no post derate vibration
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_one_failed,playable_reference_allowed_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_failed_derate_manual_review,BLOCKED,playable export closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_one_failed,config_patch_allowed_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_failed_derate_manual_review,BLOCKED,config patch closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_one_failed,runtime_coupling_allowed_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_failed_derate_manual_review,BLOCKED,runtime coupling closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_one_failed,gameplay_auto_apply_allowed_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_failed_derate_manual_review,BLOCKED,gameplay auto apply closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_one_failed,status,BLOCKED,text,metric,BLOCKED,text,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_failed_derate_manual_review,BLOCKED,scenario blocked
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_scenario,synthetic_derate_validation_one_failed,message,cold-air-derate-validation-result-failed,text,metric,cold-air-derate-validation-result-failed,text,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,synthetic_failed_derate_manual_review,BLOCKED,one result failed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_summary,all_scenarios,scenario_count,4,count,metric,4,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,summary,READY,four scenarios audited
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_summary,all_scenarios,manual_derate_review_allowed_scenario_count,1,count,metric,1,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,summary,READY,only synthetic all pass opens manual review
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_summary,all_scenarios,total_review_row_count,14,count,metric,14,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,summary,READY,fourteen manual review rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_summary,all_scenarios,max_review_row_count,14,count,metric,14,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,summary,READY,max scenario review row count
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_summary,all_scenarios,max_manual_derate_review_candidate_count,2,count,metric,2,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,summary,READY,two accepted target rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_summary,all_scenarios,max_rpm_control_review_field_row_count,6,count,metric,6,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,summary,READY,six rpm review rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_summary,all_scenarios,max_physics_budget_review_field_row_count,8,count,metric,8,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,summary,READY,eight budget review rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_summary,all_scenarios,max_required_max_rpm_derate_percent,2.840173019822779,percent,metric,2.840173019822779,percent,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,summary,READY,racingQuad limiting derate
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_summary,all_scenarios,min_target_max_rpm_scale,0.9715982698017723,ratio,metric,0.9715982698017723,ratio,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,summary,READY,racingQuad limiting scale
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_summary,all_scenarios,max_post_derate_thrust_loss_percent,9.761226035642207,percent,metric,9.761226035642207,percent,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,summary,READY,post derate loss maximum
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_summary,all_scenarios,max_post_derate_reaction_torque_scale,1.18,ratio,metric,1.18,ratio,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,summary,READY,post derate torque maximum
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_summary,all_scenarios,max_post_derate_vibration_proxy,0.10737348639206429,proxy,metric,0.10737348639206429,proxy,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,summary,READY,post derate vibration maximum
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_summary,all_scenarios,playable_reference_allowed_scenario_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,summary,READY,no playable export
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_summary,all_scenarios,config_patch_allowed_scenario_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,summary,READY,no config patch
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_summary,all_scenarios,runtime_coupling_allowed_scenario_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,summary,READY,no runtime coupling
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_summary,all_scenarios,gameplay_auto_apply_allowed_scenario_count,0,count,metric,0,count,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,summary,READY,no gameplay auto apply
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_manual_review_method,external_derate_manual_review,method,accepted-derate-target-materialization,audit,metric,accepted-derate-target-materialization,audit,,,,,,,,,,,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDerateManualReview.java,method,READY,materialize max RPM derate rows only after accepted validation results
