row_type,source_page,doi,equation,window_1s_half_width_s,window_2s_half_width_s,mass_kg,air_density_kg_m3,note,flight_filename,local_source_file,gps_event_count,gps_event_duration_s,speed_mean_m_s,speed_p95_m_s,speed_max_m_s,accel_mean_m_s2,accel_p10_m_s2,accel_p50_m_s2,accel_p90_m_s2,vector_accel_p50_m_s2,vector_accel_p90_m_s2,abs_cross_track_accel_p50_m_s2,abs_cross_track_accel_p90_m_s2,accelerating_event_count,quasi_steady_event_count,decelerating_event_count,speed_bin_m_s,event_count,flight_count,speed_p50_m_s,speed_p90_m_s,along_track_accel_p50_m_s2,along_track_accel_p90_m_s2,abs_turn_rate_p50_deg_s,abs_turn_rate_p90_deg_s,accelerating_fraction,quasi_steady_fraction,decelerating_fraction,throttle_mean,throttle_p90,current_mean_a_raw_per_amp_20,current_p90_a_raw_per_amp_20,apparent_decel_coeff_count,apparent_decel_coeff_p50,apparent_decel_coeff_p90,apparent_decel_cda_p50_m2,apDrone_x_drag_coeff,apDrone_x_drag_force_at_mean_speed_n,apparent_decel_coeff_p50_over_apDrone_x,apDrone_z_drag_coeff,apDrone_z_drag_force_at_mean_speed_n,apparent_decel_coeff_p50_over_apDrone_z,racingQuad_x_drag_coeff,racingQuad_x_drag_force_at_mean_speed_n,apparent_decel_coeff_p50_over_racingQuad_x,racingQuad_z_drag_coeff,racingQuad_z_drag_force_at_mean_speed_n,apparent_decel_coeff_p50_over_racingQuad_z,time_s,speed_m_s,gps_num_sat,gps_altitude_m,gps_ground_course_deg,gps_velocity_east_m_s,gps_velocity_north_m_s,throttle_command,current_a_raw_per_amp_20,vbat_v,gyro_norm_raw,acc_norm_raw,gps_accel_m_s2_1s_fit,gps_accel_fit_window_count_1s,gps_accel_fit_window_span_s_1s,gps_accel_m_s2_2s_fit,gps_accel_fit_window_count_2s,gps_accel_fit_window_span_s_2s,gps_accel_east_m_s2_1s_fit,gps_accel_north_m_s2_1s_fit,gps_vector_accel_m_s2_1s_fit,gps_along_track_accel_m_s2_1s_fit,gps_cross_track_accel_m_s2_1s_fit,gps_turn_rate_deg_s_1s_fit,apparent_signed_drag_coeff_from_speed_slope,apparent_signed_cda_from_speed_slope,dynamic_label_1s,apDrone_x_drag_force_n_at_speed,apparent_coeff_over_apDrone_x,apDrone_z_drag_force_n_at_speed,apparent_coeff_over_apDrone_z,racingQuad_x_drag_force_n_at_speed,apparent_coeff_over_racingQuad_x,racingQuad_z_drag_force_n_at_speed,apparent_coeff_over_racingQuad_z
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.147751,13.51,23.0,263.67,15.1,3.519415911762179,13.043535243178331,47.5,6.35,15.52,29.171904291629644,1859.0712735126644,-2.532170085950679,10,0.8998949999999866,-1.5208629681028545,20,1.9006160000000136,0.46703750289154217,-2.750722715652252,2.7900895124551948,-2.5340821218915757,-1.167487596089122,-4.951303618784667,0.008718029860883304,0.014233518140217638,decelerating,22.23094818,0.07157659984304848,22.522980339999997,0.07064854020164753,33.309918249999996,0.04777002663497701,33.67495845,0.04725219436793119
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.246575,13.43,23.0,263.71,15.6,3.6115931908630183,12.93527327209255,47.6,9.1,15.52,3.7416573867739413,1699.6393735142758,-1.7444057894071352,10,0.9018939999999986,-1.7733195701329667,20,1.8901409999999998,0.6330796882648373,-1.9887155768882716,2.087050439604073,-1.745208723462845,-1.1445636937282007,-4.882998438907675,0.006077593800475833,0.009922602123225849,decelerating,21.96844482,0.04989814286104954,22.25702866,0.049251165319901404,32.916594249999996,0.033301883838223745,33.27732405,0.03294088780745709
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.341406,13.36,23.0,263.73,16.4,3.772081863420829,12.816434699855169,48.8,7.85,15.5,10.198039027185569,1956.4048660745045,-1.70789619724783,11,0.9982210000000009,-1.7311882646043943,21,1.9829670000000021,0.6014624367294811,-1.9454238330089455,2.0362787021514963,-1.6964544887862965,-1.126265119904105,-4.8301076334806,0.006012910390020126,0.0098169965551349,decelerating,21.740033279999995,0.04936708037783355,22.025616639999996,0.04872698857390702,32.574352,0.0329474541918911,32.931331199999995,0.032590300216911255
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.442226,13.29,23.0,263.76,16.6,3.7967984028120982,12.73610701464162,54.4,13.35,15.5,35.12833614050059,2109.3690999917485,-1.0150326639623803,9,0.7960809999999867,-1.957769869317462,19,1.7528760000000148,0.7366462565392116,-1.2722904111463111,1.4701600584861783,-1.008813355891363,-1.0694233074621524,-4.610492252107053,0.0036113221583801976,0.005896036176947261,decelerating,21.512815379999996,0.02964960721166008,21.79541394,0.029265171461752008,32.233898249999996,0.01978806662126136,32.58714644999999,0.01957356183403901
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.580979,13.26,23.0,263.79,17.0,3.8768488046234895,12.68060106406985,54.7,9.75,15.42,12.165525060596439,2214.943340133106,-1.1437449901921943,10,0.8949059999999918,-1.918098413132518,20,1.8636800000000164,0.5452988110741112,-1.3631576969256753,1.468179042231073,-1.1441642457206218,-0.9200205861072407,-3.975361738242627,0.004087693580739173,0.006673785437941506,decelerating,21.415801679999998,0.03356070263332654,21.697125839999998,0.033125555759636736,32.088537,0.022398320990351633,32.4401922,0.022155520762813945
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.645864,13.11,23.0,263.81,17.2,3.8767325360774514,12.523699327423925,51.8,9.1,15.5,1.4142135623730951,2079.09523591393,-1.1899694810528025,11,0.9962260000000072,-1.8878343849909163,20,1.9420399999999916,0.4724103867753599,-1.390699613614254,1.4687467408781136,-1.1888096948037052,-0.8625244914672288,-3.7695662156933487,0.004350774918637645,0.007103305989612481,decelerating,20.934021779999995,0.03572064793626967,21.209017139999997,0.03525749528879777,31.366658249999997,0.02383986256787751,31.710402449999997,0.02358143587337477
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.744689,12.93,23.0,263.84,17.9,3.974121068151505,12.304115642161134,42.1,4.0,15.57,8.246211251235321,1774.4297675591447,-1.284462427054153,11,0.9957349999999963,-1.7252349468545045,19,1.843213999999989,0.35352502458547747,-1.458167847022497,1.5004110813701645,-1.2789261072793507,-0.7845899726721424,-3.476697144810391,0.0048279251843966154,0.007882326831667943,decelerating,20.36312082,0.03963813780292788,20.630616659999998,0.03912419112152849,30.51124425,0.02645438457203625,30.84561405,0.02616761617559141
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.841016,12.71,23.0,263.87,18.1,3.9486974206066017,12.08105494898913,36.4,4.1,15.6,6.4031242374328485,1380.867118878569,-1.3048583735501549,11,0.9937299999999993,-1.6408771605749315,19,1.9036069999999938,0.3442260613171838,-1.4848607694543396,1.524238526594337,-1.3044405969274133,-0.7885035288710687,-3.554518043704492,0.005075846174133981,0.008287095794504458,decelerating,19.676071380000003,0.041673613909145986,19.934541940000003,0.041133275317131124,29.48179825,0.02781285574867935,29.80488645,0.02751136137741995
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.945829,12.63,23.0,263.89,18.3,3.9657247188683247,11.991243782617246,36.5,3.6,15.55,2.0,1333.9640175057198,-1.4080033226745803,9,0.7541569999999922,-1.59124719763941,18,1.802285999999981,0.3206165326493147,-1.5910863027243831,1.6230682621889987,-1.4099467004232764,-0.8039906004989937,-3.6472896418670624,0.005546680558415479,0.009055804993331393,decelerating,19.429158420000004,0.045539249248074544,19.68438546,0.04494878896608978,29.111834250000005,0.030392770183098515,29.43086805,0.030063309259704494
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.042657,12.53,23.0,263.91,19.0,4.079368975348173,11.84734775225944,37.0,5.75,15.57,14.0,1221.908752730743,-1.458532933310652,10,0.8649609999999939,-1.6798221609988624,19,1.9051029999999969,0.24647833855245196,-1.6206133970373613,1.6392496313961926,-1.4520745729677482,-0.7606699603461977,-3.478306331222731,0.005837814275538636,0.009531125347818182,decelerating,19.122709619999995,0.04792950965138454,19.373911059999998,0.04730805733823855,28.652664249999994,0.031988023427608966,28.966666049999997,0.03164126978611727
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.143977,12.35,23.0,263.93,18.8,3.9799813360968117,11.69111836242885,36.7,5.6,15.57,49.040799340956916,1291.586234054854,-1.465901152279682,10,0.9433190000000025,-1.8469657727438062,19,1.9031070000000057,0.18899615435287734,-1.6135355327138339,1.6245665457869962,-1.466545241135514,-0.69890021991202,-3.2424318139047648,0.006039582908046697,0.009860543523341545,decelerating,18.5772405,0.04958606656852789,18.8212765,0.04894313539746108,27.835356249999997,0.03309360497559834,28.14040125,0.0327348667102802
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.24231,12.21,23.0,263.94,19.1,3.995330546534859,11.537826217443452,36.3,4.5,15.56,58.215118311311535,1331.9812310989971,-1.4432465514853747,9,0.8444939999999974,-2.080408688918663,19,1.901108999999991,0.1500956613337269,-1.5793331749559518,1.586449490235241,-1.4432751786614249,-0.6586188151939546,-3.090587913064728,0.006083386041525617,0.00993205884330713,decelerating,18.15844338,0.04994569820628585,18.396977940000003,0.04929810406422704,27.20784825,0.03333362214534585,27.50601645,0.03297228206788952
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.335136,12.22,23.0,263.95,20.2,4.219543991762094,11.468384738121774,36.5,4.35,15.66,84.40379138403677,1343.5028842544402,-2.046626384644288,9,0.9053859999999929,-2.373120962252998,19,1.9070969999999932,-0.1923276479000406,-2.1001531745300324,2.108941270077319,-2.0373894914602757,-0.5446809531483308,-2.553839590553378,0.008612561442501696,0.014061324804084402,decelerating,18.18819912,0.07071068507801065,18.427124560000003,0.06979385285657777,27.252433000000003,0.047192117493159984,27.5510898,0.046680549823857435
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.44594,11.87,23.0,263.95,19.8,4.020819113311609,11.168254727486655,37.8,5.5,15.52,43.9203825119955,1573.6057320688687,-2.5720101078299606,8,0.8045639999999992,-2.771629445003322,18,1.7663469999999961,-0.4102975505210704,-2.5863868631295093,2.6187289064988177,-2.5724649995396445,-0.49006623213193334,-2.365520369253435,0.011471161904629181,0.01872842759939458,decelerating,17.161242419999997,0.09418031120385206,17.386677459999998,0.09295917264691395,25.713684249999996,0.062855681669201,25.995478049999996,0.06217431926628283
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.589183,11.63,23.0,263.95,20.4,4.053892910352711,10.9005895377907,39.5,6.1,15.55,1.7320508075688772,1491.3366487818905,-2.8673610491853263,9,0.9068809999999985,-2.9901471670380753,18,1.8002840000000049,-0.47007653991294684,-2.8834462295065304,2.9215122987644526,-2.866457760500185,-0.5644944810183886,-2.781010431709495,0.013321684019876682,0.02174968819571703,decelerating,16.47429042,0.10937343201869199,16.690701460000003,0.10795529999900066,24.684384250000004,0.07299552887603662,24.954898050000004,0.07220424943022592
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.746402,10.58,23.0,263.94,19.9,3.60121564125407,9.948248383770231,42.9,7.75,15.56,11.575836902790225,1661.0126429380362,-3.572607757899714,8,0.8125479999999925,-3.6156590944945153,18,1.905095000000017,-0.7931341654382986,-3.522183834655461,3.610379588006468,-3.5818342913650483,-0.4531047105197524,-2.4537795453949647,0.020056270480953292,0.03274493139747476,decelerating,13.633853519999999,0.16466560329189897,13.812951759999999,0.16253055495099913,20.428393,0.10989737249837421,20.652265800000002,0.10870607306749752
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.847221,10.58,23.0,263.94,21.2,3.825987951468537,9.863985816860119,43.7,6.6,15.51,25.573423705088842,1893.517890066001,-4.163783843252341,8,0.8025629999999921,-3.981770380354814,18,1.891617999999994,-0.9270042397722114,-4.10446156878849,4.207842871379269,-4.161914721427772,-0.6200060336642838,-3.357630340416777,0.023375075195376755,0.038163388074084495,decelerating,13.633853519999999,0.19191358945301115,13.812951759999999,0.18942524469511146,20.428393,0.12808260381028358,20.652265800000002,0.126694174500687
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.950038,10.33,23.0,263.92,20.8,3.6682549216760556,9.656749237170828,43.3,6.6,15.54,90.20532135079394,1839.068514221262,-4.727542176499182,9,0.8569650000000024,-4.307731289989611,18,1.9030950000000075,-0.9536613807687613,-4.7176138088216355,4.813039588280399,-4.7487983158976075,-0.7837503641354183,-4.347104361742586,0.027840109903785774,0.045453240659242077,decelerating,12.997144019999999,0.22857233090136106,13.167878259999998,0.2256086702089609,19.47437425,0.15254854741800425,19.687792050000002,0.15089490462756516
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.050858,9.88,23.0,263.91,22.2,3.7330669737664555,9.147601377922749,43.3,6.6,15.49,25.787593916455254,2063.069073007494,-4.727542176499182,9,0.8569650000000024,-4.603778043184333,18,1.9010959999999955,-0.9536613807687613,-4.7176138088216355,4.813039588280399,-4.728232022549449,-0.8995398931077521,-5.216582933069169,0.030433906305955733,0.04968801029543793,decelerating,11.889433920000002,0.24986786786498963,12.045616960000002,0.24662808999964128,17.814628000000003,0.16676113044359306,18.0098568,0.1649534217124972
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.147684,9.14,22.0,263.89,22.2,3.4534647915207897,8.462457145163352,43.4,6.0,15.5,9.695359714832659,1900.533083111157,-4.922939006152563,9,0.8449860000000058,-4.945666966464264,18,1.9050790000000006,-0.9572612191942421,-4.9350588051363875,5.02704231650455,-4.930918114234498,-0.9783664970968351,-6.133071236394634,0.03703123873547719,0.06045916528241173,decelerating,10.17512328,0.30403315874776016,10.308786640000001,0.3000910756521652,15.245977000000002,0.2029108971806969,15.413056200000002,0.20071132105949696
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.248503,8.33,23.0,263.88,22.3,3.1608698088766123,7.706996954153565,43.6,6.75,15.55,34.92849839314596,1789.7463507435907,-5.463394413545472,9,0.8988900000000228,-5.267843059507407,18,1.9130710000000022,-1.2319248556725806,-5.424406502260033,5.5625376180107615,-5.486175086927852,-0.9185356102824822,-6.317912821327685,0.04947761168532682,0.08077977418012541,decelerating,8.45156802,0.40622012877936636,8.56259026,0.40095309307396126,12.66347425,0.27111020101548944,12.80225205,0.26817133704784185
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.347326,7.93,23.0,263.86,23.2,3.1239593430562422,7.288743240294008,43.8,8.1,15.57,58.034472514187634,1659.5680160812933,-5.773143589095841,9,0.887408999999991,-5.4352071057141025,17,1.8022670000000005,-1.308381055217943,-5.746141319430738,5.893216528223143,-5.796907682408671,-1.061066619093147,-7.666410978089869,0.05769021547919812,0.09418810690481326,decelerating,7.659380819999999,0.4736470893201817,7.759996659999999,0.46750579804860715,11.47649425,0.3161107697490308,11.602264049999999,0.3126840947382012
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.446148,7.66,23.0,263.83,25.7,3.3218285879405895,6.902249983327222,43.8,8.35,15.55,20.591260281974,1712.6152515962247,-5.80956016386718,10,0.9957139999999924,-5.622141678158729,16,1.6590240000000165,-1.3349580377609866,-5.789647528774344,5.941559683283971,-5.795835030351008,-1.3078332351571658,-9.782418365724036,0.062218837250477804,0.1015817751028209,decelerating,7.14668808,0.5108278920400476,7.24056904,0.504204515806141,10.708297,0.34092513561905646,10.8256482,0.3372294701922916
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.591388,6.77,23.0,263.8,25.6,2.92522051938942,6.10540620376262,43.8,5.85,15.64,34.23448553724738,1710.2286396853492,-5.734524459753243,9,0.897389000000004,-5.742349437130314,15,1.5018050000000187,-1.326755051691163,-5.749731006972188,5.9008207581425,-5.7585663901543365,-1.2878659673701642,-10.899451182990163,0.07862420162173762,0.1283660434640614,decelerating,5.582447219999999,0.645518896730194,5.655779859999999,0.6371491217320715,8.36450425,0.4308175431328089,8.456170049999999,0.4261474342641606
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.746111,5.78,23.0,263.73,27.6,2.677851082992801,5.122256687956422,43.8,8.85,15.55,8.12403840463596,1668.0542557123254,-5.983605860362089,9,0.8988860000000045,-5.742349437130314,15,1.5018050000000187,-1.5078646914059415,-5.973050206673075,6.160437054221559,-5.991926205107033,-1.4310153918031896,-14.185318748889733,0.11254947625901081,0.18375424695348702,decelerating,4.06914312,0.9240515292201217,4.12259656,0.9120703100406062,6.097033000000001,0.616709458953484,6.1638498,0.6100242615664543
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_1.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.837447,5.06,23.0,263.69,29.6,2.4993458449162085,4.399644343296408,43.8,7.0,15.57,8.774964387392123,1792.0664050196353,-6.397199522146521,9,0.9008809999999983,-5.953216587991235,14,1.4009860000000174,-1.8926625866641977,-6.273141549224416,6.5524405043895,-6.389330059990197,-1.4529067238022506,-16.45166468380406,0.15700917760458977,0.2563415144564731,decelerating,3.118518479999999,1.2890737077552528,3.1594842399999994,1.2723596240242283,4.672656999999999,0.8603242608470673,4.7238641999999995,0.8509982525994025
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_2.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.47971,8.52,18.0,263.42,14.3,2.1044315883977696,8.256014031586528,61.6,12.35,15.96,6.4031242374328485,2868.0559617971194,4.540914806208303,10,0.8989540000000034,3.774241883852553,20,1.8997320000000002,3.3360433802528418,3.965009410049212,5.181745367799117,4.666155914836652,-2.253325106402212,-15.153288552548583,-0.03930975534259761,-0.06417919239607772,accelerating,8.841510719999997,-0.3227401916469426,8.957655359999999,-0.3185555538298024,13.247748,-0.21539591968546637,13.392928799999998,-0.21306100456692473
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_2.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.582533,9.29,18.0,263.44,15.3,2.451380634178314,8.960738417472943,61.5,11.75,15.95,3.3166247903554,2513.518848148945,4.371741865014158,10,0.9004500000000064,3.7205463694471033,20,1.909713999999994,3.279373717591123,3.7642988635896732,4.992418042797491,4.496220739004731,-2.169847225081451,-13.382463744385397,-0.031831657916308695,-0.05197005374091215,accelerating,10.511839379999998,-0.2613436610534376,10.649925939999997,-0.2579550884627933,15.750498249999996,-0.17442004337703396,15.923106449999997,-0.17252931119950513
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_2.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.672879,9.36,18.0,263.47,16.1,2.595665154910256,8.99289288291508,61.1,14.1,15.94,4.242640687119285,2396.1464896787925,4.265988703304742,10,0.9069390000000084,3.644023817474167,20,1.9037229999999994,3.0823626039037393,3.637681941803099,4.7679858569069395,4.349793295993715,-1.9526872288701869,-11.95307018411944,-0.030598784849567854,-0.04995719975439649,accelerating,10.670849279999999,-0.25122155048906286,10.811024639999998,-0.24796422082307823,15.988751999999998,-0.16766457451818004,16.163971199999995,-0.16584707235538132
apdrone_open_field_gps_dynamic_event,https://data.mendeley.com/datasets/zgsvdtxnfh/2,10.17632/zgsvdtxnfh.2,,,,,,,Flight_2.csv,docs/data/raw/apdrone_zgsvdtxnfh_v2/flight_archives/open_field/Flight_2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.816131,9.86,18.0,263.49,17.1,2.8992376067905172,9.424119125911535,56.1,11.75,16.0,7.3484692283495345,2123.0972657888287,3.6793763039561527,10,0.9039420000000007,3.547289117816415,20,1.8573009999999925,2.456172359373955,3.113080264955681,3.9653564020159844,3.6976740911280883,-1.4322212506485246,-8.322538842911651,-0.023782447874770584,-0.038828486326156056,accelerating,11.841347279999999,-0.19525819273210662,11.996898639999998,-0.1927264819673467,17.742576999999997,-0.13031478287545525,17.9370162,-0.1289021565028216
