row_type,name,source,dataset_page,sample,profile,temperature_c,nominal_soc_percent,workbook,sheet,event_kind,step,sample_count,start_time_s,end_time_s,duration_s,mean_current_a,current_min_a,current_max_a,start_voltage_v,end_voltage_v,voltage_min_v,voltage_max_v,median_sample_interval_s,mean_temperature_c,note,pulse_step,rest_step,pulse_duration_s,rest_duration_s,pulse_mean_current_a,pulse_c_rate_proxy_2ah,load_sign,prior_rest_end_voltage_v,pulse_start_voltage_v,pulse_end_voltage_v,rest_start_voltage_v,rest_end_voltage_v,initial_step_delta_v,initial_effective_resistance_ohm,immediate_recovery_v_first_rest_sample,total_recovery_v_to_rest_end,recovery_fraction_in_first_rest_sample,pulse_median_sample_interval_s,rest_median_sample_interval_s,relaxation_direction,relaxation_delta_v,relaxation_tau_63_s,relaxation_tau_log_fit_s,relaxation_fit_sample_count,relaxation_fit_r2,preset,capacity_ah,sag_rise_tau_s,sag_recovery_tau_s,voltage_spike_rise_tau_s,voltage_spike_recovery_tau_s,bus_ripple_rise_tau_s,bus_ripple_recovery_tau_s,current_limit_attack_tau_s,current_limit_recovery_tau_s,reference_name,reference_temperature_c,reference_nominal_soc_percent,reference_pulse_mean_current_a,reference_pulse_c_rate_proxy_2ah,reference_recovery_tau_63_s,reference_recovery_tau_log_fit_s,current_sag_recovery_tau_s,current_sag_rise_tau_s,current_recovery_tau_over_reference_tau_63,reference_sample_interval_over_current_recovery_tau
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,8707.906771619995,8707.906771619995,0.0,0.0,0.0,0.0,3.8478951454162598,3.8478951454162598,3.8478951454162598,3.8478951454162598,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,356,8708.907476750046,9067.918740095653,359.0112633456065,-0.5326469965731847,-4.000303268432617,1.9995005130767822,3.848057270050049,3.8167929649353027,3.3646743297576904,4.017986297607422,1.0155562757609005,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,9067.918876837168,9067.918876837168,0.0,0.0,0.0,0.0,3.8169548511505127,3.8169548511505127,3.8169548511505127,3.8169548511505127,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,357,9068.92008170384,9427.931273301458,359.01119159761765,-0.5339537059902266,-4.000303268432617,1.9996803998947144,3.8171167373657227,3.7873103618621826,3.3441014289855957,3.9852640628814697,1.0155328777173054,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,9427.932040013626,9427.932040013626,0.0,0.0,0.0,0.0,3.7873103618621826,3.7873103618621826,3.7873103618621826,3.7873103618621826,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,357,9428.932672802988,9787.943823363803,359.0111505608147,-0.5339501761364703,-4.000303268432617,1.9995005130767822,3.7876343727111816,3.7597718238830566,3.323852300643921,3.9544856548309326,1.0155348125163073,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,9787.944088357472,9787.944088357472,0.0,0.0,0.0,0.0,3.7597718238830566,3.7597718238830566,3.7597718238830566,3.7597718238830566,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,357,9788.960123420526,10147.955579246323,358.99545582579776,-0.5339501783170565,-4.000303268432617,1.9995005130767822,3.7599337100982666,3.7341771125793457,3.3048994541168213,3.9264612197875977,1.015530015614786,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,10147.956402514426,10147.956402514426,0.0,0.0,0.0,0.0,3.7341771125793457,3.7341771125793457,3.7341771125793457,3.7341771125793457,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,357,10148.972818917926,10507.968393393066,358.99557447514053,-0.5353504390024035,-4.00048303604126,1.9995005130767822,3.7345011234283447,3.711660385131836,3.2869184017181396,3.9011905193328857,1.0155241811417,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,10507.968737698468,10507.968737698468,0.0,0.0,0.0,0.0,3.711498260498047,3.711498260498047,3.711498260498047,3.711498260498047,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,357,10508.984639678894,10867.980233923076,358.9955942441811,-0.535351949525444,-4.00048303604126,1.9995005130767822,3.711498260498047,3.691411256790161,3.269909143447876,3.879159688949585,1.015521206262747,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,10867.981191738774,10867.981191738774,0.0,0.0,0.0,0.0,3.691087484359741,3.691087484359741,3.691087484359741,3.691087484359741,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,357,10868.982173589073,11227.993123497114,359.01094990804086,-0.5339395917105196,-4.00048303604126,1.9995005130767822,3.691411256790161,3.6724584102630615,3.2532241344451904,3.8605306148529053,1.015505622602177,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,11227.993771459429,11227.993771459429,0.0,0.0,0.0,0.0,3.6724584102630615,3.6724584102630615,3.6724584102630615,3.6724584102630615,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,357,11229.00994361488,11588.00544397616,358.9955003612813,-0.5409479605450415,-4.00048303604126,1.9996803998947144,3.6726202964782715,3.655287265777588,3.21645188331604,3.850163221359253,1.0154838235257557,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,11588.00556405106,11588.00556405106,0.0,0.0,0.0,0.0,3.655125141143799,3.655125141143799,3.655125141143799,3.655125141143799,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,357,11589.006532025596,11948.01751504578,359.01098302018363,-0.5409459441867481,-4.000303268432617,1.9996803998947144,3.655125141143799,3.6407079696655273,3.1950690746307373,3.8372037410736084,1.0155013921075806,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,11948.018232065624,11948.018232065624,0.0,0.0,0.0,0.0,3.6407079696655273,3.6407079696655273,3.6407079696655273,3.6407079696655273,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,357,11949.03472922928,12308.030215731178,358.9954865018972,-0.5325413466290492,-4.000303268432617,1.9996803998947144,3.6407079696655273,3.628234624862671,3.1804897785186768,3.824406385421753,1.0154815253235938,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,12308.030345538318,12308.030345538318,0.0,0.0,0.0,0.0,3.628072738647461,3.628072738647461,3.628072738647461,3.628072738647461,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,357,12309.047187970407,12668.042681605,358.995493634593,-0.5325574763157537,-4.000303268432617,1.9996803998947144,3.628072738647461,3.6170573234558105,3.1702842712402344,3.8120951652526855,1.0154844626113118,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,12668.043645395544,12668.043645395544,0.0,0.0,0.0,0.0,3.6170573234558105,3.6170573234558105,3.6170573234558105,3.6170573234558105,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,357,12669.060115601873,13028.055624394066,358.9955087921935,-0.5339350545226469,-4.00048303604126,1.9995005130767822,3.6172192096710205,3.606689691543579,3.161050796508789,3.800755739212036,1.015512963312176,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,13028.05621695324,13028.05621695324,0.0,0.0,0.0,0.0,3.606851816177368,3.606851816177368,3.606851816177368,3.606851816177368,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,357,13029.056808480163,13388.06783413612,359.0110256559565,-0.5339516874362652,-4.000303268432617,1.9995005130767822,3.607013702392578,3.5968081951141357,3.1523032188415527,3.7897403240203857,1.015495194234063,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,13388.068066364982,13388.068066364982,0.0,0.0,0.0,0.0,3.596970319747925,3.596970319747925,3.596970319747925,3.596970319747925,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,357,13389.083876595949,13748.079360115447,358.9954835194985,-0.5339521911691129,-4.00048303604126,1.9995005130767822,3.5971322059631348,3.5874128341674805,3.1417739391326904,3.7801828384399414,1.0155094044830548,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,13748.080157813813,13748.080157813813,0.0,0.0,0.0,0.0,3.5874128341674805,3.5874128341674805,3.5874128341674805,3.5874128341674805,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,357,13749.096658462611,14108.09205155278,358.99539309016836,-0.5325489066062163,-4.000303268432617,1.9996803998947144,3.5877368450164795,3.578017234802246,3.131730318069458,3.770301342010498,1.0154841192579624,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,14108.0925447089,14108.0925447089,0.0,0.0,0.0,0.0,3.578179121017456,3.578179121017456,3.578179121017456,3.578179121017456,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,357,14109.093221416855,14468.10423645146,359.0110150346045,-0.5409479600289988,-4.00048303604126,1.9995005130767822,3.578341245651245,3.5673258304595947,3.106297731399536,3.765441417694092,1.0154874324780394,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,14468.105219971558,14468.105219971558,0.0,0.0,0.0,0.0,3.5673258304595947,3.5673258304595947,3.5673258304595947,3.5673258304595947,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,357,14469.106318887794,14828.117369721209,359.01105083341463,-0.5339421132890539,-4.00048303604126,1.9996803998947144,3.5674877166748047,3.5548524856567383,3.0546224117279053,3.7625255584716797,1.0155041765146962,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,14828.118130438765,14828.118130438765,0.0,0.0,0.0,0.0,3.5548524856567383,3.5548524856567383,3.5548524856567383,3.5548524856567383,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,357,14829.134432748617,15188.130016632094,358.9955838834776,-0.5353514487703992,-4.000303268432617,1.9996803998947144,3.5548524856567383,3.542055130004883,3.016230344772339,3.7555599212646484,1.015470866382202,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,15188.130325305689,15188.130325305689,0.0,0.0,0.0,0.0,3.542055130004883,3.542055130004883,3.542055130004883,3.542055130004883,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,357,15189.130647875852,15548.141740698433,359.0110928225804,-0.5339411038602767,-4.00048303604126,1.9995005130767822,3.5422170162200928,3.5286097526550293,2.9744365215301514,3.742600679397583,1.0154978057089465,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,15548.141773280127,15548.141773280127,0.0,0.0,0.0,0.0,3.5287718772888184,3.5287718772888184,3.5287718772888184,3.5287718772888184,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,357,15549.158373033531,15908.153821716613,358.9954486830811,-0.5339456421410513,-4.00048303604126,1.9996803998947144,3.5289337635040283,3.5140304565429688,2.9285929203033447,3.7285075187683105,1.01550382815185,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,15908.15450474152,15908.15450474152,0.0,0.0,0.0,0.0,3.5140304565429688,3.5140304565429688,3.5140304565429688,3.5140304565429688,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,357,15909.15512084367,16268.166213425651,359.01109258198085,-0.5325478995199308,-4.000303268432617,1.9996803998947144,3.514192581176758,3.497831344604492,2.8710858821868896,3.712308168411255,1.0154921917828688,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,16268.166536973766,16268.166536973766,0.0,0.0,0.0,0.0,3.497831344604492,3.497831344604492,3.497831344604492,3.497831344604492,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_7,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,discharge,7,714,16269.182485073612,16988.18895266957,719.0064675959584,-0.5332467692532183,-4.00048303604126,1.9995005130767822,3.497831344604492,3.4552276134490967,2.6707022190093994,3.692383289337158,1.0155061965269851,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reference_calce_dst_segment_summary,DST_0C_80SOC_step_8,https://web.calce.umd.edu/batteries/data/SP2_0C_DST.zip,https://calce.umd.edu/battery-data,SP20-2,DST,0.0,80.0,02_24_2016_SP20-2_0C_DST_80SOC.xls,Channel_1-006,rest,8,1,16988.189544595174,16988.189544595174,0.0,0.0,0.0,0.0,3.4553894996643066,3.4553894996643066,3.4553894996643066,3.4553894996643066,nan,nan,CALCE SP20-2 DST contiguous step segment summary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
