row_type,scenario,preset_or_metric,ambient_or_value,derate_validation_acceptance_ready_or_unit,manual_derate_review_allowed,derate_manual_review_material_available,rpm_control_review_complete,physics_budget_review_complete,target_max_tip_mach,target_max_rpm_scale,required_max_rpm_derate_percent,limiting_budget,max_tip_mach_limit,post_derate_thrust_loss_percent,max_thrust_loss_percent_limit,post_derate_load_factor,max_load_factor_limit,post_derate_reaction_torque_scale,max_reaction_torque_scale_limit,post_derate_vibration_proxy,max_vibration_proxy_limit,derate_target_within_budget,post_derate_physical_budget_accepted,manual_derate_review_ready,playable_reference_allowed,config_patch_allowed,runtime_coupling_allowed,gameplay_auto_apply_allowed,status,message,source_file,evidence_role,note
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_all_pass,max_post_derate_load_factor,0.20498574674848635,ratio,,,,,,,,,,,,,,,,,,,,,,,,,READY,post-derate-physical-budget-accepted-for-manual-review,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,all_pass_scenario,post derate load under limit
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_all_pass,max_post_derate_reaction_torque_scale,1.18,ratio,,,,,,,,,,,,,,,,,,,,,,,,,READY,post-derate-physical-budget-accepted-for-manual-review,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,all_pass_scenario,post derate torque at limit
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_all_pass,max_post_derate_vibration_proxy,0.10737348639206429,proxy,,,,,,,,,,,,,,,,,,,,,,,,,READY,post-derate-physical-budget-accepted-for-manual-review,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,all_pass_scenario,post derate vibration under limit
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_all_pass,playable_reference_allowed_count,0,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,post-derate-physical-budget-accepted-for-manual-review,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,all_pass_scenario,playable export closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_all_pass,config_patch_allowed_count,0,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,post-derate-physical-budget-accepted-for-manual-review,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,all_pass_scenario,config patch closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_all_pass,runtime_coupling_allowed_count,0,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,post-derate-physical-budget-accepted-for-manual-review,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,all_pass_scenario,runtime coupling closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_all_pass,gameplay_auto_apply_allowed_count,0,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,post-derate-physical-budget-accepted-for-manual-review,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,all_pass_scenario,gameplay auto apply closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_all_pass,status,READY,text,,,,,,,,,,,,,,,,,,,,,,,,,READY,post-derate-physical-budget-accepted-for-manual-review,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,all_pass_scenario,scenario ready
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_all_pass,message,post-derate-physical-budget-accepted-for-manual-review,text,,,,,,,,,,,,,,,,,,,,,,,,,READY,post-derate-physical-budget-accepted-for-manual-review,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,all_pass_scenario,budget accepted for manual review only
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_one_failed,derate_validation_acceptance_ready,false,boolean,,,,,,,,,,,,,,,,,,,,,,,,,BLOCKED,cold-air-derate-validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,failed_scenario,acceptance is not ready
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_one_failed,manual_derate_review_allowed,false,boolean,,,,,,,,,,,,,,,,,,,,,,,,,BLOCKED,cold-air-derate-validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,failed_scenario,manual review closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_one_failed,derate_physical_budget_available,false,boolean,,,,,,,,,,,,,,,,,,,,,,,,,BLOCKED,cold-air-derate-validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,failed_scenario,no budget rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_one_failed,budget_row_count,0,count,,,,,,,,,,,,,,,,,,,,,,,,,BLOCKED,cold-air-derate-validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,failed_scenario,no accepted rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_one_failed,post_derate_physical_budget_accepted_count,0,count,,,,,,,,,,,,,,,,,,,,,,,,,BLOCKED,cold-air-derate-validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,failed_scenario,no accepted budgets
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_one_failed,manual_derate_review_ready_count,0,count,,,,,,,,,,,,,,,,,,,,,,,,,BLOCKED,cold-air-derate-validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,failed_scenario,no manual review ready rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_one_failed,rpm_control_review_complete_count,0,count,,,,,,,,,,,,,,,,,,,,,,,,,BLOCKED,cold-air-derate-validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,failed_scenario,no rpm control rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_one_failed,physics_budget_review_complete_count,0,count,,,,,,,,,,,,,,,,,,,,,,,,,BLOCKED,cold-air-derate-validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,failed_scenario,no budget rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_one_failed,max_required_max_rpm_derate_percent,0.0,percent,,,,,,,,,,,,,,,,,,,,,,,,,BLOCKED,cold-air-derate-validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,failed_scenario,no derate
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_one_failed,min_target_max_rpm_scale,0.0,ratio,,,,,,,,,,,,,,,,,,,,,,,,,BLOCKED,cold-air-derate-validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,failed_scenario,no scale
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_one_failed,max_post_derate_thrust_loss_percent,0.0,percent,,,,,,,,,,,,,,,,,,,,,,,,,BLOCKED,cold-air-derate-validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,failed_scenario,no thrust loss
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_one_failed,max_post_derate_load_factor,0.0,ratio,,,,,,,,,,,,,,,,,,,,,,,,,BLOCKED,cold-air-derate-validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,failed_scenario,no load factor
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_one_failed,max_post_derate_reaction_torque_scale,1.0,ratio,,,,,,,,,,,,,,,,,,,,,,,,,BLOCKED,cold-air-derate-validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,failed_scenario,no torque scale
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_one_failed,max_post_derate_vibration_proxy,0.0,proxy,,,,,,,,,,,,,,,,,,,,,,,,,BLOCKED,cold-air-derate-validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,failed_scenario,no vibration proxy
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_one_failed,playable_reference_allowed_count,0,count,,,,,,,,,,,,,,,,,,,,,,,,,BLOCKED,cold-air-derate-validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,failed_scenario,playable export closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_one_failed,config_patch_allowed_count,0,count,,,,,,,,,,,,,,,,,,,,,,,,,BLOCKED,cold-air-derate-validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,failed_scenario,config patch closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_one_failed,runtime_coupling_allowed_count,0,count,,,,,,,,,,,,,,,,,,,,,,,,,BLOCKED,cold-air-derate-validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,failed_scenario,runtime coupling closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_one_failed,gameplay_auto_apply_allowed_count,0,count,,,,,,,,,,,,,,,,,,,,,,,,,BLOCKED,cold-air-derate-validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,failed_scenario,gameplay auto apply closed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_one_failed,status,BLOCKED,text,,,,,,,,,,,,,,,,,,,,,,,,,BLOCKED,cold-air-derate-validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,failed_scenario,scenario blocked
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_scenario,synthetic_derate_validation_one_failed,message,cold-air-derate-validation-result-failed,text,,,,,,,,,,,,,,,,,,,,,,,,,BLOCKED,cold-air-derate-validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,failed_scenario,validation failed
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_summary,all_scenarios,scenario_count,4,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,summary,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,summary,four scenarios audited
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_summary,all_scenarios,derate_physical_budget_available_scenario_count,1,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,summary,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,summary,only synthetic all pass has rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_summary,all_scenarios,total_budget_row_count,2,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,summary,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,summary,two accepted post derate targets
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_summary,all_scenarios,max_budget_row_count,2,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,summary,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,summary,max row count
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_summary,all_scenarios,max_post_derate_physical_budget_accepted_count,2,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,summary,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,summary,two accepted budgets
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_summary,all_scenarios,max_manual_derate_review_ready_count,2,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,summary,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,summary,two manual ready rows
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_summary,all_scenarios,max_rpm_control_review_complete_count,2,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,summary,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,summary,two rpm review groups complete
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_summary,all_scenarios,max_physics_budget_review_complete_count,2,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,summary,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,summary,two physical budget groups complete
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_summary,all_scenarios,max_required_max_rpm_derate_percent,2.840173019822779,percent,,,,,,,,,,,,,,,,,,,,,,,,,READY,summary,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,summary,racingQuad limiting derate
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_summary,all_scenarios,min_target_max_rpm_scale,0.9715982698017723,ratio,,,,,,,,,,,,,,,,,,,,,,,,,READY,summary,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,summary,racingQuad limiting scale
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_summary,all_scenarios,max_post_derate_thrust_loss_percent,9.761226035642207,percent,,,,,,,,,,,,,,,,,,,,,,,,,READY,summary,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,summary,post derate thrust loss maximum
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_summary,all_scenarios,max_post_derate_load_factor,0.20498574674848635,ratio,,,,,,,,,,,,,,,,,,,,,,,,,READY,summary,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,summary,post derate load maximum
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_summary,all_scenarios,max_post_derate_reaction_torque_scale,1.18,ratio,,,,,,,,,,,,,,,,,,,,,,,,,READY,summary,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,summary,post derate torque maximum
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_summary,all_scenarios,max_post_derate_vibration_proxy,0.10737348639206429,proxy,,,,,,,,,,,,,,,,,,,,,,,,,READY,summary,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,summary,post derate vibration maximum
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_summary,all_scenarios,playable_reference_allowed_scenario_count,0,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,summary,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,summary,no playable export
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_summary,all_scenarios,config_patch_allowed_scenario_count,0,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,summary,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,summary,no config patch
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_summary,all_scenarios,runtime_coupling_allowed_scenario_count,0,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,summary,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,summary,no runtime coupling
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_summary,all_scenarios,gameplay_auto_apply_allowed_scenario_count,0,count,,,,,,,,,,,,,,,,,,,,,,,,,READY,summary,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,summary,no gameplay auto apply
propeller_archive_rotor_spec_retune_ambient_compressibility_derate_physical_budget_acceptance_method,external_derate_budget_acceptance,method,manual-review-row-budget-check,audit,,,,,,,,,,,,,,,,,,,,,,,,,READY,compare accepted review rows against derate plan limits,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetuneAmbientCompressibilityDeratePhysicalBudgetAcceptanceGate.java,method,accept post derate budgets only for manual review material
