row_type,name,h_over_r,cheeseman_bennett_ground_boost,kan_aau_hover_boost_proxy,source,note,preset,clearance_m,ground_effect_height_m,ceiling_effect_height_m,current_ground_multiplier,current_ceiling_multiplier,current_ground_intensity,current_ceiling_intensity,ground_multiplier_over_cheeseman,ceiling_multiplier_over_ground_multiplier,obstruction,transverse_speed_m_s,two_rotor_wall_force_over_weight,four_rotor_wall_force_over_weight,wall_force_per_rotor_n,two_rotor_wall_force_n,four_rotor_wall_force_n,spin_ratio_hover,thrust_fraction_hover,speed_washout,blockage,wall_cushion,build_tau_s,release_tau_s
current_ground_ceiling_scan,hexLift,3.0,1.0069930069930069,1.0384215991692627,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java ground/ceiling formulas scanned at clearance = h/R * rotor_radius.,hexLift,0.315,1.05,1.3125,1.0539,1.047652,0.48999999999999994,0.5776,1.0465812500000002,0.9940715437897334,,,,,,,,,,,,,,
current_ground_ceiling_scan,hexLift,4.0,1.003921568627451,1.0232796111537477,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java ground/ceiling formulas scanned at clearance = h/R * rotor_radius.,hexLift,0.42,1.05,1.3125,1.0396,1.038148,0.3600000000000001,0.4623999999999999,1.0355390625,0.9986033089649865,,,,,,,,,,,,,,
current_ground_ceiling_scan,hexLift,6.0,1.0017391304347827,1.0085728693898133,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java ground/ceiling formulas scanned at clearance = h/R * rotor_radius.,hexLift,0.63,1.05,1.3125,1.0176,1.022308,0.16000000000000003,0.27040000000000003,1.0158333333333334,1.004626572327044,,,,,,,,,,,,,,
current_wall_force_scan,hexLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,hexLift,,,,,,,,,,0.25,0.0,0.008667811659858932,0.017335623319717865,0.17850460994972675,0.3570092198994535,0.714018439798907,0.5138338177929633,0.2640251923076923,1.0,0.19479114491512498,0.052208727807839694,0.037,0.10625
current_wall_force_scan,hexLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,hexLift,,,,,,,,,,0.25,6.0,0.003952538410020045,0.00790507682004009,0.08139843767710846,0.1627968753542169,0.3255937507084338,0.5138338177929633,0.2640251923076923,0.5,0.19479114491512498,0.026104363903919847,0.037,0.10625
current_wall_force_scan,hexLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,hexLift,,,,,,,,,,0.25,12.0,0.0016451479681431384,0.0032902959362862767,0.033880119675760906,0.06776023935152181,0.13552047870304362,0.5138338177929633,0.2640251923076923,0.21999999999999997,0.19479114491512498,0.011485920117724731,0.037,0.10625
current_wall_force_scan,hexLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,hexLift,,,,,,,,,,0.5,0.0,0.024014197436504625,0.04802839487300925,0.494547541510466,0.989095083020932,1.978190166041864,0.5138338177929633,0.2640251923076923,1.0,0.4413514981453274,0.11829285281059246,0.034,0.1175
current_wall_force_scan,hexLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,hexLift,,,,,,,,,,0.5,6.0,0.010049271425458325,0.02009854285091665,0.20695434401138885,0.4139086880227777,0.8278173760455554,0.5138338177929633,0.2640251923076923,0.5,0.4413514981453274,0.05914642640529623,0.034,0.1175
current_wall_force_scan,hexLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,hexLift,,,,,,,,,,0.5,12.0,0.003939270782257223,0.007878541564514447,0.08112520461532788,0.16225040923065576,0.3245008184613115,0.5138338177929633,0.2640251923076923,0.21999999999999997,0.4413514981453274,0.026024427618330338,0.034,0.1175
current_wall_force_scan,hexLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,hexLift,,,,,,,,,,0.75,0.0,0.04650186410023293,0.09300372820046586,0.9576577617149535,1.915315523429907,3.830631046859814,0.5138338177929633,0.2640251923076923,1.0,0.7121513317989712,0.1908737435476517,0.031,0.12875
current_wall_force_scan,hexLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,hexLift,,,,,,,,,,0.75,6.0,0.018153519899882134,0.03630703979976427,0.3738529534449762,0.7477059068899524,1.4954118137799048,0.5138338177929633,0.2640251923076923,0.5,0.7121513317989712,0.09543687177382584,0.031,0.12875
current_wall_force_scan,hexLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,hexLift,,,,,,,,,,0.75,12.0,0.0067315464021304,0.0134630928042608,0.13862923100134938,0.27725846200269877,0.5545169240053975,0.5138338177929633,0.2640251923076923,0.21999999999999997,0.7121513317989712,0.041992223580483365,0.031,0.12875
current_wall_force_scan,hexLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,hexLift,,,,,,,,,,1.0,0.0,0.07687028667510308,0.15374057335020616,1.5830639933270392,3.1661279866540784,6.332255973308157,0.5138338177929633,0.2640251923076923,1.0,1.0,0.26802413338957604,0.028,0.14
current_wall_force_scan,hexLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,hexLift,,,,,,,,,,1.0,6.0,0.028384238335442433,0.05676847667088487,0.5845440108317598,1.1690880216635195,2.338176043327039,0.5138338177929633,0.2640251923076923,0.5,1.0,0.13401206669478802,0.028,0.14
current_wall_force_scan,hexLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,hexLift,,,,,,,,,,1.0,12.0,0.010012521875074988,0.020025043750149976,0.20619752505702868,0.41239505011405736,0.8247901002281147,0.5138338177929633,0.2640251923076923,0.21999999999999997,1.0,0.05896530934570672,0.028,0.14
current_ground_ceiling_scan,octoLift,0.5,1.3333333333333333,1.4749262536873158,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java ground/ceiling formulas scanned at clearance = h/R * rotor_radius.,octoLift,0.0575,1.15,1.4375,1.09025,1.06912,0.9025,0.9216,0.8176875,0.9806191240541161,,,,,,,,,,,,,,
current_ground_ceiling_scan,octoLift,1.0,1.0666666666666667,1.1778563015312131,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java ground/ceiling formulas scanned at clearance = h/R * rotor_radius.,octoLift,0.115,1.15,1.4375,1.081,1.06348,0.81,0.8464,1.0134375,0.9837927844588344,,,,,,,,,,,,,,
current_ground_ceiling_scan,octoLift,1.5,1.0285714285714287,1.1037527593818983,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java ground/ceiling formulas scanned at clearance = h/R * rotor_radius.,octoLift,0.17250000000000001,1.15,1.4375,1.07225,1.05808,0.7224999999999999,0.7744,1.0424652777777776,0.986784798321287,,,,,,,,,,,,,,
current_ground_ceiling_scan,octoLift,2.0,1.0158730158730158,1.0700909577314073,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java ground/ceiling formulas scanned at clearance = h/R * rotor_radius.,octoLift,0.23,1.15,1.4375,1.064,1.05292,0.6400000000000001,0.7055999999999999,1.0473750000000002,0.9895864661654136,,,,,,,,,,,,,,
current_ground_ceiling_scan,octoLift,3.0,1.0069930069930069,1.0384215991692627,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java ground/ceiling formulas scanned at clearance = h/R * rotor_radius.,octoLift,0.34500000000000003,1.15,1.4375,1.049,1.04332,0.48999999999999994,0.5776,1.0417152777777778,0.9945853193517636,,,,,,,,,,,,,,
current_ground_ceiling_scan,octoLift,4.0,1.003921568627451,1.0232796111537477,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java ground/ceiling formulas scanned at clearance = h/R * rotor_radius.,octoLift,0.46,1.15,1.4375,1.036,1.03468,0.36,0.4623999999999999,1.031953125,0.9987258687258688,,,,,,,,,,,,,,
current_ground_ceiling_scan,octoLift,6.0,1.0017391304347827,1.0085728693898133,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java ground/ceiling formulas scanned at clearance = h/R * rotor_radius.,octoLift,0.6900000000000001,1.15,1.4375,1.016,1.02028,0.15999999999999992,0.27040000000000003,1.0142361111111111,1.0042125984251968,,,,,,,,,,,,,,
current_wall_force_scan,octoLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,octoLift,,,,,,,,,,0.25,0.0,0.006805176581877823,0.013610353163755647,0.22690234875068532,0.45380469750137065,0.9076093950027413,0.5893376402086216,0.3473188541666667,1.0,0.19479114491512498,0.06609563956162134,0.037,0.10625
current_wall_force_scan,octoLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,octoLift,,,,,,,,,,0.25,6.0,0.00304048326676094,0.00608096653352188,0.10137764777513598,0.20275529555027197,0.40551059110054394,0.5893376402086216,0.3473188541666667,0.5,0.19479114491512498,0.03304781978081067,0.037,0.10625
current_wall_force_scan,octoLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,octoLift,,,,,,,,,,0.25,12.0,0.0012485899594173611,0.0024971799188347223,0.0416312480667689,0.0832624961335378,0.1665249922670756,0.5893376402086216,0.3473188541666667,0.21999999999999997,0.19479114491512498,0.014541040703556694,0.037,0.10625
current_wall_force_scan,octoLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,octoLift,,,,,,,,,,0.5,0.0,0.019572925649678906,0.03914585129935781,0.6526124264962404,1.3052248529924808,2.6104497059849616,0.5893376402086216,0.3473188541666667,1.0,0.4413514981453274,0.14975736989536056,0.034,0.1175
current_wall_force_scan,octoLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,octoLift,,,,,,,,,,0.5,6.0,0.007927522962168853,0.015855045924337705,0.2643243063936408,0.5286486127872816,1.0572972255745632,0.5893376402086216,0.3473188541666667,0.5,0.4413514981453274,0.07487868494768028,0.034,0.1175
current_wall_force_scan,octoLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,octoLift,,,,,,,,,,0.5,12.0,0.0030300673211922586,0.006060134642384517,0.10103035296425822,0.20206070592851644,0.4041214118570329,0.5893376402086216,0.3473188541666667,0.21999999999999997,0.4413514981453274,0.03294662137697932,0.034,0.1175
current_wall_force_scan,octoLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,octoLift,,,,,,,,,,0.75,0.0,0.038943954344511464,0.07788790868902293,1.2984930815668514,2.596986163133703,5.193972326267406,0.5893376402086216,0.3473188541666667,1.0,0.7121513317989712,0.24164392976088792,0.031,0.12875
current_wall_force_scan,octoLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,octoLift,,,,,,,,,,0.75,6.0,0.014632028992245793,0.029264057984491585,0.4878700361971445,0.975740072394289,1.951480144788578,0.5893376402086216,0.3473188541666667,0.5,0.7121513317989712,0.12082196488044396,0.031,0.12875
current_wall_force_scan,octoLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,octoLift,,,,,,,,,,0.75,12.0,0.0052455295250336985,0.010491059050067397,0.17489964519668386,0.3497992903933677,0.6995985807867354,0.5893376402086216,0.3473188541666667,0.21999999999999997,0.7121513317989712,0.053161664547395335,0.031,0.12875
current_wall_force_scan,octoLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,octoLift,,,,,,,,,,1.0,0.0,0.06567298498821562,0.13134596997643125,2.189708725997928,4.379417451995856,8.758834903991712,0.5893376402086216,0.3473188541666667,1.0,1.0,0.33931542211747223,0.028,0.14
current_wall_force_scan,octoLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,octoLift,,,,,,,,,,1.0,6.0,0.02329324624705391,0.04658649249410782,0.7766576252494821,1.5533152504989642,3.1066305009979285,0.5893376402086216,0.3473188541666667,0.5,1.0,0.16965771105873612,0.028,0.14
current_wall_force_scan,octoLift,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,octoLift,,,,,,,,,,1.0,12.0,0.007897572473429634,0.01579514494685927,0.26332567892829967,0.5266513578565993,1.0533027157131987,0.5893376402086216,0.3473188541666667,0.21999999999999997,1.0,0.07464939286584388,0.028,0.14
current_ground_ceiling_scan,coaxialX8,0.5,1.3333333333333333,1.4749262536873158,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java ground/ceiling formulas scanned at clearance = h/R * rotor_radius.,coaxialX8,0.0575,1.15,1.4375,1.09025,1.06912,0.9025,0.9216,0.8176875,0.9806191240541161,,,,,,,,,,,,,,
current_ground_ceiling_scan,coaxialX8,1.0,1.0666666666666667,1.1778563015312131,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java ground/ceiling formulas scanned at clearance = h/R * rotor_radius.,coaxialX8,0.115,1.15,1.4375,1.081,1.06348,0.81,0.8464,1.0134375,0.9837927844588344,,,,,,,,,,,,,,
current_ground_ceiling_scan,coaxialX8,1.5,1.0285714285714287,1.1037527593818983,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java ground/ceiling formulas scanned at clearance = h/R * rotor_radius.,coaxialX8,0.17250000000000001,1.15,1.4375,1.07225,1.05808,0.7224999999999999,0.7744,1.0424652777777776,0.986784798321287,,,,,,,,,,,,,,
current_ground_ceiling_scan,coaxialX8,2.0,1.0158730158730158,1.0700909577314073,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java ground/ceiling formulas scanned at clearance = h/R * rotor_radius.,coaxialX8,0.23,1.15,1.4375,1.064,1.05292,0.6400000000000001,0.7055999999999999,1.0473750000000002,0.9895864661654136,,,,,,,,,,,,,,
current_ground_ceiling_scan,coaxialX8,3.0,1.0069930069930069,1.0384215991692627,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java ground/ceiling formulas scanned at clearance = h/R * rotor_radius.,coaxialX8,0.34500000000000003,1.15,1.4375,1.049,1.04332,0.48999999999999994,0.5776,1.0417152777777778,0.9945853193517636,,,,,,,,,,,,,,
current_ground_ceiling_scan,coaxialX8,4.0,1.003921568627451,1.0232796111537477,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java ground/ceiling formulas scanned at clearance = h/R * rotor_radius.,coaxialX8,0.46,1.15,1.4375,1.036,1.03468,0.36,0.4623999999999999,1.031953125,0.9987258687258688,,,,,,,,,,,,,,
current_ground_ceiling_scan,coaxialX8,6.0,1.0017391304347827,1.0085728693898133,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java ground/ceiling formulas scanned at clearance = h/R * rotor_radius.,coaxialX8,0.6900000000000001,1.15,1.4375,1.016,1.02028,0.15999999999999992,0.27040000000000003,1.0142361111111111,1.0042125984251968,,,,,,,,,,,,,,
current_wall_force_scan,coaxialX8,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,coaxialX8,,,,,,,,,,0.25,0.0,0.006881544814637415,0.01376308962927483,0.2429456452432704,0.4858912904865408,0.9717825809730816,0.6064234288020212,0.367749375,1.0,0.19479114491512498,0.06958054507894659,0.037,0.10625
current_wall_force_scan,coaxialX8,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,coaxialX8,,,,,,,,,,0.25,6.0,0.003059575324950838,0.006119150649901676,0.10801506369754488,0.21603012739508975,0.4320602547901795,0.6064234288020212,0.367749375,0.5,0.19479114491512498,0.034790272539473296,0.037,0.10625
current_wall_force_scan,coaxialX8,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,coaxialX8,,,,,,,,,,0.25,12.0,0.0012522861818829254,0.002504572363765851,0.04421063622802388,0.08842127245604776,0.17684254491209553,0.6064234288020212,0.367749375,0.21999999999999997,0.19479114491512498,0.015307719917368248,0.037,0.10625
current_wall_force_scan,coaxialX8,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,coaxialX8,,,,,,,,,,0.5,0.0,0.019964977520377996,0.03992995504075599,0.7048423684807735,1.409684736961547,2.819369473923094,0.6064234288020212,0.367749375,1.0,0.4413514981453274,0.15765335650007298,0.034,0.1175
current_wall_force_scan,coaxialX8,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,coaxialX8,,,,,,,,,,0.5,6.0,0.008025535929843624,0.01605107185968725,0.2833330389350435,0.566666077870087,1.133332155740174,0.6064234288020212,0.367749375,0.5,0.4413514981453274,0.07882667825003649,0.034,0.1175
current_wall_force_scan,coaxialX8,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,coaxialX8,,,,,,,,,,0.5,12.0,0.003049042631734094,0.006098085263468188,0.10764321812818255,0.2152864362563651,0.4305728725127302,0.6064234288020212,0.367749375,0.21999999999999997,0.4413514981453274,0.03468373843001605,0.034,0.1175
current_wall_force_scan,coaxialX8,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,coaxialX8,,,,,,,,,,0.75,0.0,0.039964703200439246,0.07992940640087849,1.410911483906115,2.82182296781223,5.64364593562446,0.6064234288020212,0.367749375,1.0,0.7121513317989712,0.254384653197973,0.031,0.12875
current_wall_force_scan,coaxialX8,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,coaxialX8,,,,,,,,,,0.75,6.0,0.014887216206227736,0.029774432412455473,0.5255773877116916,1.0511547754233832,2.1023095508467664,0.6064234288020212,0.367749375,0.5,0.7121513317989712,0.1271923265989865,0.031,0.12875
current_wall_force_scan,coaxialX8,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,coaxialX8,,,,,,,,,,0.75,12.0,0.0052949337696606025,0.010589867539321205,0.18693202410807172,0.37386404821614344,0.7477280964322869,0.6064234288020212,0.367749375,0.21999999999999997,0.7121513317989712,0.05596462370355405,0.031,0.12875
current_wall_force_scan,coaxialX8,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,coaxialX8,,,,,,,,,,1.0,0.0,0.06768566308438842,0.13537132616877684,2.3895705883914635,4.779141176782927,9.558282353565854,0.6064234288020212,0.367749375,1.0,1.0,0.3572058940834526,0.028,0.14
current_wall_force_scan,coaxialX8,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,coaxialX8,,,,,,,,,,1.0,6.0,0.023796415771097104,0.04759283154219421,0.8401072345978658,1.6802144691957317,3.3604289383914634,0.6064234288020212,0.367749375,0.5,1.0,0.1786029470417263,0.028,0.14
current_wall_force_scan,coaxialX8,,,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,Current Java steady wall-force proxy at hover thrust; direction is toward the obstruction/wall.,coaxialX8,,,,,,,,,,1.0,12.0,0.007994986093284398,0.015989972186568797,0.2822545093381468,0.5645090186762936,1.129018037352587,0.6064234288020212,0.367749375,0.21999999999999997,1.0,0.07858529669835956,0.028,0.14
