row_type,scenario_name,preset_name,validation_acceptance_ready,manual_patch_review_allowed,physical_impact_preview_available,tip_mach_budget_accepted,reynolds_budget_accepted,compressibility_impact_accepted,compressibility_review_required,candidate_hover_tip_mach,candidate_max_tip_mach,candidate_hover_reynolds_number,candidate_max_thrust_loss_percent,candidate_max_load_factor,candidate_max_reaction_torque_scale,candidate_max_vibration_proxy,physical_budget_accepted,manual_patch_review_ready,playable_reference_allowed,config_patch_allowed,runtime_coupling_allowed,gameplay_auto_apply_allowed,status,message,source_file,evidence_role,note
propeller_archive_rotor_spec_retune_physical_budget_acceptance_scenario,synthetic_ready_validation_one_failed,physical_budget_accepted_count,,,,,,0,count,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,failed_physical_budget,no accepted rows
propeller_archive_rotor_spec_retune_physical_budget_acceptance_scenario,synthetic_ready_validation_one_failed,compressibility_review_required_count,,,,,,0,count,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,failed_physical_budget,no review rows
propeller_archive_rotor_spec_retune_physical_budget_acceptance_scenario,synthetic_ready_validation_one_failed,manual_patch_review_ready_count,,,,,,0,count,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,failed_physical_budget,manual review not open
propeller_archive_rotor_spec_retune_physical_budget_acceptance_scenario,synthetic_ready_validation_one_failed,playable_reference_allowed_count,,,,,,0,count,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,failed_physical_budget,playable reference remains closed
propeller_archive_rotor_spec_retune_physical_budget_acceptance_scenario,synthetic_ready_validation_one_failed,min_candidate_hover_reynolds_number,,,,,,0.0,Re,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,failed_physical_budget,no candidate rows
propeller_archive_rotor_spec_retune_physical_budget_acceptance_scenario,synthetic_ready_validation_one_failed,max_candidate_max_tip_mach,,,,,,0.0,Mach,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,failed_physical_budget,no candidate rows
propeller_archive_rotor_spec_retune_physical_budget_acceptance_scenario,synthetic_ready_validation_one_failed,max_candidate_max_thrust_loss_percent,,,,,,0.0,percent,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,failed_physical_budget,no candidate rows
propeller_archive_rotor_spec_retune_physical_budget_acceptance_scenario,synthetic_ready_validation_one_failed,max_candidate_max_load_factor,,,,,,0.0,ratio,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,failed_physical_budget,no candidate rows
propeller_archive_rotor_spec_retune_physical_budget_acceptance_scenario,synthetic_ready_validation_one_failed,max_candidate_max_reaction_torque_scale,,,,,,1.0,scale,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,failed_physical_budget,no candidate rows
propeller_archive_rotor_spec_retune_physical_budget_acceptance_scenario,synthetic_ready_validation_one_failed,max_candidate_max_vibration_proxy,,,,,,0.0,ratio,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,failed_physical_budget,no candidate rows
propeller_archive_rotor_spec_retune_physical_budget_acceptance_scenario,synthetic_ready_validation_one_failed,config_patch_allowed_count,,,,,,0,count,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,failed_physical_budget,patch gate remains closed
propeller_archive_rotor_spec_retune_physical_budget_acceptance_scenario,synthetic_ready_validation_one_failed,runtime_coupling_allowed_count,,,,,,0,count,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,failed_physical_budget,runtime coupling remains closed
propeller_archive_rotor_spec_retune_physical_budget_acceptance_scenario,synthetic_ready_validation_one_failed,gameplay_auto_apply_allowed_count,,,,,,0,count,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,failed_physical_budget,gameplay auto apply remains closed
propeller_archive_rotor_spec_retune_physical_budget_acceptance_scenario,synthetic_ready_validation_one_failed,status,,,,,,BLOCKED,text,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,failed_physical_budget,blocked by failed validation result
propeller_archive_rotor_spec_retune_physical_budget_acceptance_scenario,synthetic_ready_validation_one_failed,message,,,,,,validation-result-failed,text,,,,,,,,,,,,,,BLOCKED,validation-result-failed,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,failed_physical_budget,upstream failed-validation block propagated
propeller_archive_rotor_spec_retune_physical_budget_acceptance,synthetic_ready_validation_all_pass,racingQuad,true,true,true,true,true,true,true,0.2800893172401641,0.6266668829797807,47737.93956854094,8.890939026611733,0.1867097195588465,1.1620172236195199,0.09780032929272911,true,true,false,false,false,false,READY,physical-budget-accepted-compressibility-review-required,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,physical_budget_acceptance_row,manual review material only playable reference remains closed
propeller_archive_rotor_spec_retune_physical_budget_acceptance,synthetic_ready_validation_all_pass,apDrone,true,true,true,true,true,true,true,0.20754779260300985,0.6143792970390007,36163.200423383874,7.8793601035620275,0.16546656217480268,1.1415908405673938,0.08667296113918237,true,true,false,false,false,false,READY,physical-budget-accepted-compressibility-review-required,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,physical_budget_acceptance_row,manual review material only playable reference remains closed
propeller_archive_rotor_spec_retune_physical_budget_acceptance_summary,all_scenarios,scenario_count,,,,,,4,count,,,,,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,physical_budget_acceptance_summary,four validation scenarios audited
propeller_archive_rotor_spec_retune_physical_budget_acceptance_summary,all_scenarios,physical_budget_available_scenario_count,,,,,,1,count,,,,,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,physical_budget_acceptance_summary,only all-pass scenario reaches physical budget acceptance
propeller_archive_rotor_spec_retune_physical_budget_acceptance_summary,all_scenarios,total_budget_row_count,,,,,,2,count,,,,,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,physical_budget_acceptance_summary,racingQuad and apDrone
propeller_archive_rotor_spec_retune_physical_budget_acceptance_summary,all_scenarios,max_budget_row_count,,,,,,2,count,,,,,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,physical_budget_acceptance_summary,two rows in all-pass scenario
propeller_archive_rotor_spec_retune_physical_budget_acceptance_summary,all_scenarios,max_physical_budget_accepted_count,,,,,,2,count,,,,,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,physical_budget_acceptance_summary,both candidates pass aggregate budget
propeller_archive_rotor_spec_retune_physical_budget_acceptance_summary,all_scenarios,max_compressibility_review_required_count,,,,,,2,count,,,,,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,physical_budget_acceptance_summary,both candidates still require compression review
propeller_archive_rotor_spec_retune_physical_budget_acceptance_summary,all_scenarios,max_manual_patch_review_ready_count,,,,,,2,count,,,,,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,physical_budget_acceptance_summary,two manual review rows ready
propeller_archive_rotor_spec_retune_physical_budget_acceptance_summary,all_scenarios,min_candidate_hover_reynolds_number,,,,,,36163.200423383874,Re,,,,,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,physical_budget_acceptance_summary,min hover Re remains above prior floor
propeller_archive_rotor_spec_retune_physical_budget_acceptance_summary,all_scenarios,max_candidate_max_tip_mach,,,,,,0.6266668829797807,Mach,,,,,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,physical_budget_acceptance_summary,max tip Mach remains below hard budget
propeller_archive_rotor_spec_retune_physical_budget_acceptance_summary,all_scenarios,max_candidate_max_thrust_loss_percent,,,,,,8.890939026611733,percent,,,,,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,physical_budget_acceptance_summary,max thrust loss remains bounded
propeller_archive_rotor_spec_retune_physical_budget_acceptance_summary,all_scenarios,max_candidate_max_load_factor,,,,,,0.1867097195588465,ratio,,,,,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,physical_budget_acceptance_summary,max load remains bounded
propeller_archive_rotor_spec_retune_physical_budget_acceptance_summary,all_scenarios,max_candidate_max_reaction_torque_scale,,,,,,1.1620172236195199,scale,,,,,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,physical_budget_acceptance_summary,max torque scale remains bounded
propeller_archive_rotor_spec_retune_physical_budget_acceptance_summary,all_scenarios,max_candidate_max_vibration_proxy,,,,,,0.09780032929272911,ratio,,,,,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,physical_budget_acceptance_summary,max vibration proxy remains bounded
propeller_archive_rotor_spec_retune_physical_budget_acceptance_summary,all_scenarios,playable_reference_allowed_scenario_count,,,,,,0,count,,,,,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,physical_budget_acceptance_summary,playable reference remains closed
propeller_archive_rotor_spec_retune_physical_budget_acceptance_summary,all_scenarios,config_patch_allowed_scenario_count,,,,,,0,count,,,,,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,physical_budget_acceptance_summary,config patch remains closed
propeller_archive_rotor_spec_retune_physical_budget_acceptance_summary,all_scenarios,runtime_coupling_allowed_scenario_count,,,,,,0,count,,,,,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,physical_budget_acceptance_summary,runtime coupling remains closed
propeller_archive_rotor_spec_retune_physical_budget_acceptance_summary,all_scenarios,gameplay_auto_apply_allowed_scenario_count,,,,,,0,count,,,,,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,physical_budget_acceptance_summary,gameplay auto apply remains closed
propeller_archive_rotor_spec_retune_physical_budget_acceptance_method,aggregate_gate_rule,method_description,,,,,,Physical budget acceptance requires validation acceptance physical impact preview tip-Mach budget Reynolds budget and bounded compressibility impact for the same candidate row.,text,,,,,,,,,,,,,,READY,,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/PropellerArchiveRotorSpecRetunePhysicalBudgetAcceptanceGate.java,method,accepted rows are manual review material only
