row_type,name,source,uiuc_j,code_mu_equivalent,ct_ratio_static_fit,cp_ratio_static_fit,qt_ratio_static_fit,fit_within_source_j_range,note,ct_ratio_static_fit_mean,ct_ratio_static_fit_min,ct_ratio_static_fit_max,cp_ratio_static_fit_mean,cp_ratio_static_fit_min,cp_ratio_static_fit_max,qt_ratio_static_fit_mean,qt_ratio_static_fit_min,qt_ratio_static_fit_max,speed_m_s,operating_point,hover_rpm,tip_speed_m_s,code_advance_ratio_mu,uiuc_equivalent_j,uiuc_5in_ct_ratio_fit_mean,uiuc_5in_cp_ratio_fit_mean,uiuc_5in_qt_ratio_fit_mean,airflow_thrust_multiplier_code,code_multiplier_over_uiuc_5in_mean,current_same_rpm_constant_qt_power_ratio_proxy,current_same_rpm_constant_qt_ratio_proxy,current_power_proxy_over_uiuc_cp_mean,current_qt_proxy_over_uiuc_qt_mean,translational_lift_intensity_code,transverse_lift_factor_code,high_advance_loss_code,disk_drag_force_per_rotor_n,flapping_tilt_deg_code,rotor_stall_intensity_code,stall_thrust_scale_code,wind_speed_m_s,measured_deflection_deg,stiff_blade_prediction_deg,hinged_blade_prediction_deg,blade_stiffness_nm_per_rad,effective_hinge_offset_fraction,racingquad_same_speed_mu_code,racingquad_same_speed_flapping_tilt_deg_code
current_preset_level_forward,coaxialX8,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,15.0,hover_rpm_level_forward,5015.081387389711,60.395480901150634,0.24836295325722335,0.7802552293767581,0.036211218707213895,0.2265965319750771,3.31027807559061,1.052,29.051770074516263,1.052,1.0,4.642612977482407,0.30208942486548745,1.0,1.052,0.0,1.1597848075838655,1.5187202751837061,0.0,1.0,,,,,,,,
current_preset_level_forward,coaxialX8,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,20.0,hover_rpm_level_forward,5015.081387389711,60.395480901150634,0.33115060434296445,1.0403403058356773,0.0,0.02915386846289009,nan,1.052,nan,1.052,1.0,36.08440510524664,nan,1.0,1.052,0.0,2.061839657926872,1.5187202751837061,0.0022879739075156486,0.9993136078277453,,,,,,,,
current_preset_level_forward,coaxialX8,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,Level-forward hover-RPM proxy; UIUC J equals pi times the code's V/tip-speed advance ratio. Power proxy assumes unchanged Q/T at the same hover RPM.,,,,,,,,,,30.0,hover_rpm_level_forward,5015.081387389711,60.395480901150634,0.4967259065144467,1.5605104587535161,0.0,0.0,nan,1.0481907215408752,nan,1.0481907215408752,1.0,nan,nan,1.0,1.052,0.003620987128445715,4.639139230335462,1.5187202751837061,0.41311612413957954,0.8760651627581262,,,,,,,,
starmac_fig9_flapping_digitized,STARMAC II Fig. 9 rotor flapping,https://ai.stanford.edu/~gabeh/papers/Quadrotor_Dynamics_GNC07.pdf,,,,,,,"Low-precision manual digitization from Fig. 9; use as a rotor-flapping scale check, not as a high-accuracy fit target.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.23,0.25,0.0,0.0
starmac_fig9_flapping_digitized,STARMAC II Fig. 9 rotor flapping,https://ai.stanford.edu/~gabeh/papers/Quadrotor_Dynamics_GNC07.pdf,,,,,,,"Low-precision manual digitization from Fig. 9; use as a rotor-flapping scale check, not as a high-accuracy fit target.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.14,0.16,0.85,0.23,0.25,0.006928430127435084,0.04762122328289675
starmac_fig9_flapping_digitized,STARMAC II Fig. 9 rotor flapping,https://ai.stanford.edu/~gabeh/papers/Quadrotor_Dynamics_GNC07.pdf,,,,,,,"Low-precision manual digitization from Fig. 9; use as a rotor-flapping scale check, not as a high-accuracy fit target.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.3,0.32,1.55,0.23,0.25,0.012702121900297656,0.08730557601864404
starmac_fig9_flapping_digitized,STARMAC II Fig. 9 rotor flapping,https://ai.stanford.edu/~gabeh/papers/Quadrotor_Dynamics_GNC07.pdf,,,,,,,"Low-precision manual digitization from Fig. 9; use as a rotor-flapping scale check, not as a high-accuracy fit target.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.45,0.45,2.15,0.23,0.25,0.01732107531858771,0.11905305820724185
starmac_fig9_flapping_digitized,STARMAC II Fig. 9 rotor flapping,https://ai.stanford.edu/~gabeh/papers/Quadrotor_Dynamics_GNC07.pdf,,,,,,,"Low-precision manual digitization from Fig. 9; use as a rotor-flapping scale check, not as a high-accuracy fit target.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,0.58,0.57,2.6,0.23,0.25,0.020785290382305255,0.14286366984869023
starmac_fig9_flapping_digitized,STARMAC II Fig. 9 rotor flapping,https://ai.stanford.edu/~gabeh/papers/Quadrotor_Dynamics_GNC07.pdf,,,,,,,"Low-precision manual digitization from Fig. 9; use as a rotor-flapping scale check, not as a high-accuracy fit target.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,0.82,0.8,3.65,0.23,0.25,0.028868458864312854,0.19842176367873646
starmac_fig9_flapping_digitized,STARMAC II Fig. 9 rotor flapping,https://ai.stanford.edu/~gabeh/papers/Quadrotor_Dynamics_GNC07.pdf,,,,,,,"Low-precision manual digitization from Fig. 9; use as a rotor-flapping scale check, not as a high-accuracy fit target.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,1.12,1.1,4.95,0.23,0.25,0.03926110405546548,0.26985359860308156
