row_type,name,source,rpm,liquid_water_content_g_m3,droplet_mean_diameter_m,droplet_terminal_velocity_m_s,water_mass_flux_kg_m2_s,equivalent_rain_rate_mm_h,ct_no_rain,ct_with_rain,ct_ratio_rain_over_no_rain,ct_loss_percent,note,ambient_temperature_c,precipitation_wetness,moist_air_density_multiplier,preset,scenario,rain_rate_mm_h,rain_rate_in_h,rain_depth_flux_m_s,rotor_disk_area_m2,per_rotor_water_g_s,all_rotors_water_g_s,per_rotor_water_g_per_min,precipitation_wetness_proxy,precipitation_thrust_scale,precipitation_thrust_loss_percent,rotor_precipitation_load_factor,rotor_precipitation_vibration_hover,rain_impact_force_per_rotor_n_at_8m_s,rain_impact_force_all_rotors_over_weight_at_8m_s,reference_source,icas_ct_loss_percent,current_full_wetness_thrust_loss_percent,current_loss_over_icas_loss,per_rotor_water_g_s_at_icas_lwc,all_rotors_water_g_s_at_icas_lwc,water_immersion,speed_m_s,water_immersion_thrust_scale,water_immersion_thrust_loss_percent,rotor_water_load_factor,rotor_water_ingestion_vibration_hover,current_water_drag_force_n,current_water_drag_over_weight,current_water_drag_coefficient_proxy
water_immersion_scan,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,cinewhoop,,,,,,,,,,,,,,,,,,,,,,0.1,5.0,0.8437522211270138,15.624777887298624,0.13608612640987997,0.05798135876901478,5.02714053617553,0.539605969437552,2.8404098997771583
water_immersion_scan,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,cinewhoop,,,,,,,,,,,,,,,,,,,,,,0.1,10.0,0.8437522211270138,15.624777887298624,0.13608612640987997,0.05798135876901478,20.10856214470212,2.158423877750208,2.8404098997771583
water_immersion_scan,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,cinewhoop,,,,,,,,,,,,,,,,,,,,,,0.25,2.0,0.6977748104553243,30.22251895446757,0.2781038871267727,0.10518393021973345,2.3071297477279717,0.2476439588633569,2.8404098997771583
water_immersion_scan,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,cinewhoop,,,,,,,,,,,,,,,,,,,,,,0.25,5.0,0.6977748104553243,30.22251895446757,0.2781038871267727,0.10518393021973345,14.419560923299823,1.5477747428959807,2.8404098997771583
water_immersion_scan,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,cinewhoop,,,,,,,,,,,,,,,,,,,,,,0.25,10.0,0.6977748104553243,30.22251895446757,0.2781038871267727,0.10518393021973345,57.67824369319929,6.191098971583923,2.8404098997771583
water_immersion_scan,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,cinewhoop,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5021800973980308,49.78199026019692,0.47754077045206683,0.1650512780093687,5.119841472357092,0.5495563533936121,2.8404098997771583
water_immersion_scan,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,cinewhoop,,,,,,,,,,,,,,,,,,,,,,0.5,5.0,0.5021800973980308,49.78199026019692,0.47754077045206683,0.1650512780093687,31.999009202231825,3.4347272087100755,2.8404098997771583
water_immersion_scan,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,cinewhoop,,,,,,,,,,,,,,,,,,,,,,0.5,10.0,0.5021800973980308,49.78199026019692,0.47754077045206683,0.1650512780093687,120.0,12.880625848142254,2.8404098997771583
water_immersion_scan,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,cinewhoop,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.18000000000000005,82.0,0.82,0.2589932161273727,11.361639599108633,1.2195419058129604,2.8404098997771583
water_immersion_scan,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,cinewhoop,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,0.18000000000000005,82.0,0.82,0.2589932161273727,71.01024749442897,7.622136911331004,2.8404098997771583
water_immersion_scan,cinewhoop,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,cinewhoop,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0.18000000000000005,82.0,0.82,0.2589932161273727,120.0,12.880625848142254,2.8404098997771583
precipitation_rain_scan,heavyLift,https://www.weather.gov/lox/rainrate,,,,,0.0003517194444444445,,,,,,NWS visual rain-rate example 0.05 in/h.,,,,heavyLift,nws_0.05_in_h,1.27,0.05,3.527777777777778e-07,0.05067074790974977,0.017821887304401686,0.07128754921760674,1.0693132382641013,0.03333333333333333,0.9969464177463395,0.30535822536604806,0.002601680185598726,0.0015151913531539704,0.0001425750984352135,1.2923212394783222e-05,,,,,,,,,,,,,,,
precipitation_rain_scan,heavyLift,https://www.weather.gov/lox/rainrate,,,,,0.0017585972222222222,,,,,,NWS visual rain-rate example 0.25 in/h.,,,,heavyLift,nws_0.25_in_h,6.35,0.25,1.7638888888888888e-06,0.05067074790974977,0.08910943652200842,0.3564377460880337,5.346566191320505,0.16666666666666666,0.9880068262185034,1.1993173781496558,0.016560346304456495,0.008210809720710687,0.0007128754921760673,6.46160619739161e-05,,,,,,,,,,,,,,,
precipitation_rain_scan,heavyLift,https://www.weather.gov/lox/rainrate,,,,,0.0035171944444444443,,,,,,NWS visual rain-rate example 0.50 in/h.,,,,heavyLift,nws_0.50_in_h,12.7,0.5,3.5277777777777775e-06,0.05067074790974977,0.17821887304401685,0.7128754921760674,10.69313238264101,0.3333333333333333,0.9783822931625082,2.1617706837491757,0.03674970941259295,0.017000726600375184,0.0014257509843521347,0.0001292321239478322,,,,,,,,,,,,,,,
precipitation_rain_scan,heavyLift,https://www.weather.gov/lox/rainrate,,,,,0.005275791666666667,,,,,,NWS visual rain-rate example 0.75 in/h.,,,,heavyLift,nws_0.75_in_h,19.05,0.7500000000000001,5.291666666666667e-06,0.05067074790974977,0.2673283095660253,1.0693132382641013,16.03969857396152,0.5,0.9694868395181343,3.0513160481865698,0.05858128006970397,0.02602335613995481,0.0021386264765282026,0.00019384818592174834,,,,,,,,,,,,,,,
precipitation_rain_scan,heavyLift,https://www.weather.gov/lox/rainrate,,,,,0.007034388888888889,,,,,,NWS visual rain-rate example 1.00 in/h.,,,,heavyLift,nws_1.00_in_h,25.4,1.0,7.055555555555555e-06,0.05067074790974977,0.3564377460880337,1.4257509843521348,21.38626476528202,0.6666666666666666,0.9610340634242506,3.8965936575749427,0.08155271134315496,0.035200511858370996,0.0028515019687042694,0.0002584642478956644,,,,,,,,,,,,,,,
precipitation_rain_scan,heavyLift,https://www.weather.gov/lox/rainrate,,,,,0.010551583333333335,,,,,,NWS visual rain-rate example 1.50 in/h; used here as wetness=1 reference.,,,,heavyLift,nws_1.50_in_h_full_wetness,38.1,1.5000000000000002,1.0583333333333334e-05,0.05067074790974977,0.5346566191320506,2.1386264765282026,32.07939714792304,1.0,0.945,5.500000000000005,0.13,0.053882135624654715,0.004277252953056405,0.0003876963718434967,,,,,,,,,,,,,,,
precipitation_rain_scan,heavyLift,https://www.weather.gov/lox/rainrate,,,,,0.027694444444444445,,,,,,Analysis stress case above the NWS visualizer examples.,,,,heavyLift,stress_100_mm_h,100.0,3.937007874015748,2.777777777777778e-05,0.05067074790974977,1.4032982129450147,5.613192851780059,84.19789277670087,1.0,0.945,5.500000000000005,0.13,0.053882135624654715,0.011226385703560117,0.001017575779116789,,,,,,,,,,,,,,,
current_vs_icas_heavy_rain_ct_loss,heavyLift_vs_ICAS_heavy_rain_4319rpm,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,4319.0,19.0,,,,552.962888665998,,,,,Compares current precipitationWetness=1 thrust loss with ICAS 2020 heavy-rain CT loss. Current wetness mapping clamps far below the ICAS equivalent rainfall rate.,,,,heavyLift,,,,,,,,,,,,,,,0.005626816422569732,https://www.icas.org/icas_archive/ICAS2020/data/papers/ICAS2020_0482_paper.pdf,2.6408664962881856,5.500000000000005,2.0826497695852533,7.7597183348990795,31.038873339596318,,,,,,,,,
current_vs_icas_heavy_rain_ct_loss,heavyLift_vs_ICAS_heavy_rain_6528rpm,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,6528.0,19.0,,,,552.962888665998,,,,,Compares current precipitationWetness=1 thrust loss with ICAS 2020 heavy-rain CT loss. Current wetness mapping clamps far below the ICAS equivalent rainfall rate.,,,,heavyLift,,,,,,,,,,,,,,,0.005626816422569732,https://www.icas.org/icas_archive/ICAS2020/data/papers/ICAS2020_0482_paper.pdf,1.6730861819932663,5.500000000000005,3.287338129496393,7.7597183348990795,31.038873339596318,,,,,,,,,
water_immersion_scan,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,heavyLift,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.8705453045921554
water_immersion_scan,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,heavyLift,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.8705453045921554
water_immersion_scan,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,heavyLift,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.8705453045921554
water_immersion_scan,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,heavyLift,,,,,,,,,,,,,,,,,,,,,,0.05,2.0,0.9051423730971658,9.485762690283417,0.07925204104098957,0.036899165202299036,0.3663025161430251,0.008300546990347822,2.8705453045921554
water_immersion_scan,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,heavyLift,,,,,,,,,,,,,,,,,,,,,,0.05,5.0,0.9051423730971658,9.485762690283417,0.07925204104098957,0.036899165202299036,2.289390725893907,0.05187841868967388,2.8705453045921554
water_immersion_scan,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,heavyLift,,,,,,,,,,,,,,,,,,,,,,0.05,10.0,0.9051423730971658,9.485762690283417,0.07925204104098957,0.036899165202299036,9.157562903575627,0.20751367475869553,2.8705453045921554
water_immersion_scan,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,heavyLift,,,,,,,,,,,,,,,,,,,,,,0.1,2.0,0.8437522211270138,15.624777887298624,0.13608612640987997,0.05790099648677793,0.8128761789078793,0.018420067083909145,2.8705453045921554
water_immersion_scan,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,heavyLift,,,,,,,,,,,,,,,,,,,,,,0.1,5.0,0.8437522211270138,15.624777887298624,0.13608612640987997,0.05790099648677793,5.080476118174246,0.11512541927443218,2.8705453045921554
water_immersion_scan,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,heavyLift,,,,,,,,,,,,,,,,,,,,,,0.1,10.0,0.8437522211270138,15.624777887298624,0.13608612640987997,0.05790099648677793,20.321904472696986,0.4605016770977287,2.8705453045921554
water_immersion_scan,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,heavyLift,,,,,,,,,,,,,,,,,,,,,,0.25,2.0,0.6977748104553243,30.22251895446757,0.2781038871267727,0.10503814507660195,2.3316073025041186,0.052835061525804056,2.8705453045921554
water_immersion_scan,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,heavyLift,,,,,,,,,,,,,,,,,,,,,,0.25,5.0,0.6977748104553243,30.22251895446757,0.2781038871267727,0.10503814507660195,14.572545640650741,0.3302191345362753,2.8705453045921554
water_immersion_scan,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,heavyLift,,,,,,,,,,,,,,,,,,,,,,0.25,10.0,0.6977748104553243,30.22251895446757,0.2781038871267727,0.10503814507660195,58.290182562602965,1.3208765381451013,2.8705453045921554
water_immersion_scan,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,heavyLift,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5021800973980308,49.78199026019692,0.47754077045206683,0.16482251659934755,5.1741605674180535,0.11724834264771702,2.8705453045921554
water_immersion_scan,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,heavyLift,,,,,,,,,,,,,,,,,,,,,,0.5,5.0,0.5021800973980308,49.78199026019692,0.47754077045206683,0.16482251659934755,32.33850354636283,0.7328021415482313,2.8705453045921554
water_immersion_scan,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,heavyLift,,,,,,,,,,,,,,,,,,,,,,0.5,10.0,0.5021800973980308,49.78199026019692,0.47754077045206683,0.16482251659934755,120.0,2.719243234607809,2.8705453045921554
water_immersion_scan,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,heavyLift,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.18000000000000005,82.0,0.82,0.25863425099834264,11.482181218368622,0.26019036330491435,2.8705453045921554
water_immersion_scan,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,heavyLift,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,0.18000000000000005,82.0,0.82,0.25863425099834264,71.76363261480388,1.6261897706557145,2.8705453045921554
water_immersion_scan,heavyLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,heavyLift,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,0.18000000000000005,82.0,0.82,0.25863425099834264,120.0,2.719243234607809,2.8705453045921554
precipitation_rain_scan,hexLift,https://www.weather.gov/lox/rainrate,,,,,0.0003517194444444445,,,,,,NWS visual rain-rate example 0.05 in/h.,,,,hexLift,nws_0.05_in_h,1.27,0.05,3.527777777777778e-07,0.03463605900582747,0.012182175431274634,0.07309305258764781,0.7309305258764781,0.03333333333333333,0.9969464177463395,0.30535822536604806,0.002601680185598726,0.001444925203227744,9.745740345019708e-05,1.4196984910413862e-05,,,,,,,,,,,,,,,
precipitation_rain_scan,hexLift,https://www.weather.gov/lox/rainrate,,,,,0.0017585972222222222,,,,,,NWS visual rain-rate example 0.25 in/h.,,,,hexLift,nws_0.25_in_h,6.35,0.25,1.7638888888888888e-06,0.03463605900582747,0.06091087715637317,0.36546526293823905,3.65465262938239,0.16666666666666666,0.9880068262185034,1.1993173781496558,0.016560346304456495,0.00783003802105029,0.00048728701725098535,7.098492455206931e-05,,,,,,,,,,,,,,,
precipitation_rain_scan,hexLift,https://www.weather.gov/lox/rainrate,,,,,0.0035171944444444443,,,,,,NWS visual rain-rate example 0.50 in/h.,,,,hexLift,nws_0.50_in_h,12.7,0.5,3.5277777777777775e-06,0.03463605900582747,0.12182175431274633,0.7309305258764781,7.30930525876478,0.3333333333333333,0.9783822931625082,2.1617706837491757,0.03674970941259295,0.016212327431075438,0.0009745740345019707,0.00014196984910413863,,,,,,,,,,,,,,,
precipitation_rain_scan,hexLift,https://www.weather.gov/lox/rainrate,,,,,0.005275791666666667,,,,,,NWS visual rain-rate example 0.75 in/h.,,,,hexLift,nws_0.75_in_h,19.05,0.7500000000000001,5.291666666666667e-06,0.03463605900582747,0.18273263146911953,1.096395788814717,10.96395788814717,0.5,0.9694868395181343,3.0513160481865698,0.05858128006970397,0.02481653758181865,0.0014618610517529562,0.00021295477365620793,,,,,,,,,,,,,,,
precipitation_rain_scan,hexLift,https://www.weather.gov/lox/rainrate,,,,,0.007034388888888889,,,,,,NWS visual rain-rate example 1.00 in/h.,,,,hexLift,nws_1.00_in_h,25.4,1.0,7.055555555555555e-06,0.03463605900582747,0.24364350862549267,1.4618610517529562,14.61861051752956,0.6666666666666666,0.9610340634242506,3.8965936575749427,0.08155271134315496,0.03356810784644758,0.0019491480690039414,0.00028393969820827725,,,,,,,,,,,,,,,
precipitation_rain_scan,hexLift,https://www.weather.gov/lox/rainrate,,,,,0.010551583333333335,,,,,,NWS visual rain-rate example 1.50 in/h; used here as wetness=1 reference.,,,,hexLift,nws_1.50_in_h_full_wetness,38.1,1.5000000000000002,1.0583333333333334e-05,0.03463605900582747,0.36546526293823905,2.192791577629434,21.92791577629434,1.0,0.945,5.500000000000005,0.13,0.051383381779296335,0.0029237221035059123,0.00042590954731241585,,,,,,,,,,,,,,,
precipitation_rain_scan,hexLift,https://www.weather.gov/lox/rainrate,,,,,0.027694444444444445,,,,,,Analysis stress case above the NWS visualizer examples.,,,,hexLift,stress_100_mm_h,100.0,3.937007874015748,2.777777777777778e-05,0.03463605900582747,0.9592264119113885,5.755358471468331,57.5535847146833,1.0,0.945,5.500000000000005,0.13,0.051383381779296335,0.0076738112952911075,0.0011178728275916426,,,,,,,,,,,,,,,
current_vs_icas_heavy_rain_ct_loss,hexLift_vs_ICAS_heavy_rain_4319rpm,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,4319.0,19.0,,,,552.962888665998,,,,,Compares current precipitationWetness=1 thrust loss with ICAS 2020 heavy-rain CT loss. Current wetness mapping clamps far below the ICAS equivalent rainfall rate.,,,,hexLift,,,,,,,,,,,,,,,0.00618142187906302,https://www.icas.org/icas_archive/ICAS2020/data/papers/ICAS2020_0482_paper.pdf,2.6408664962881856,5.500000000000005,2.0826497695852533,5.304166076152418,31.824996456914516,,,,,,,,,
current_vs_icas_heavy_rain_ct_loss,hexLift_vs_ICAS_heavy_rain_6528rpm,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,6528.0,19.0,,,,552.962888665998,,,,,Compares current precipitationWetness=1 thrust loss with ICAS 2020 heavy-rain CT loss. Current wetness mapping clamps far below the ICAS equivalent rainfall rate.,,,,hexLift,,,,,,,,,,,,,,,0.00618142187906302,https://www.icas.org/icas_archive/ICAS2020/data/papers/ICAS2020_0482_paper.pdf,1.6730861819932663,5.500000000000005,3.287338129496393,5.304166076152418,31.824996456914516,,,,,,,,,
water_immersion_scan,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,hexLift,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.876367532368147
water_immersion_scan,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,hexLift,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.876367532368147
water_immersion_scan,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,hexLift,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.876367532368147
water_immersion_scan,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,hexLift,,,,,,,,,,,,,,,,,,,,,,0.05,2.0,0.9051423730971658,9.485762690283417,0.07925204104098957,0.035187987093434875,0.36704547486954014,0.008911481467253637,2.876367532368147
water_immersion_scan,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,hexLift,,,,,,,,,,,,,,,,,,,,,,0.05,5.0,0.9051423730971658,9.485762690283417,0.07925204104098957,0.035187987093434875,2.294034217934626,0.05569675917033524,2.876367532368147
water_immersion_scan,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,hexLift,,,,,,,,,,,,,,,,,,,,,,0.05,10.0,0.9051423730971658,9.485762690283417,0.07925204104098957,0.035187987093434875,9.176136871738503,0.22278703668134095,2.876367532368147
water_immersion_scan,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,hexLift,,,,,,,,,,,,,,,,,,,,,,0.1,2.0,0.8437522211270138,15.624777887298624,0.13608612640987997,0.05521587022101022,0.8145249075517743,0.01977581557392601,2.876367532368147
water_immersion_scan,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,hexLift,,,,,,,,,,,,,,,,,,,,,,0.1,5.0,0.8437522211270138,15.624777887298624,0.13608612640987997,0.05521587022101022,5.090780672198589,0.12359884733703755,2.876367532368147
water_immersion_scan,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,hexLift,,,,,,,,,,,,,,,,,,,,,,0.1,10.0,0.8437522211270138,15.624777887298624,0.13608612640987997,0.05521587022101022,20.363122688794355,0.4943953893481502,2.876367532368147
water_immersion_scan,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,hexLift,,,,,,,,,,,,,,,,,,,,,,0.25,2.0,0.6977748104553243,30.22251895446757,0.2781038871267727,0.10016705995948985,2.3363364209672994,0.056723812557885264,2.876367532368147
water_immersion_scan,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,hexLift,,,,,,,,,,,,,,,,,,,,,,0.25,5.0,0.6977748104553243,30.22251895446757,0.2781038871267727,0.10016705995948985,14.602102631045621,0.35452382848678293,2.876367532368147
water_immersion_scan,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,hexLift,,,,,,,,,,,,,,,,,,,,,,0.25,10.0,0.6977748104553243,30.22251895446757,0.2781038871267727,0.10016705995948985,58.408410524182486,1.4180953139471317,2.876367532368147
water_immersion_scan,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,hexLift,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,0.5021800973980308,49.78199026019692,0.47754077045206683,0.1571789647545722,5.18465513837113,0.12587802150705632,2.876367532368147
water_immersion_scan,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,hexLift,,,,,,,,,,,,,,,,,,,,,,0.5,5.0,0.5021800973980308,49.78199026019692,0.47754077045206683,0.1571789647545722,32.40409461481956,0.7867376344191019,2.876367532368147
water_immersion_scan,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,hexLift,,,,,,,,,,,,,,,,,,,,,,0.5,10.0,0.5021800973980308,49.78199026019692,0.47754077045206683,0.1571789647545722,120.0,2.913474894222652,2.876367532368147
water_immersion_scan,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,hexLift,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.18000000000000005,82.0,0.82,0.2466402325406224,11.505470129472588,0.2793408197370586,2.876367532368147
water_immersion_scan,hexLift,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DroneConfig.java,,,,,,,,,,,Current Java water-immersion and water-drag formulas; water_immersion is an abstract 0..1 exposure input.,,,,hexLift,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,0.18000000000000005,82.0,0.82,0.2466402325406224,71.90918830920367,1.7458801233566161,2.876367532368147
