row_type,name,source,descent_ratio_vi_low,descent_ratio_vi_high,max_reported_thrust_loss_fraction,rotor_diameter_in_low,rotor_diameter_in_high,reynolds_low,reynolds_high,note,prop_diameter_in_low,prop_diameter_in_high,tested_prop_count,advance_ratio_low,advance_ratio_high,rotational_speed_rpm,wind_tunnel_speed_low_ft_s,wind_tunnel_speed_high_ft_s,wind_tunnel_speed_step_ft_s,wind_tunnel_speed_low_m_s,wind_tunnel_speed_high_m_s,wind_tunnel_speed_step_m_s,steady_replicates_per_condition,steady_data_points_per_run,time_history_lpf_hz,time_history_duration_s,time_history_sample_rate_hz,time_history_advance_ratio_count,time_history_prop_count,time_history_example_advance_ratios,time_history_figure_ids,max_thrust_fluctuation_half_amplitude_fraction,vertical_descent_speed_ft_s,vertical_descent_speed_m_s,net_thrust_loss_fraction_low,net_thrust_loss_fraction_high,windmilling_speed_ft_s,windmilling_speed_m_s,windmilling_rotor_speed_rpm,urdf_source,prop_radius_m,downwash_coeff_1,downwash_coeff_2,downwash_coeff_3,formula,figure,prop,pitch_in,advance_ratio_j,hover_ct_digitized,mean_ct_digitized,lower_measured_ct_digitized,upper_measured_ct_digitized,measured_half_amplitude_ct,measured_half_amplitude_over_mean_fraction,descent_ratio_vi_proxy,reference_source,preset,reference_prop,reference_figure,reference_advance_ratio_j,reference_measured_half_amplitude_fraction,current_vrs_shape_no_crossflow_max_spin,current_vrs_base_thrust_loss_percent_max_spin,current_vrs_buffet_half_amplitude_fraction_max_spin,current_buffet_over_reference_measured_half_amplitude,current_base_loss_over_cambridge_peak_loss_33pct,hover_induced_velocity_m_s,descent_ratio_vi,descent_speed_m_s,hover_spin_ratio,current_vrs_intensity_hover_spin_no_crossflow,current_vrs_entry_component,current_vrs_exit_component,current_vrs_base_thrust_loss_percent_hover_spin,current_vrs_buffet_thrust_amplitude_percent_max_spin,current_vrs_lateral_force_bound_percent_max_thrust,current_propwash_descent_factor,propwash_start_ratio_vi,propwash_full_ratio_vi,propwash_max_torque_nm
current_vs_shetty_selig_digitized_fluctuation,cinewhoop vs APC Thin Electric 10x7 J=0.00,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Compares current VRS sinusoidal thrust buffet amplitude with low-precision Shetty/Selig measured-envelope digitization at the same V/vi proxy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,cinewhoop,APC Thin Electric 10x7,Fig. 12,0.0,0.0761904761904762,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
current_vs_shetty_selig_digitized_fluctuation,cinewhoop vs APC Thin Electric 10x7 J=-0.20,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Compares current VRS sinusoidal thrust buffet amplitude with low-precision Shetty/Selig measured-envelope digitization at the same V/vi proxy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7735622797705238,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,cinewhoop,APC Thin Electric 10x7,Fig. 12,-0.2,0.27669902912621364,0.3977697550585078,13.126401916930753,0.059738235476916264,0.21589607909201314,0.39776975505850765,,,,,,,,,,,,,,
current_vs_shetty_selig_digitized_fluctuation,cinewhoop vs APC Thin Electric 10x7 J=-0.32,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Compares current VRS sinusoidal thrust buffet amplitude with low-precision Shetty/Selig measured-envelope digitization at the same V/vi proxy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2376996476328381,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,cinewhoop,APC Thin Electric 10x7,Fig. 12,-0.32,0.5364583333333333,1.0,33.00000000000001,0.279,0.5200776699029127,1.0000000000000002,,,,,,,,,,,,,,
current_vs_shetty_selig_digitized_fluctuation,cinewhoop vs APC Thin Electric 10x7 J=-0.45,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Compares current VRS sinusoidal thrust buffet amplitude with low-precision Shetty/Selig measured-envelope digitization at the same V/vi proxy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7405151294836785,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,cinewhoop,APC Thin Electric 10x7,Fig. 12,-0.45,0.25833333333333336,0.5985639906975959,19.752611693020672,0.11560236201472149,0.4474930142505347,0.5985639906975961,,,,,,,,,,,,,,
current_vs_shetty_selig_digitized_fluctuation,cinewhoop vs APC Thin Electric 10x10 J=0.00,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Compares current VRS sinusoidal thrust buffet amplitude with low-precision Shetty/Selig measured-envelope digitization at the same V/vi proxy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,cinewhoop,APC Thin Electric 10x10,Fig. 13,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
current_vs_shetty_selig_digitized_fluctuation,cinewhoop vs APC Thin Electric 10x10 J=-0.20,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Compares current VRS sinusoidal thrust buffet amplitude with low-precision Shetty/Selig measured-envelope digitization at the same V/vi proxy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7489984567013703,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,cinewhoop,APC Thin Electric 10x10,Fig. 13,-0.2,0.23873873873873877,0.35007811159093244,11.552577682500775,0.0490045320181739,0.20526426618933216,0.3500781115909326,,,,,,,,,,,,,,
current_vs_shetty_selig_digitized_fluctuation,cinewhoop vs APC Thin Electric 10x10 J=-0.35,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Compares current VRS sinusoidal thrust buffet amplitude with low-precision Shetty/Selig measured-envelope digitization at the same V/vi proxy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3107472992273979,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,cinewhoop,APC Thin Electric 10x10,Fig. 13,-0.35,0.36725663716814155,1.0,33.00000000000001,0.279,0.7596867469879519,1.0000000000000002,,,,,,,,,,,,,,
current_vs_shetty_selig_digitized_fluctuation,cinewhoop vs APC Thin Electric 10x10 J=-0.48,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Compares current VRS sinusoidal thrust buffet amplitude with low-precision Shetty/Selig measured-envelope digitization at the same V/vi proxy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7975962960832887,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,cinewhoop,APC Thin Electric 10x10,Fig. 13,-0.48,0.3142857142857143,0.5040061350927286,16.632202458060043,0.08714614459729303,0.2772831873550233,0.5040061350927285,,,,,,,,,,,,,,
current_vs_shetty_selig_digitized_fluctuation,heavyLift vs APC Thin Electric 10x5 J=0.00,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Compares current VRS sinusoidal thrust buffet amplitude with low-precision Shetty/Selig measured-envelope digitization at the same V/vi proxy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,heavyLift,APC Thin Electric 10x5,Fig. 11,0.0,0.05434782608695657,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
current_vs_shetty_selig_digitized_fluctuation,heavyLift vs APC Thin Electric 10x5 J=-0.19,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Compares current VRS sinusoidal thrust buffet amplitude with low-precision Shetty/Selig measured-envelope digitization at the same V/vi proxy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7850903257178906,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,heavyLift,APC Thin Electric 10x5,Fig. 11,-0.19,0.2738095238095238,0.4204820080692173,13.875906266284165,0.06519199370291823,0.23809249874109267,0.4204820080692171,,,,,,,,,,,,,,
current_vs_shetty_selig_digitized_fluctuation,heavyLift vs APC Thin Electric 10x5 J=-0.30,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Compares current VRS sinusoidal thrust buffet amplitude with low-precision Shetty/Selig measured-envelope digitization at the same V/vi proxy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2396163037650905,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,heavyLift,APC Thin Electric 10x5,Fig. 11,-0.3,0.6625000000000001,1.0,33.00000000000001,0.279,0.4211320754716981,1.0000000000000002,,,,,,,,,,,,,,
current_vs_shetty_selig_digitized_fluctuation,heavyLift vs APC Thin Electric 10x5 J=-0.42,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Compares current VRS sinusoidal thrust buffet amplitude with low-precision Shetty/Selig measured-envelope digitization at the same V/vi proxy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7354628252711266,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,heavyLift,APC Thin Electric 10x5,Fig. 11,-0.42,0.1785714285714286,0.606824508331502,20.025208774939564,0.11826995245110822,0.6623117337262059,0.6068245083315019,,,,,,,,,,,,,,
current_vs_shetty_selig_digitized_fluctuation,heavyLift vs APC Thin Electric 10x5 J=-0.62,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Compares current VRS sinusoidal thrust buffet amplitude with low-precision Shetty/Selig measured-envelope digitization at the same V/vi proxy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5618736944478537,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,heavyLift,APC Thin Electric 10x5,Fig. 11,-0.62,0.06250000000000006,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
current_vs_shetty_selig_digitized_fluctuation,heavyLift vs APC Thin Electric 10x7 J=0.00,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Compares current VRS sinusoidal thrust buffet amplitude with low-precision Shetty/Selig measured-envelope digitization at the same V/vi proxy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,heavyLift,APC Thin Electric 10x7,Fig. 12,0.0,0.0761904761904762,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
current_vs_shetty_selig_digitized_fluctuation,heavyLift vs APC Thin Electric 10x7 J=-0.20,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Compares current VRS sinusoidal thrust buffet amplitude with low-precision Shetty/Selig measured-envelope digitization at the same V/vi proxy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7735622797705238,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,heavyLift,APC Thin Electric 10x7,Fig. 12,-0.2,0.27669902912621364,0.3977697550585078,13.126401916930753,0.059738235476916264,0.21589607909201314,0.39776975505850765,,,,,,,,,,,,,,
current_vs_shetty_selig_digitized_fluctuation,heavyLift vs APC Thin Electric 10x7 J=-0.32,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Compares current VRS sinusoidal thrust buffet amplitude with low-precision Shetty/Selig measured-envelope digitization at the same V/vi proxy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2376996476328381,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,heavyLift,APC Thin Electric 10x7,Fig. 12,-0.32,0.5364583333333333,1.0,33.00000000000001,0.279,0.5200776699029127,1.0000000000000002,,,,,,,,,,,,,,
current_vs_shetty_selig_digitized_fluctuation,heavyLift vs APC Thin Electric 10x7 J=-0.45,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Compares current VRS sinusoidal thrust buffet amplitude with low-precision Shetty/Selig measured-envelope digitization at the same V/vi proxy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7405151294836785,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,heavyLift,APC Thin Electric 10x7,Fig. 12,-0.45,0.25833333333333336,0.5985639906975959,19.752611693020672,0.11560236201472149,0.4474930142505347,0.5985639906975961,,,,,,,,,,,,,,
current_vs_shetty_selig_digitized_fluctuation,heavyLift vs APC Thin Electric 10x10 J=0.00,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Compares current VRS sinusoidal thrust buffet amplitude with low-precision Shetty/Selig measured-envelope digitization at the same V/vi proxy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,heavyLift,APC Thin Electric 10x10,Fig. 13,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
current_vs_shetty_selig_digitized_fluctuation,heavyLift vs APC Thin Electric 10x10 J=-0.20,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Compares current VRS sinusoidal thrust buffet amplitude with low-precision Shetty/Selig measured-envelope digitization at the same V/vi proxy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7489984567013703,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,heavyLift,APC Thin Electric 10x10,Fig. 13,-0.2,0.23873873873873877,0.35007811159093244,11.552577682500775,0.0490045320181739,0.20526426618933216,0.3500781115909326,,,,,,,,,,,,,,
current_vs_shetty_selig_digitized_fluctuation,heavyLift vs APC Thin Electric 10x10 J=-0.35,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Compares current VRS sinusoidal thrust buffet amplitude with low-precision Shetty/Selig measured-envelope digitization at the same V/vi proxy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3107472992273979,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,heavyLift,APC Thin Electric 10x10,Fig. 13,-0.35,0.36725663716814155,1.0,33.00000000000001,0.279,0.7596867469879519,1.0000000000000002,,,,,,,,,,,,,,
current_vs_shetty_selig_digitized_fluctuation,heavyLift vs APC Thin Electric 10x10 J=-0.48,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Compares current VRS sinusoidal thrust buffet amplitude with low-precision Shetty/Selig measured-envelope digitization at the same V/vi proxy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7975962960832887,https://m-selig.ae.illinois.edu/pubs/ShettySelig-2011-AIAA-2011-1254-LRN-VSR-Props.pdf,heavyLift,APC Thin Electric 10x10,Fig. 13,-0.48,0.3142857142857143,0.5040061350927286,16.632202458060043,0.08714614459729303,0.2772831873550233,0.5040061350927285,,,,,,,,,,,,,,
current_vrs_scan,racingQuad 0.00vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,racingQuad,,,,,0.0,0.0,,,,9.321696972452155,0.0,0.0,0.446950883870468,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.23600853004571232,0.8045745342467465,0.035
current_vrs_scan,racingQuad 0.25vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,racingQuad,,,,,0.0,0.0,,,,9.321696972452155,0.25,2.330424243113039,0.446950883870468,0.0,0.0,1.0,0.0,0.0,14.0,0.024608347757177112,0.23600853004571232,0.8045745342467465,0.035
current_vrs_scan,racingQuad 0.45vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,racingQuad,,,,,0.0,0.0,,,,9.321696972452155,0.45,4.1947636376034705,0.446950883870468,0.0,0.0,1.0,0.0,0.0,14.0,0.37637049766103214,0.23600853004571232,0.8045745342467465,0.035
current_vrs_scan,racingQuad 0.75vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,racingQuad,,,,,0.352,11.60192,,,,9.321696972452155,0.75,6.991272729339117,0.446950883870468,0.18601117322446423,0.352,1.0,6.130928269478342,4.94182656,14.0,0.9040137225168144,0.23600853004571232,0.8045745342467465,0.035
current_vrs_scan,racingQuad 0.95vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,racingQuad,,,,,0.7407407407407407,24.41481481481481,,,,9.321696972452155,0.95,8.855612123829546,0.446950883870468,0.39143765409188597,0.7407407407407407,1.0,12.901785078868567,16.558847736625513,14.0,1.0,0.23600853004571232,0.8045745342467465,0.035
current_vrs_scan,racingQuad 1.20vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,racingQuad,,,,,1.0,32.96,,,,9.321696972452155,1.2,11.186036366942586,0.446950883870468,0.5284408330240461,1.0,1.0,17.417409856472553,27.900000000000002,14.0,1.0,0.23600853004571232,0.8045745342467465,0.035
current_vrs_scan,racingQuad 1.30vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,racingQuad,,,,,1.0,32.96,,,,9.321696972452155,1.3,12.118206064187802,0.446950883870468,0.5284408330240461,1.0,1.0,17.417409856472553,27.900000000000002,14.0,1.0,0.23600853004571232,0.8045745342467465,0.035
current_vrs_scan,racingQuad 1.55vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,racingQuad,,,,,0.8737997256515775,28.800438957475993,,,,9.321696972452155,1.55,14.448630307300842,0.446950883870468,0.46175145491950254,1.0,0.8737997256515775,15.219327954146799,22.020256510130004,14.0,1.0,0.23600853004571232,0.8045745342467465,0.035
current_vrs_scan,racingQuad 1.90vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,racingQuad,,,,,0.3360768175582993,11.077091906721549,,,,9.321696972452155,1.9,17.711224247659093,0.446950883870468,0.17759671343057806,1.0,0.3360768175582993,5.853587674671856,4.603809830253977,14.0,1.0,0.23600853004571232,0.8045745342467465,0.035
current_vrs_scan,racingQuad 2.25vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,racingQuad,,,,,0.0,0.0,,,,9.321696972452155,2.25,20.97381818801735,0.446950883870468,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.23600853004571232,0.8045745342467465,0.035
current_vrs_scan,racingQuad 2.50vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,racingQuad,,,,,0.0,0.0,,,,9.321696972452155,2.5,23.30424243113039,0.446950883870468,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.23600853004571232,0.8045745342467465,0.035
current_vrs_scan,cinewhoop 0.00vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cinewhoop,,,,,0.0,0.0,,,,14.47606650416079,0.0,0.0,0.5395692002653598,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.11052726232917756,0.3453976947786799,0.045
current_vrs_scan,cinewhoop 0.25vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cinewhoop,,,,,0.0,0.0,,,,14.47606650416079,0.25,3.6190166260401977,0.5395692002653598,0.0,0.0,1.0,0.0,0.0,14.0,0.5938284194235876,0.11052726232917756,0.3453976947786799,0.045
current_vrs_scan,cinewhoop 0.45vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cinewhoop,,,,,0.0,0.0,,,,14.47606650416079,0.45,6.514229926872356,0.5395692002653598,0.0,0.0,1.0,0.0,0.0,14.0,1.0,0.11052726232917756,0.3453976947786799,0.045
current_vrs_scan,cinewhoop 0.75vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cinewhoop,,,,,0.352,11.616000000000003,,,,14.47606650416079,0.75,10.857049878120593,0.5395692002653598,0.2604196419669522,0.352,1.0,8.593848184909426,4.94182656,14.0,1.0,0.11052726232917756,0.3453976947786799,0.045
current_vrs_scan,cinewhoop 0.95vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cinewhoop,,,,,0.7407407407407407,24.444444444444446,,,,14.47606650416079,0.95,13.75226317895275,0.5395692002653598,0.5480211320853371,0.7407407407407407,1.0,18.084697358816126,16.558847736625513,14.0,1.0,0.11052726232917756,0.3453976947786799,0.045
current_vrs_scan,cinewhoop 1.20vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cinewhoop,,,,,1.0,33.00000000000001,,,,14.47606650416079,1.2,17.371279804992948,0.5395692002653598,0.7398285283152052,1.0,1.0,24.414341434401777,27.900000000000002,14.0,1.0,0.11052726232917756,0.3453976947786799,0.045
current_vrs_scan,cinewhoop 1.30vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cinewhoop,,,,,1.0,33.00000000000001,,,,14.47606650416079,1.3,18.81888645540903,0.5395692002653598,0.7398285283152052,1.0,1.0,24.414341434401777,27.900000000000002,14.0,1.0,0.11052726232917756,0.3453976947786799,0.045
current_vrs_scan,cinewhoop 1.55vi,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,,,,,Current Java VRS scan mirrored at zero transverse flow. Hover-spin rows include the code's spin-load gate; max-spin rows expose pure descent-ratio shape.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cinewhoop,,,,,0.8737997256515775,28.83539094650206,,,,14.47606650416079,1.55,22.437903081449225,0.5395692002653598,0.6464619650710366,1.0,0.8737997256515775,21.33324484734421,22.020256510130004,14.0,1.0,0.11052726232917756,0.3453976947786799,0.045
