row_type,name,source,advance_ratio_low,advance_ratio_high,source_context,note,advance_ratio,lift_dissymmetry_start_mu,lift_dissymmetry_full_mu,retreating_blade_stall_start_mu,retreating_blade_stall_full_mu,high_advance_loss_start_mu,high_advance_loss_full_mu,advance_ratio_mu,spin_ratio,thrust_fraction,current_loaded_rotor,current_lift_dissymmetry,current_retreating_blade_stall,current_intensity,current_thrust_scale,current_thrust_loss_percent,current_load_factor,current_vibration,current_reverse_flow_inboard_fraction_r_over_r,preset,speed_m_s,radius_m,hover_rpm,max_rpm,hover_tip_speed_m_s,max_tip_speed_m_s,hover_mu,max_mu,hover_reverse_flow_fraction_r_over_r,max_reverse_flow_fraction_r_over_r,hover_lift_dissymmetry,max_lift_dissymmetry,hover_retreating_blade_stall,max_retreating_blade_stall,hover_intensity,max_intensity,hover_thrust_scale,max_thrust_scale,hover_load_factor,max_load_factor,hover_vibration,max_vibration,hover_retreating_stall_onset_speed_m_s,hover_retreating_stall_full_speed_m_s,max_retreating_stall_onset_speed_m_s,max_retreating_stall_full_speed_m_s
current_preset_speed_scan,hexLift 10.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,hexLift,10.0,0.105,4169.93695964427,8115.341605103235,45.85085161422849,89.23284148787373,0.21809845723556395,0.11206636293610517,0.21809845723556395,0.11206636293610517,0.37827154085055625,0.04188050141565267,0.0,0.0,0.37827154085055625,0.04188050141565267,0.9905432114787361,0.9989529874646087,0.01323950392976947,0.0014658175495478438,0.009456788521263908,0.001047012535391317,19.257357677975964,37.59769832366736,37.47779342490696,73.17093002005645
current_preset_speed_scan,hexLift 12.5m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,hexLift,12.5,0.105,4169.93695964427,8115.341605103235,45.85085161422849,89.23284148787373,0.2726230715444549,0.14008295367013146,0.2726230715444549,0.14008295367013146,0.576644536018857,0.13552432597056147,0.0,0.0,0.576644536018857,0.13552432597056147,0.9855838865995286,0.996611891850736,0.020182558760659997,0.004743351408969651,0.014416113400471426,0.003388108149264037,19.257357677975964,37.59769832366736,37.47779342490696,73.17093002005645
current_preset_speed_scan,hexLift 15.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,hexLift,15.0,0.105,4169.93695964427,8115.341605103235,45.85085161422849,89.23284148787373,0.3271476858533459,0.16809954440415775,0.3271476858533459,0.16809954440415775,0.6870614224953752,0.2666373873307623,0.0,0.0,0.6870614224953752,0.2666373873307623,0.9828234644376156,0.993334065316731,0.024047149787338132,0.009332308556576682,0.01717653556238438,0.006665934683269058,19.257357677975964,37.59769832366736,37.47779342490696,73.17093002005645
current_preset_speed_scan,hexLift 20.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,hexLift,20.0,0.105,4169.93695964427,8115.341605103235,45.85085161422849,89.23284148787373,0.4361969144711279,0.22413272587221034,0.4361969144711279,0.22413272587221034,0.6919667645821198,0.5812137479166457,0.003311816160875964,0.0,0.6931259002384264,0.5812137479166457,0.9824524446733813,0.9854696563020838,0.02464937286128807,0.0203424811770826,0.017547555326618693,0.014530343697916143,19.257357677975964,37.59769832366736,37.47779342490696,73.17093002005645
current_preset_speed_scan,hexLift 30.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,hexLift,30.0,0.105,4169.93695964427,8115.341605103235,45.85085161422849,89.23284148787373,0.6542953717066918,0.3361990888083155,0.6542953717066918,0.3361990888083155,0.6919667645821198,0.9993651126975798,0.4341033458901746,0.0,0.8439029356436809,0.9993651126975798,0.950143079943684,0.9750158721825605,0.08065227172609689,0.0349777789444153,0.04985692005631609,0.024984127817439496,19.257357677975964,37.59769832366736,37.47779342490696,73.17093002005645
current_preset_speed_scan,hexLift 40.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,hexLift,40.0,0.105,4169.93695964427,8115.341605103235,45.85085161422849,89.23284148787373,0.8723938289422558,0.4482654517444207,0.8723938289422558,0.4482654517444207,0.6919667645821198,1.0,0.6919667645821198,0.01427434928603328,0.9341551321858617,1.0,0.9308033235417881,0.9739294238035475,0.11417451615604976,0.03685566540718433,0.06919667645821198,0.026070576196452498,19.257357677975964,37.59769832366736,37.47779342490696,73.17093002005645
current_preset_speed_scan,hexLift 50.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,hexLift,50.0,0.105,4169.93695964427,8115.341605103235,45.85085161422849,89.23284148787373,1.0904922861778197,0.5603318146805258,1.0,0.5603318146805258,0.6919667645821198,1.0,0.6919667645821198,0.2828829357736594,0.9341551321858617,1.0,0.9308033235417881,0.9537837798169755,0.11417451615604976,0.07177478165057573,0.06919667645821198,0.04621622018302446,19.257357677975964,37.59769832366736,37.47779342490696,73.17093002005645
current_preset_speed_scan,hexLift 60.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,hexLift,60.0,0.105,4169.93695964427,8115.341605103235,45.85085161422849,89.23284148787373,1.3085907434133837,0.672398177616631,1.0,0.672398177616631,0.6919667645821198,1.0,0.6919667645821198,0.6919974531548667,0.9341551321858617,1.0,0.9308033235417881,0.9231001910133849,0.11417451615604976,0.12495966891013267,0.06919667645821198,0.076899808986615,19.257357677975964,37.59769832366736,37.47779342490696,73.17093002005645
current_preset_speed_scan,octoLift 5.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,octoLift,5.0,0.115,4873.783053100573,8269.933431326881,58.69385730010958,99.59292143521044,0.08518779017085772,0.0502043712338805,0.08518779017085772,0.0502043712338805,0.0010529665310846726,0.0,0.0,0.0,0.0010529665310846726,0.0,0.9999736758367229,1.0,3.685382858796354e-05,0.0,2.6324163277116817e-05,0.0,24.651420066046022,48.12896298608985,41.829027002788386,81.66619557687255
current_preset_speed_scan,octoLift 10.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,octoLift,10.0,0.115,4873.783053100573,8269.933431326881,58.69385730010958,99.59292143521044,0.17037558034171543,0.100408742467761,0.17037558034171543,0.100408742467761,0.2488171572132313,0.0175171775694837,0.0,0.0,0.2488171572132313,0.0175171775694837,0.9937795710696692,0.999562070560763,0.008708600502463096,0.0006131012149319296,0.006220428930330783,0.00043792943923709254,24.651420066046022,48.12896298608985,41.829027002788386,81.66619557687255
current_preset_speed_scan,octoLift 12.5m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,octoLift,12.5,0.115,4873.783053100573,8269.933431326881,58.69385730010958,99.59292143521044,0.21296947542714428,0.12551092808470127,0.21296947542714428,0.12551092808470127,0.46205059437932255,0.08119266288079469,0.0,0.0,0.46205059437932255,0.08119266288079469,0.9884487351405169,0.9979701834279802,0.01617177080327629,0.0028417432008278143,0.011551264859483065,0.002029816572019867,24.651420066046022,48.12896298608985,41.829027002788386,81.66619557687255
current_preset_speed_scan,octoLift 15.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,octoLift,15.0,0.115,4873.783053100573,8269.933431326881,58.69385730010958,99.59292143521044,0.25556337051257316,0.15061311370164152,0.25556337051257316,0.15061311370164152,0.671997584645722,0.18121650770765865,0.0,0.0,0.671997584645722,0.18121650770765865,0.983200060383857,0.9954695873073085,0.023519915462600273,0.006342577769768053,0.01679993961614305,0.004530412692691467,24.651420066046022,48.12896298608985,41.829027002788386,81.66619557687255
current_preset_speed_scan,octoLift 20.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,octoLift,20.0,0.115,4873.783053100573,8269.933431326881,58.69385730010958,99.59292143521044,0.34075116068343086,0.200817484935522,0.34075116068343086,0.200817484935522,0.8934926165832756,0.4471120554038173,0.0,0.0,0.8934926165832756,0.4471120554038173,0.9776626845854182,0.9888221986149046,0.031272241580414646,0.015648921939133607,0.022337315414581893,0.011177801385095434,24.651420066046022,48.12896298608985,41.829027002788386,81.66619557687255
current_preset_speed_scan,octoLift 30.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,octoLift,30.0,0.115,4873.783053100573,8269.933431326881,58.69385730010958,99.59292143521044,0.5111267410251463,0.30122622740328303,0.5111267410251463,0.30122622740328303,0.8934926165832756,0.9399140394362608,0.11798921097999886,0.0,0.9347888404262752,0.9399140394362608,0.9688134937619183,0.9765021490140935,0.0466108390078145,0.03289699138026913,0.031186506238081807,0.023497850985906524,24.651420066046022,48.12896298608985,41.829027002788386,81.66619557687255
current_preset_speed_scan,octoLift 40.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,octoLift,40.0,0.115,4873.783053100573,8269.933431326881,58.69385730010958,99.59292143521044,0.6815023213668617,0.401634969871044,0.6815023213668617,0.401634969871044,0.8934926165832756,1.0,0.6463202771731456,0.0,1.0,1.0,0.9291886637974323,0.975,0.11529387761292356,0.035,0.0708113362025678,0.025,24.651420066046022,48.12896298608985,41.829027002788386,81.66619557687255
current_preset_speed_scan,octoLift 50.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,octoLift,50.0,0.115,4873.783053100573,8269.933431326881,58.69385730010958,99.59292143521044,0.8518779017085771,0.5020437123388051,0.8518779017085771,0.5020437123388051,0.8934926165832756,1.0,0.8934926165832756,0.10895163141151852,1.0,1.0,0.9106507383416725,0.9668286276441361,0.14742628173624048,0.049163712083497416,0.08934926165832756,0.03317137235586389,24.651420066046022,48.12896298608985,41.829027002788386,81.66619557687255
current_preset_speed_scan,octoLift 60.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,octoLift,60.0,0.115,4873.783053100573,8269.933431326881,58.69385730010958,99.59292143521044,1.0222534820502927,0.6024524548065661,1.0,0.6024524548065661,0.8934926165832756,1.0,0.8934926165832756,0.434365554772516,1.0,1.0,0.9106507383416725,0.9424225833920613,0.14742628173624048,0.09146752212042708,0.08934926165832756,0.0575774166079387,24.651420066046022,48.12896298608985,41.829027002788386,81.66619557687255
current_preset_speed_scan,coaxialX8 5.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,coaxialX8,5.0,0.115,5015.081387389711,8269.933431326881,60.395480901150634,99.59292143521044,0.08278765108574111,0.0502043712338805,0.08278765108574111,0.0502043712338805,0.0003180406278922976,0.0,0.0,0.0,0.0003180406278922976,0.0,0.9999920489843027,1.0,1.1131421976230416e-05,0.0,7.95101569730744e-06,0.0,25.366101978483265,49.52429433894352,41.829027002788386,81.66619557687255
current_preset_speed_scan,coaxialX8 10.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,coaxialX8,10.0,0.115,5015.081387389711,8269.933431326881,60.395480901150634,99.59292143521044,0.16557530217148222,0.100408742467761,0.16557530217148222,0.100408742467761,0.2356314955993717,0.0175171775694837,0.0,0.0,0.2356314955993717,0.0175171775694837,0.9941092126100157,0.999562070560763,0.00824710234597801,0.0006131012149319296,0.005890787389984293,0.00043792943923709254,25.366101978483265,49.52429433894352,41.829027002788386,81.66619557687255
current_preset_speed_scan,coaxialX8 12.5m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,coaxialX8,12.5,0.115,5015.081387389711,8269.933431326881,60.395480901150634,99.59292143521044,0.20696912771435277,0.12551092808470127,0.20696912771435277,0.12551092808470127,0.44818732540627454,0.08119266288079469,0.0,0.0,0.44818732540627454,0.08119266288079469,0.9887953168648431,0.9979701834279802,0.01568655638921961,0.0028417432008278143,0.011204683135156865,0.002029816572019867,25.366101978483265,49.52429433894352,41.829027002788386,81.66619557687255
current_preset_speed_scan,coaxialX8 15.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,coaxialX8,15.0,0.115,5015.081387389711,8269.933431326881,60.395480901150634,99.59292143521044,0.24836295325722335,0.15061311370164152,0.24836295325722335,0.15061311370164152,0.6640365712080314,0.18121650770765865,0.0,0.0,0.6640365712080314,0.18121650770765865,0.9833990857197992,0.9954695873073085,0.0232412799922811,0.006342577769768053,0.016600914280200784,0.004530412692691467,25.366101978483265,49.52429433894352,41.829027002788386,81.66619557687255
current_preset_speed_scan,coaxialX8 20.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,coaxialX8,20.0,0.115,5015.081387389711,8269.933431326881,60.395480901150634,99.59292143521044,0.33115060434296445,0.200817484935522,0.33115060434296445,0.200817484935522,0.9256973541383406,0.4471120554038173,0.0,0.0,0.9256973541383406,0.4471120554038173,0.9768575661465415,0.9888221986149046,0.03239940739484193,0.015648921939133607,0.023142433853458516,0.011177801385095434,25.366101978483265,49.52429433894352,41.829027002788386,81.66619557687255
current_preset_speed_scan,coaxialX8 30.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,coaxialX8,30.0,0.115,5015.081387389711,8269.933431326881,60.395480901150634,99.59292143521044,0.4967259065144467,0.30122622740328303,0.4967259065144467,0.30122622740328303,0.9288522164644213,0.9399140394362608,0.0894149080078763,0.0,0.960147434267178,0.9399140394362608,0.9700725764877988,0.9765021490140935,0.04413376561727867,0.03289699138026913,0.029927423512201255,0.023497850985906524,25.366101978483265,49.52429433894352,41.829027002788386,81.66619557687255
current_preset_speed_scan,coaxialX8 40.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,coaxialX8,40.0,0.115,5015.081387389711,8269.933431326881,60.395480901150634,99.59292143521044,0.6623012086859289,0.401634969871044,0.6623012086859289,0.401634969871044,0.9288522164644213,1.0,0.6095723751059937,0.0,1.0,1.0,0.93106076645544,0.975,0.11175423634003392,0.035,0.06893923354456005,0.025,25.366101978483265,49.52429433894352,41.829027002788386,81.66619557687255
current_preset_speed_scan,coaxialX8 50.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,coaxialX8,50.0,0.115,5015.081387389711,8269.933431326881,60.395480901150634,99.59292143521044,0.8278765108574111,0.5020437123388051,0.8278765108574111,0.5020437123388051,0.9288522164644213,1.0,0.9288522164644213,0.10895163141151852,1.0,1.0,0.9071147783535579,0.9668286276441361,0.15326061571662952,0.049163712083497416,0.09288522164644213,0.03317137235586389,25.366101978483265,49.52429433894352,41.829027002788386,81.66619557687255
current_preset_speed_scan,coaxialX8 60.0m_s,drone-sim-core/src/main/java/com/tenicana/dronecraft/sim/DronePhysics.java,,,,Speed-to-mu mapping uses transverse speed divided by rotational tip speed. Hover rows use hover thrust fraction/spin; max rows use full spin/thrust fraction.,,,,,,,,,,,,,,,,,,,,coaxialX8,60.0,0.115,5015.081387389711,8269.933431326881,60.395480901150634,99.59292143521044,0.9934518130288934,0.6024524548065661,0.9934518130288934,0.6024524548065661,0.9288522164644213,1.0,0.9288522164644213,0.434365554772516,1.0,1.0,0.9071147783535579,0.9424225833920613,0.15326061571662952,0.09146752212042708,0.09288522164644213,0.0575774166079387,25.366101978483265,49.52429433894352,41.829027002788386,81.66619557687255
