row_type,name,source,equation,note,youngs_modulus_gpa,propeller,method,rpm,out_of_plane_deflection_mm,coning_angle_deg,standard_mean_error_deflection_mm,standard_mean_error_coning_deg,preset,operating_point,rotor_radius_m,arm_variable_m,arm_length_m,thrust_fraction,spin_ratio,current_arm_flex_target,current_arm_full_flex_vertical_deflection_mm,current_arm_flex_vertical_deflection_mm,current_arm_full_flex_tilt_deg,current_arm_flex_tilt_deg,current_arm_flex_natural_frequency_hz,current_arm_flex_damping_ratio,current_arm_flex_vibration,current_coning_target_intensity,current_coning_natural_frequency_hz,current_coning_damping_ratio,current_coning_thrust_scale,current_coning_load_factor,current_coning_vibration,geometry,geometry_use,section_type,outer_width_m,outer_height_m,inner_width_m,inner_height_m,area_m2,second_moment_area_m4,density_kg_m3,tip_mass_kg,load_force_n,cantilever_tip_deflection_mm_at_max_thrust,cantilever_tip_stiffness_n_m,cantilever_first_bending_frequency_hz,code_max_snap_vertical_deflection_mm,beam_deflection_over_code_max_snap,code_arm_flex_frequency_hz_max,beam_frequency_over_code_max
beam_theory_arm_sensitivity,cinewhoop 5in_solid_10x5mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,cinewhoop,,,,0.13,,,,,,,,,,,,,,,,,5in_solid_10x5mm,stiffer 5-inch carbon arm sensitivity case,solid_rectangular,0.01,0.005,,,5e-05,1.0416666666666668e-10,1600.0,0.035,8.0,0.8034742857142857,9956.759217114248,82.05928185136956,3.318655927533666,0.24210834243108947,53.957301337366154,1.5208188663531697
beam_theory_arm_sensitivity,cinewhoop 5in_solid_10x5mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,cinewhoop,,,,0.13,,,,,,,,,,,,,,,,,5in_solid_10x5mm,stiffer 5-inch carbon arm sensitivity case,solid_rectangular,0.01,0.005,,,5e-05,1.0416666666666668e-10,1600.0,0.035,8.0,0.41661629629629626,19202.321347291763,113.95819876634832,3.318655927533666,0.12553765903834269,53.957301337366154,2.112007011874605
beam_theory_arm_sensitivity,cinewhoop 3in_solid_8x3mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,cinewhoop,,,,0.13,,,,,,,,,,,,,,,,,3in_solid_8x3mm,compact ducted/cinewhoop arm sensitivity case,solid_rectangular,0.008,0.003,,,2.4e-05,1.8e-11,1600.0,0.025,8.0,4.64973544973545,1720.5279927173417,40.80203672139718,3.318655927533666,1.4010899446243608,53.957301337366154,0.7561912050842547
beam_theory_arm_sensitivity,cinewhoop 3in_solid_8x3mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,cinewhoop,,,,0.13,,,,,,,,,,,,,,,,,3in_solid_8x3mm,compact ducted/cinewhoop arm sensitivity case,solid_rectangular,0.008,0.003,,,2.4e-05,1.8e-11,1600.0,0.025,8.0,2.4109739368998633,3318.161128812016,56.66301856249087,3.318655927533666,0.7264910823978167,53.957301337366154,1.050145525407346
beam_theory_arm_sensitivity,cinewhoop 10in_solid_16x6mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,cinewhoop,,,,0.13,,,,,,,,,,,,,,,,,10in_solid_16x6mm,large flat carbon arm sensitivity case,solid_rectangular,0.016,0.006,,,9.6e-05,2.88e-10,1600.0,0.09,8.0,0.29060846560846565,27528.447883477467,85.80398603451178,3.318655927533666,0.08756812153902255,53.957301337366154,1.5902201167924492
beam_theory_arm_sensitivity,cinewhoop 10in_solid_16x6mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,cinewhoop,,,,0.13,,,,,,,,,,,,,,,,,10in_solid_16x6mm,large flat carbon arm sensitivity case,solid_rectangular,0.016,0.006,,,9.6e-05,2.88e-10,1600.0,0.09,8.0,0.15068587105624145,53090.57806099226,119.15858236703149,3.318655927533666,0.04540569264986354,53.957301337366154,2.208386620783656
beam_theory_arm_sensitivity,cinewhoop lift_square_tube_20x20x1p5mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,cinewhoop,,,,0.13,,,,,,,,,,,,,,,,,lift_square_tube_20x20x1p5mm,large lift square-tube arm sensitivity case,rectangular_tube,0.02,0.02,0.017,0.017,0.00011099999999999999,6.37325e-09,1600.0,0.18,8.0,0.013132269736043324,609186.3905325443,288.45844074698994,3.318655927533666,0.003957104931273447,53.957301337366154,5.346050184078213
beam_theory_arm_sensitivity,cinewhoop lift_square_tube_20x20x1p5mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,cinewhoop,,,,0.13,,,,,,,,,,,,,,,,,lift_square_tube_20x20x1p5mm,large lift square-tube arm sensitivity case,rectangular_tube,0.02,0.02,0.017,0.017,0.00011099999999999999,6.37325e-09,1600.0,0.18,8.0,0.00680932504831876,1174859.467455621,400.5909335889193,3.318655927533666,0.0020518321865862317,53.957301337366154,7.424221072218538
beam_theory_arm_sensitivity,heavyLift 5in_solid_6x4mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,heavyLift,,,,0.36,,,,,,,,,,,,,,,,,5in_solid_6x4mm,thin 5-inch carbon arm sensitivity case,solid_rectangular,0.006,0.004,,,2.4e-05,3.2e-11,1600.0,0.035,38.0,263.8285714285714,144.0329218106996,9.764826922939088,16.800857120992376,15.703280465311634,17.736200269505304,0.5505591262254871
beam_theory_arm_sensitivity,heavyLift 5in_solid_6x4mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,heavyLift,,,,0.36,,,,,,,,,,,,,,,,,5in_solid_6x4mm,thin 5-inch carbon arm sensitivity case,solid_rectangular,0.006,0.004,,,2.4e-05,3.2e-11,1600.0,0.035,38.0,136.8,277.77777777777777,13.560709554085745,16.800857120992376,8.142441722754182,17.736200269505304,0.7645780577591538
beam_theory_arm_sensitivity,heavyLift 5in_solid_10x5mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,heavyLift,,,,0.36,,,,,,,,,,,,,,,,,5in_solid_10x5mm,stiffer 5-inch carbon arm sensitivity case,solid_rectangular,0.01,0.005,,,5e-05,1.0416666666666668e-10,1600.0,0.035,38.0,81.04813714285712,468.85716735253783,16.856557828403083,16.800857120992376,4.824047758943732,17.736200269505304,0.9504041210780286
beam_theory_arm_sensitivity,heavyLift 5in_solid_10x5mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,heavyLift,,,,0.36,,,,,,,,,,,,,,,,,5in_solid_10x5mm,stiffer 5-inch carbon arm sensitivity case,solid_rectangular,0.01,0.005,,,5e-05,1.0416666666666668e-10,1600.0,0.035,38.0,42.024959999999986,904.2245370370373,23.40921007577089,16.800857120992376,2.5013580972300833,17.736200269505304,1.319854857301057
beam_theory_arm_sensitivity,heavyLift 3in_solid_8x3mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,heavyLift,,,,0.36,,,,,,,,,,,,,,,,,3in_solid_8x3mm,compact ducted/cinewhoop arm sensitivity case,solid_rectangular,0.008,0.003,,,2.4e-05,1.8e-11,1600.0,0.025,38.0,469.0285714285714,81.01851851851852,8.521327744705724,16.800857120992376,27.916943049442903,17.736200269505304,0.4804483268807496
beam_theory_arm_sensitivity,heavyLift 3in_solid_8x3mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,heavyLift,,,,0.36,,,,,,,,,,,,,,,,,3in_solid_8x3mm,compact ducted/cinewhoop arm sensitivity case,solid_rectangular,0.008,0.003,,,2.4e-05,1.8e-11,1600.0,0.025,38.0,243.19999999999996,156.25,11.833824754197098,16.800857120992376,14.475451951562984,17.736200269505304,0.6672130768924366
beam_theory_arm_sensitivity,heavyLift 10in_solid_16x6mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,heavyLift,,,,0.36,,,,,,,,,,,,,,,,,10in_solid_16x6mm,large flat carbon arm sensitivity case,solid_rectangular,0.016,0.006,,,9.6e-05,2.88e-10,1600.0,0.09,38.0,29.314285714285713,1296.2962962962963,17.8504256760229,16.800857120992376,1.7448089405901814,17.736200269505304,1.0064402411329325
beam_theory_arm_sensitivity,heavyLift 10in_solid_16x6mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,heavyLift,,,,0.36,,,,,,,,,,,,,,,,,10in_solid_16x6mm,large flat carbon arm sensitivity case,solid_rectangular,0.016,0.006,,,9.6e-05,2.88e-10,1600.0,0.09,38.0,15.199999999999998,2500.0,24.789424320537055,16.800857120992376,0.9047157469726865,17.736200269505304,1.3976739066912036
beam_theory_arm_sensitivity,heavyLift lift_square_tube_20x20x1p5mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,heavyLift,,,,0.36,,,,,,,,,,,,,,,,,lift_square_tube_20x20x1p5mm,large lift square-tube arm sensitivity case,rectangular_tube,0.02,0.02,0.017,0.017,0.00011099999999999999,6.37325e-09,1600.0,0.18,38.0,1.324679603924887,28686.181841563786,61.029558703228815,16.800857120992376,0.07884595377397281,17.736200269505304,3.440960170491526
beam_theory_arm_sensitivity,heavyLift lift_square_tube_20x20x1p5mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,heavyLift,,,,0.36,,,,,,,,,,,,,,,,,lift_square_tube_20x20x1p5mm,large lift square-tube arm sensitivity case,rectangular_tube,0.02,0.02,0.017,0.017,0.00011099999999999999,6.37325e-09,1600.0,0.18,38.0,0.6868709057388303,55323.350694444445,84.75358819154714,16.800857120992376,0.04088308714205998,17.736200269505304,4.778565132536761
beam_theory_arm_sensitivity,hexLift 5in_solid_6x4mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,hexLift,,,,0.42,,,,,,,,,,,,,,,,,5in_solid_6x4mm,thin 5-inch carbon arm sensitivity case,solid_rectangular,0.006,0.004,,,2.4e-05,3.2e-11,1600.0,0.035,26.0,286.65,90.702947845805,7.6944968996501295,17.822598235779648,16.08351353757936,18.059029196227687,0.42607478043489827
beam_theory_arm_sensitivity,hexLift 5in_solid_6x4mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,hexLift,,,,0.42,,,,,,,,,,,,,,,,,5in_solid_6x4mm,thin 5-inch carbon arm sensitivity case,solid_rectangular,0.006,0.004,,,2.4e-05,3.2e-11,1600.0,0.035,26.0,148.63333333333333,174.92711370262393,10.685579831000508,17.822598235779648,8.339599612078187,18.059029196227687,0.5917028935992084
beam_theory_arm_sensitivity,hexLift 5in_solid_10x5mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,hexLift,,,,0.42,,,,,,,,,,,,,,,,,5in_solid_10x5mm,stiffer 5-inch carbon arm sensitivity case,solid_rectangular,0.01,0.005,,,5e-05,1.0416666666666668e-10,1600.0,0.035,26.0,88.05887999999996,295.2569916855632,13.19902361651793,17.822598235779648,4.940855358744377,18.059029196227687,0.730882234759056
beam_theory_arm_sensitivity,hexLift 5in_solid_10x5mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,hexLift,,,,0.42,,,,,,,,,,,,,,,,,5in_solid_10x5mm,stiffer 5-inch carbon arm sensitivity case,solid_rectangular,0.01,0.005,,,5e-05,1.0416666666666668e-10,1600.0,0.035,26.0,45.66015999999998,569.4241982507291,18.32988204231734,17.822598235779648,2.5619250008304184,18.059029196227687,1.0149981952599219
beam_theory_arm_sensitivity,hexLift 3in_solid_8x3mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,hexLift,,,,0.42,,,,,,,,,,,,,,,,,3in_solid_8x3mm,compact ducted/cinewhoop arm sensitivity case,solid_rectangular,0.008,0.003,,,2.4e-05,1.8e-11,1600.0,0.025,26.0,509.59999999999997,51.020408163265316,6.698060251113204,17.822598235779648,28.59291295569664,18.059029196227687,0.37089813512856756
beam_theory_arm_sensitivity,hexLift 3in_solid_8x3mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,hexLift,,,,0.42,,,,,,,,,,,,,,,,,3in_solid_8x3mm,compact ducted/cinewhoop arm sensitivity case,solid_rectangular,0.008,0.003,,,2.4e-05,1.8e-11,1600.0,0.025,26.0,264.237037037037,98.39650145772596,9.30179821495228,17.822598235779648,14.825954865916776,18.059029196227687,0.5150774227052755
beam_theory_arm_sensitivity,hexLift 10in_solid_16x6mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,hexLift,,,,0.42,,,,,,,,,,,,,,,,,10in_solid_16x6mm,large flat carbon arm sensitivity case,solid_rectangular,0.016,0.006,,,9.6e-05,2.88e-10,1600.0,0.09,26.0,31.849999999999998,816.326530612245,14.018223076629388,17.822598235779648,1.78705705973104,18.059029196227687,0.7762445546938717
beam_theory_arm_sensitivity,hexLift 10in_solid_16x6mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,hexLift,,,,0.42,,,,,,,,,,,,,,,,,10in_solid_16x6mm,large flat carbon arm sensitivity case,solid_rectangular,0.016,0.006,,,9.6e-05,2.88e-10,1600.0,0.09,26.0,16.514814814814812,1574.3440233236154,19.467529031158357,17.822598235779648,0.9266221791197985,18.059029196227687,1.0779942166118701
beam_theory_arm_sensitivity,hexLift lift_square_tube_20x20x1p5mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,hexLift,,,,0.42,,,,,,,,,,,,,,,,,lift_square_tube_20x20x1p5mm,large lift square-tube arm sensitivity case,rectangular_tube,0.02,0.02,0.017,0.017,0.00011099999999999999,6.37325e-09,1600.0,0.18,26.0,1.4392656807751145,18064.767573696146,48.12145735492811,17.822598235779648,0.08075509876476515,18.059029196227687,2.664675760365906
beam_theory_arm_sensitivity,hexLift lift_square_tube_20x20x1p5mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,hexLift,,,,0.42,,,,,,,,,,,,,,,,,lift_square_tube_20x20x1p5mm,large lift square-tube arm sensitivity case,rectangular_tube,0.02,0.02,0.017,0.017,0.00011099999999999999,6.37325e-09,1600.0,0.18,26.0,0.7462859085500594,34839.194606414,66.82771867431018,17.822598235779648,0.04187301417432267,18.059029196227687,3.7005155674851933
beam_theory_arm_sensitivity,octoLift 5in_solid_6x4mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,octoLift,,,,0.52,,,,,,,,,,,,,,,,,5in_solid_6x4mm,thin 5-inch carbon arm sensitivity case,solid_rectangular,0.006,0.004,,,2.4e-05,3.2e-11,1600.0,0.035,24.0,502.1714285714286,47.79244424214838,5.521237425030414,23.09294605459241,21.74566325943344,15.979279522311817,0.3455248040014024
beam_theory_arm_sensitivity,octoLift 5in_solid_6x4mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,octoLift,,,,0.52,,,,,,,,,,,,,,,,,5in_solid_6x4mm,thin 5-inch carbon arm sensitivity case,solid_rectangular,0.006,0.004,,,2.4e-05,3.2e-11,1600.0,0.035,24.0,260.3851851851852,92.17114246700044,7.667508875564405,23.09294605459241,11.275529097484007,15.979279522311817,0.47984071277170454
beam_theory_arm_sensitivity,octoLift 5in_solid_10x5mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,octoLift,,,,0.52,,,,,,,,,,,,,,,,,5in_solid_10x5mm,stiffer 5-inch carbon arm sensitivity case,solid_rectangular,0.01,0.005,,,5e-05,1.0416666666666668e-10,1600.0,0.035,24.0,154.26706285714283,155.57436276741012,9.377020143395344,23.09294605459241,6.680267753297952,15.979279522311817,0.586823713190713
beam_theory_arm_sensitivity,octoLift 5in_solid_10x5mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,octoLift,,,,0.52,,,,,,,,,,,,,,,,,5in_solid_10x5mm,stiffer 5-inch carbon arm sensitivity case,solid_rectangular,0.01,0.005,,,5e-05,1.0416666666666668e-10,1600.0,0.035,24.0,79.99032888888888,300.0362710514338,13.022150587091254,23.09294605459241,3.463842538747086,15.979279522311817,0.8149397830426877
beam_theory_arm_sensitivity,octoLift 3in_solid_8x3mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,octoLift,,,,0.52,,,,,,,,,,,,,,,,,3in_solid_8x3mm,compact ducted/cinewhoop arm sensitivity case,solid_rectangular,0.008,0.003,,,2.4e-05,1.8e-11,1600.0,0.025,24.0,892.7492063492065,26.883249886208464,4.7873127320348665,23.09294605459241,38.65895690565945,15.979279522311817,0.29959503026092993
beam_theory_arm_sensitivity,octoLift 3in_solid_8x3mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,octoLift,,,,0.52,,,,,,,,,,,,,,,,,3in_solid_8x3mm,compact ducted/cinewhoop arm sensitivity case,solid_rectangular,0.008,0.003,,,2.4e-05,1.8e-11,1600.0,0.025,24.0,462.90699588477366,51.84626763768775,6.648285526822389,23.09294605459241,20.045385062193787,15.979279522311817,0.41605665121130203
beam_theory_arm_sensitivity,octoLift 10in_solid_16x6mm E70GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",70.0,,,,,,,,octoLift,,,,0.52,,,,,,,,,,,,,,,,,10in_solid_16x6mm,large flat carbon arm sensitivity case,solid_rectangular,0.016,0.006,,,9.6e-05,2.88e-10,1600.0,0.09,24.0,55.796825396825405,430.1319981793354,10.00477222571694,23.09294605459241,2.4161848066037157,15.979279522311817,0.6261090940769456
beam_theory_arm_sensitivity,octoLift 10in_solid_16x6mm E135GPa,https://ntrs.nasa.gov/api/citations/19690026842/downloads/19690026842.pdf; https://ntrs.nasa.gov/api/citations/19760006440/downloads/19760006440.pdf; https://acpcomposites.com/wp-content/uploads/2023/12/Mechanical-Properties-of-Carbon-Fiber-Composite-Materials.pdf,,"Geometry is a sensitivity case, not a measured frame dimension.",135.0,,,,,,,,octoLift,,,,0.52,,,,,,,,,,,,,,,,,10in_solid_16x6mm,large flat carbon arm sensitivity case,solid_rectangular,0.016,0.006,,,9.6e-05,2.88e-10,1600.0,0.09,24.0,28.931687242798354,829.540282203004,13.893928830322364,23.09294605459241,1.2528365663871117,15.979279522311817,0.8694965759202294
