row_type,name,metric,value,unit,source_file,source_url,evidence_role,note,effect,prop_diameter_in,prop_diameter_m,facility,source_csv,row_index,distance_cm,distance_over_diameter,distance_over_radius,pwm,rpm_1,rpm_2,rpm_mean,fz_n,wall_force_n,abs_wall_force_n,wall_moment_nm,abs_wall_moment_nm,far_baseline_distance_cm,fz_over_far_same_pwm,source_mat,uncertainty_group
surface_jirs2024_packet_measurement,ground_10in_txc_d5_pwm1109_r1,fz_n,2.3805,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,10,0.254,txc,GroundEffect_10_txc.csv,1,5,0.196850393701,0.393700787402,1109,2038.65,1878.275,1958.4625,2.3805,,,,,100,1.26588673225,,
surface_jirs2024_packet_measurement,ground_10in_txc_d5_pwm1524_r2,fz_n,8.387,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,10,0.254,txc,GroundEffect_10_txc.csv,2,5,0.196850393701,0.393700787402,1524,3594.175,3488.05,3541.1125,8.387,,,,,100,1.30608113369,,
surface_jirs2024_packet_measurement,ground_10in_txc_d5_pwm1641_r3,fz_n,10.791,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,10,0.254,txc,GroundEffect_10_txc.csv,3,5,0.196850393701,0.393700787402,1641,4052.6,3942.05,3997.325,10.791,,,,,100,1.28671078519,,
surface_jirs2024_packet_measurement,ground_10in_txc_d5_pwm2000_r4,fz_n,15.064,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,10,0.254,txc,GroundEffect_10_txc.csv,4,5,0.196850393701,0.393700787402,2000,5042.25,4803.65,4922.95,15.064,,,,,100,1.15005534985,,
surface_jirs2024_packet_measurement,ground_10in_txc_d15_pwm1109_r5,fz_n,1.929,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,10,0.254,txc,GroundEffect_10_txc.csv,5,15,0.590551181102,1.1811023622,1109,1937.4475,1813.85,1875.64875,1.929,,,,,100,1.02579101303,,
surface_jirs2024_packet_measurement,ground_10in_txc_d15_pwm1524_r6,fz_n,6.8485,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,10,0.254,txc,GroundEffect_10_txc.csv,6,15,0.590551181102,1.1811023622,1524,3477.9225,3424.425,3451.17375,6.8485,,,,,100,1.06649536713,,
surface_jirs2024_packet_measurement,ground_10in_txc_d15_pwm1641_r7,fz_n,8.7405,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,10,0.254,txc,GroundEffect_10_txc.csv,7,15,0.590551181102,1.1811023622,1641,3991.0975,3862.45,3926.77375,8.7405,,,,,100,1.04221069576,,
surface_jirs2024_packet_measurement,ground_10in_txc_d15_pwm2000_r8,fz_n,11.304,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,10,0.254,txc,GroundEffect_10_txc.csv,8,15,0.590551181102,1.1811023622,2000,4925.9725,4712.725,4819.34875,11.304,,,,,100,0.862999580105,,
surface_jirs2024_packet_measurement,ground_10in_txc_d25_pwm1109_r9,fz_n,1.843,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,10,0.254,txc,GroundEffect_10_txc.csv,9,25,0.984251968504,1.96850393701,1109,2020.5,1821.225,1920.8625,1.843,,,,,100,0.980058495081,,
surface_jirs2024_packet_measurement,ground_10in_txc_d25_pwm1524_r10,fz_n,6.4205,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,10,0.254,txc,GroundEffect_10_txc.csv,10,25,0.984251968504,1.96850393701,1524,3558.85,3399.775,3479.3125,6.4205,,,,,100,0.999844273145,,
surface_jirs2024_packet_measurement,ground_10in_txc_d25_pwm1641_r11,fz_n,8.411,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,10,0.254,txc,GroundEffect_10_txc.csv,11,25,0.984251968504,1.96850393701,1641,4007.825,3818.3,3913.0625,8.411,,,,,100,1.00292136171,,
surface_jirs2024_packet_measurement,ground_10in_txc_d25_pwm2000_r12,fz_n,12.622,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,10,0.254,txc,GroundEffect_10_txc.csv,12,25,0.984251968504,1.96850393701,2000,4912.075,4654.625,4783.35,12.622,,,,,100,0.963621788754,,
surface_jirs2024_packet_measurement,ground_10in_txc_d35_pwm1109_r13,fz_n,1.88,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,10,0.254,txc,GroundEffect_10_txc.csv,13,35,1.37795275591,2.75590551181,1109,2005.725,1803.5,1904.6125,1.88,,,,,100,0.999734113268,,
surface_jirs2024_packet_measurement,ground_10in_txc_d35_pwm1524_r14,fz_n,6.5305,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,10,0.254,txc,GroundEffect_10_txc.csv,14,35,1.37795275591,2.75590551181,1524,3566.975,3368.375,3467.675,6.5305,,,,,100,1.01697422721,,
surface_jirs2024_packet_measurement,ground_10in_txc_d35_pwm1641_r15,fz_n,8.3985,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,10,0.254,txc,GroundEffect_10_txc.csv,15,35,1.37795275591,2.75590551181,1641,4009.875,3804.9,3907.3875,8.3985,,,,,100,1.00143087104,,
surface_jirs2024_packet_measurement,ground_10in_txc_d35_pwm2000_r16,fz_n,12.9275,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,10,0.254,txc,GroundEffect_10_txc.csv,16,35,1.37795275591,2.75590551181,2000,4922.8,4686.675,4804.7375,12.9275,,,,,100,0.986945070046,,
surface_jirs2024_packet_measurement,ground_10in_txc_d100_pwm1109_r17,fz_n,1.8805,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,10,0.254,txc,GroundEffect_10_txc.csv,17,100,3.93700787402,7.87401574803,1109,1949.525,1983.4,1966.4625,1.8805,,,,,100,1,,
surface_jirs2024_packet_measurement,ground_10in_txc_d100_pwm1524_r18,fz_n,6.4215,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,10,0.254,txc,GroundEffect_10_txc.csv,18,100,3.93700787402,7.87401574803,1524,3488.25,3514.925,3501.5875,6.4215,,,,,100,1,,
surface_jirs2024_packet_measurement,ground_10in_txc_d100_pwm1641_r19,fz_n,8.3865,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,10,0.254,txc,GroundEffect_10_txc.csv,19,100,3.93700787402,7.87401574803,1641,3963.05,3963.675,3963.3625,8.3865,,,,,100,1,,
surface_jirs2024_packet_measurement,ground_10in_txc_d100_pwm2000_r20,fz_n,13.0985,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,10,0.254,txc,GroundEffect_10_txc.csv,20,100,3.93700787402,7.87401574803,2000,4826.35,4854.1,4840.225,13.0985,,,,,100,1,,
surface_jirs2024_packet_measurement,ground_12in_txc_d5_pwm1219_r1,fz_n,4.639,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,12,0.3048,txc,GroundEffect_12_txc.csv,1,5,0.164041994751,0.328083989501,1219,2003.675,1998.425,2001.05,4.639,,,,,100,1.31490929705,,
surface_jirs2024_packet_measurement,ground_12in_txc_d5_pwm1387_r2,fz_n,8.02,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,12,0.3048,txc,GroundEffect_12_txc.csv,2,5,0.164041994751,0.328083989501,1387,2609.925,2633.8,2621.8625,8.02,,,,,100,1.30618892508,,
surface_jirs2024_packet_measurement,ground_12in_txc_d5_pwm1719_r3,fz_n,16.418,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,12,0.3048,txc,GroundEffect_12_txc.csv,3,5,0.164041994751,0.328083989501,1719,3714.85,3731.275,3723.0625,16.418,,,,,100,1.29571462394,,
surface_jirs2024_packet_measurement,ground_12in_txc_d5_pwm2000_r4,fz_n,19.507,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,12,0.3048,txc,GroundEffect_12_txc.csv,4,5,0.164041994751,0.328083989501,2000,4054.85,4030.15,4042.5,19.507,,,,,100,1.24070599459,,
surface_jirs2024_packet_measurement,ground_12in_txc_d15_pwm1219_r5,fz_n,3.9185,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,12,0.3048,txc,GroundEffect_12_txc.csv,5,15,0.492125984252,0.984251968504,1219,1996.575,2004.8,2000.6875,3.9185,,,,,100,1.11068594104,,
surface_jirs2024_packet_measurement,ground_12in_txc_d15_pwm1387_r6,fz_n,7.0195,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,12,0.3048,txc,GroundEffect_12_txc.csv,6,15,0.492125984252,0.984251968504,1387,2606.275,2633.425,2619.85,7.0195,,,,,100,1.14324104235,,
surface_jirs2024_packet_measurement,ground_12in_txc_d15_pwm1719_r7,fz_n,14.441,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,12,0.3048,txc,GroundEffect_12_txc.csv,7,15,0.492125984252,0.984251968504,1719,3719.6,3748.775,3734.1875,14.441,,,,,100,1.13968905374,,
surface_jirs2024_packet_measurement,ground_12in_txc_d15_pwm2000_r8,fz_n,17.151,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,12,0.3048,txc,GroundEffect_12_txc.csv,8,15,0.492125984252,0.984251968504,2000,4013.65,4066.2,4039.925,17.151,,,,,100,1.090857052,,
surface_jirs2024_packet_measurement,ground_12in_txc_d25_pwm1219_r9,fz_n,3.528,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,12,0.3048,txc,GroundEffect_12_txc.csv,9,25,0.820209973753,1.64041994751,1219,1972.95,1979.275,1976.1125,3.528,,,,,100,1,,
surface_jirs2024_packet_measurement,ground_12in_txc_d25_pwm1387_r10,fz_n,6.299,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,12,0.3048,txc,GroundEffect_12_txc.csv,10,25,0.820209973753,1.64041994751,1387,2581.05,2590.05,2585.55,6.299,,,,,100,1.02589576547,,
surface_jirs2024_packet_measurement,ground_12in_txc_d25_pwm1719_r11,fz_n,13.147,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,12,0.3048,txc,GroundEffect_12_txc.csv,11,25,0.820209973753,1.64041994751,1719,3678.525,3677.425,3677.975,13.147,,,,,100,1.03756609581,,
surface_jirs2024_packet_measurement,ground_12in_txc_d25_pwm2000_r12,fz_n,15.674,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,12,0.3048,txc,GroundEffect_12_txc.csv,12,25,0.820209973753,1.64041994751,2000,3969.825,4010.05,3989.9375,15.674,,,,,100,0.996915248847,,
surface_jirs2024_packet_measurement,ground_12in_txc_d35_pwm1219_r13,fz_n,3.467,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,12,0.3048,txc,GroundEffect_12_txc.csv,13,35,1.14829396325,2.29658792651,1219,1968.9,1979.025,1973.9625,3.467,,,,,100,0.982709750567,,
surface_jirs2024_packet_measurement,ground_12in_txc_d35_pwm1387_r14,fz_n,6.128,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,12,0.3048,txc,GroundEffect_12_txc.csv,14,35,1.14829396325,2.29658792651,1387,2585.275,2593.825,2589.55,6.128,,,,,100,0.998045602606,,
surface_jirs2024_packet_measurement,ground_12in_txc_d35_pwm1719_r15,fz_n,12.671,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,12,0.3048,txc,GroundEffect_12_txc.csv,15,35,1.14829396325,2.29658792651,1719,3690.25,3691.1,3690.675,12.671,,,,,100,1,,
surface_jirs2024_packet_measurement,ground_12in_txc_d35_pwm2000_r16,fz_n,15.1855,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,12,0.3048,txc,GroundEffect_12_txc.csv,16,35,1.14829396325,2.29658792651,2000,4000.425,4001.375,4000.9,15.1855,,,,,100,0.965845126411,,
surface_jirs2024_packet_measurement,ground_12in_txc_d100_pwm1219_r17,fz_n,3.528,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,12,0.3048,txc,GroundEffect_12_txc.csv,17,100,3.28083989501,6.56167979003,1219,1989.6,1973.425,1981.5125,3.528,,,,,100,1,,
surface_jirs2024_packet_measurement,ground_12in_txc_d100_pwm1387_r18,fz_n,6.14,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,12,0.3048,txc,GroundEffect_12_txc.csv,18,100,3.28083989501,6.56167979003,1387,2567.325,2590.775,2579.05,6.14,,,,,100,1,,
surface_jirs2024_packet_measurement,ground_12in_txc_d100_pwm1719_r19,fz_n,12.671,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,12,0.3048,txc,GroundEffect_12_txc.csv,19,100,3.28083989501,6.56167979003,1719,3681.55,3695.375,3688.4625,12.671,,,,,100,1,,
surface_jirs2024_packet_measurement,ground_12in_txc_d100_pwm2000_r20,fz_n,15.7225,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",ground,12,0.3048,txc,GroundEffect_12_txc.csv,20,100,3.28083989501,6.56167979003,2000,4005.25,4009.6,4007.425,15.7225,,,,,100,1,,
surface_jirs2024_packet_measurement,wall_10in_DU2SRI_d12.25_pwm1371_r1,wall_force_n,-0.060693,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",wall,10,0.254,DU2SRI,WallEffect_10_DU2SRI.csv,1,12.25,0.482283464567,0.964566929134,1371,2942.2,,2942.2,,-0.060693,0.060693,0.023427,0.023427,,,,
surface_jirs2024_packet_measurement,wall_10in_DU2SRI_d12.25_pwm1500_r2,wall_force_n,-0.21102,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",wall,10,0.254,DU2SRI,WallEffect_10_DU2SRI.csv,2,12.25,0.482283464567,0.964566929134,1500,3939.1,,3939.1,,-0.21102,0.21102,0.030765,0.030765,,,,
surface_jirs2024_packet_measurement,wall_10in_DU2SRI_d12.25_pwm1570_r3,wall_force_n,-0.215,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",wall,10,0.254,DU2SRI,WallEffect_10_DU2SRI.csv,3,12.25,0.482283464567,0.964566929134,1570,4348.3,,4348.3,,-0.215,0.215,0.043864,0.043864,,,,
surface_jirs2024_packet_measurement,wall_10in_DU2SRI_d12.25_pwm1632_r4,wall_force_n,-0.17345,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",wall,10,0.254,DU2SRI,WallEffect_10_DU2SRI.csv,4,12.25,0.482283464567,0.964566929134,1632,4768.8,,4768.8,,-0.17345,0.17345,0.056172,0.056172,,,,
surface_jirs2024_packet_measurement,wall_10in_DU2SRI_d12.25_pwm1676_r5,wall_force_n,-0.33019,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",wall,10,0.254,DU2SRI,WallEffect_10_DU2SRI.csv,5,12.25,0.482283464567,0.964566929134,1676,5146,,5146,,-0.33019,0.33019,0.068723,0.068723,,,,
surface_jirs2024_packet_measurement,wall_10in_DU2SRI_d15.312_pwm1371_r6,wall_force_n,-0.026411,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",wall,10,0.254,DU2SRI,WallEffect_10_DU2SRI.csv,6,15.312,0.602834645669,1.20566929134,1371,2952.9,,2952.9,,-0.026411,0.026411,0.018854,0.018854,,,,
surface_jirs2024_packet_measurement,wall_10in_DU2SRI_d15.312_pwm1500_r7,wall_force_n,-0.12692,N,docs/data/raw/surface_jirs2024_effect/10846_2024_2155_MOESM1_ESM.zip,https://static-content.springer.com/esm/art%3A10.1007%2Fs10846-024-02155-7/MediaObjects/10846_2024_2155_MOESM1_ESM.zip,normalized_measurement,"Distance is from propeller plane for ground/ceiling and closest motor axis for wall, following source CSV legend.",wall,10,0.254,DU2SRI,WallEffect_10_DU2SRI.csv,7,15.312,0.602834645669,1.20566929134,1500,3909.3,,3909.3,,-0.12692,0.12692,0.020475,0.020475,,,,
