row_type,name,metric,value,unit,source_file,source_url,evidence_role,note,window_rank,flight_id,archive,target_offset_s,profile,offset_from_vmax_s,elapsed_time_s,speed_m_s,horizontal_speed_m_s,roll_rad,pitch_rad,yaw_rad,body_velocity_x_m_s,body_velocity_y_m_s,body_velocity_z_m_s,body_z_forward_projection_signed,body_z_forward_projection_abs,body_z_angle_to_velocity_deg,body_z_tilt_from_world_z_abs_deg,thrust_mean_command,thrust_sum_command,channels_thrust_us,vbat_v,mean_thrust_forward_command_proxy,mean_thrust_forward_proxy_over_current_drag_over_max,mean_thrust_command_over_required_total_over_max,total_command_proxy,current_drag_force_n,current_drag_over_max_thrust,current_required_total_thrust_over_max,current_required_tilt_deg_for_drag_balance,is_vmax_sample
ratm_thrust_vector_packet_window_summary,window_rank_4_flight-02a-ellipse,vmax_current_required_total_thrust_over_max,0.221054025652,ratio,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Current drag-balance total thrust requirement divided by current max thrust.,4,flight-02a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_4_flight-02a-ellipse,vmax_current_required_tilt_deg_for_drag_balance,25.3521057718,deg,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Tilt angle needed for current drag balance at the logged vmax speed.,4,flight-02a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_4_flight-02a-ellipse,vmax_proxy_over_current_drag_demand,0.182257669073,ratio,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Command-projection proxy divided by current drag/max demand; command semantics are not a force calibration.,4,flight-02a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_4_flight-02a-ellipse,high_speed_sample_count,138,rows,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Samples in this window at or above the high-speed threshold.,4,flight-02a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_4_flight-02a-ellipse,high_speed_duration_s,0.276,s,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,High-speed sample count divided by 500 Hz.,4,flight-02a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_4_flight-02a-ellipse,high_speed_projection_abs_p50,0.196182149416,projection,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Median absolute body-Z/velocity projection above threshold.,4,flight-02a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_4_flight-02a-ellipse,high_speed_angle_to_velocity_p50_deg,78.6862096326,deg,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Median body-Z/velocity angle above threshold.,4,flight-02a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_4_flight-02a-ellipse,high_speed_thrust_mean_p50,0.323132346616,normalized command,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Median thrust mean above threshold.,4,flight-02a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_4_flight-02a-ellipse,high_speed_forward_command_proxy_p50,0.0613508273649,normalized command,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Median mean-thrust-forward-projection proxy above threshold.,4,flight-02a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_4_flight-02a-ellipse,high_speed_proxy_over_current_drag_p50,0.653125642626,ratio,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Median command-projection proxy divided by current drag/max demand.,4,flight-02a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_5_flight-05a-ellipse,vmax_speed_m_s,21.7956760889,m/s,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Fastest speed inside the selected window.,5,flight-05a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_5_flight-05a-ellipse,vmax_body_z_projection_abs,0.106048047595,projection,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Absolute projection of body Z axis onto velocity direction at vmax.,5,flight-05a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_5_flight-05a-ellipse,vmax_body_z_angle_to_velocity_deg,83.912447584,deg,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,"Angle between body Z axis and velocity direction at vmax, using absolute thrust-axis sign.",5,flight-05a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_5_flight-05a-ellipse,vmax_body_z_tilt_from_world_z_abs_deg,46.2480243412,deg,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,"Angle between body Z axis and world Z at vmax, using absolute sign.",5,flight-05a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_5_flight-05a-ellipse,vmax_thrust_mean_command,0.291098259398,normalized command,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Mean of RATM thrust[0..3] at vmax.,5,flight-05a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_5_flight-05a-ellipse,vmax_mean_thrust_forward_command_proxy,0.0308704020674,normalized command,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Mean thrust command times absolute body-Z/velocity projection at vmax.,5,flight-05a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_5_flight-05a-ellipse,vmax_current_drag_over_max_thrust,0.0946453784522,ratio,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Current racingQuad drag force divided by current max thrust at vmax speed.,5,flight-05a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_5_flight-05a-ellipse,vmax_current_required_total_thrust_over_max,0.221051667899,ratio,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Current drag-balance total thrust requirement divided by current max thrust.,5,flight-05a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_5_flight-05a-ellipse,vmax_current_required_tilt_deg_for_drag_balance,25.3508159421,deg,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Tilt angle needed for current drag balance at the logged vmax speed.,5,flight-05a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_5_flight-05a-ellipse,vmax_proxy_over_current_drag_demand,0.326169143937,ratio,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Command-projection proxy divided by current drag/max demand; command semantics are not a force calibration.,5,flight-05a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_5_flight-05a-ellipse,high_speed_sample_count,140,rows,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Samples in this window at or above the high-speed threshold.,5,flight-05a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_5_flight-05a-ellipse,high_speed_duration_s,0.28,s,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,High-speed sample count divided by 500 Hz.,5,flight-05a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_5_flight-05a-ellipse,high_speed_projection_abs_p50,0.206369716791,projection,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Median absolute body-Z/velocity projection above threshold.,5,flight-05a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_5_flight-05a-ellipse,high_speed_angle_to_velocity_p50_deg,78.0902986708,deg,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Median body-Z/velocity angle above threshold.,5,flight-05a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_5_flight-05a-ellipse,high_speed_thrust_mean_p50,0.331033222337,normalized command,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Median thrust mean above threshold.,5,flight-05a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_5_flight-05a-ellipse,high_speed_forward_command_proxy_p50,0.0655802049533,normalized command,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Median mean-thrust-forward-projection proxy above threshold.,5,flight-05a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_5_flight-05a-ellipse,high_speed_proxy_over_current_drag_p50,0.699919090452,ratio,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Median command-projection proxy divided by current drag/max demand.,5,flight-05a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_6_flight-01a-ellipse,vmax_speed_m_s,21.7575469015,m/s,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Fastest speed inside the selected window.,6,flight-01a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_6_flight-01a-ellipse,vmax_body_z_projection_abs,0.0687495922422,projection,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Absolute projection of body Z axis onto velocity direction at vmax.,6,flight-01a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_6_flight-01a-ellipse,vmax_body_z_angle_to_velocity_deg,86.0578289029,deg,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,"Angle between body Z axis and velocity direction at vmax, using absolute thrust-axis sign.",6,flight-01a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_6_flight-01a-ellipse,vmax_body_z_tilt_from_world_z_abs_deg,43.0810693366,deg,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,"Angle between body Z axis and world Z at vmax, using absolute sign.",6,flight-01a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_6_flight-01a-ellipse,vmax_thrust_mean_command,0.305300535321,normalized command,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Mean of RATM thrust[0..3] at vmax.,6,flight-01a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_6_flight-01a-ellipse,vmax_mean_thrust_forward_command_proxy,0.0209892873147,normalized command,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Mean thrust command times absolute body-Z/velocity projection at vmax.,6,flight-01a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_6_flight-01a-ellipse,vmax_current_drag_over_max_thrust,0.0944413992631,ratio,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Current racingQuad drag force divided by current max thrust at vmax speed.,6,flight-01a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_6_flight-01a-ellipse,vmax_current_required_total_thrust_over_max,0.220964409155,ratio,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Current drag-balance total thrust requirement divided by current max thrust.,6,flight-01a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_6_flight-01a-ellipse,vmax_current_required_tilt_deg_for_drag_balance,25.3030176894,deg,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Tilt angle needed for current drag balance at the logged vmax speed.,6,flight-01a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_6_flight-01a-ellipse,vmax_proxy_over_current_drag_demand,0.222246678665,ratio,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Command-projection proxy divided by current drag/max demand; command semantics are not a force calibration.,6,flight-01a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_6_flight-01a-ellipse,high_speed_sample_count,137,rows,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Samples in this window at or above the high-speed threshold.,6,flight-01a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_6_flight-01a-ellipse,high_speed_duration_s,0.274,s,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,High-speed sample count divided by 500 Hz.,6,flight-01a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_6_flight-01a-ellipse,high_speed_projection_abs_p50,0.215916701145,projection,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Median absolute body-Z/velocity projection above threshold.,6,flight-01a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_6_flight-01a-ellipse,high_speed_angle_to_velocity_p50_deg,77.5306863069,deg,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Median body-Z/velocity angle above threshold.,6,flight-01a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_6_flight-01a-ellipse,high_speed_thrust_mean_p50,0.325293496417,normalized command,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Median thrust mean above threshold.,6,flight-01a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_6_flight-01a-ellipse,high_speed_forward_command_proxy_p50,0.0663265366,normalized command,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Median mean-thrust-forward-projection proxy above threshold.,6,flight-01a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_window_summary,window_rank_6_flight-01a-ellipse,high_speed_proxy_over_current_drag_p50,0.706601485199,ratio,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,window_summary,Median command-projection proxy divided by current drag/max demand.,6,flight-01a-ellipse,autonomous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,speed_m_s_min,21.0009719012,m/s,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,speed_m_s_p25,21.3231174474,m/s,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,speed_m_s_p50,21.5111143203,m/s,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,speed_m_s_p75,21.6466450099,m/s,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,speed_m_s_max,21.8533357096,m/s,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,body_z_forward_projection_abs_min,0.00174955636295,projection,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,body_z_forward_projection_abs_p25,0.13161662875,projection,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,body_z_forward_projection_abs_p50,0.208831809427,projection,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,body_z_forward_projection_abs_p75,0.283267347453,projection,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,body_z_forward_projection_abs_max,0.436345610387,projection,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,body_z_angle_to_velocity_deg_min,64.1290518937,deg,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,body_z_angle_to_velocity_deg_p25,73.5446924684,deg,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,body_z_angle_to_velocity_deg_p50,77.9460979179,deg,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,body_z_angle_to_velocity_deg_p75,82.436978884,deg,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,body_z_angle_to_velocity_deg_max,89.8997577532,deg,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,body_z_tilt_from_world_z_abs_deg_min,35.0549214359,deg,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,body_z_tilt_from_world_z_abs_deg_p25,38.3451052571,deg,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,body_z_tilt_from_world_z_abs_deg_p50,51.7830420515,deg,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,body_z_tilt_from_world_z_abs_deg_p75,64.1122544882,deg,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,body_z_tilt_from_world_z_abs_deg_max,70.2143967743,deg,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,thrust_mean_command_min,0.258537655429,normalized command,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,thrust_mean_command_p25,0.287599142765,normalized command,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,thrust_mean_command_p50,0.325473684606,normalized command,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,thrust_mean_command_p75,0.37284512856,normalized command,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,thrust_mean_command_max,0.508481240687,normalized command,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ratm_thrust_vector_packet_distribution,RATM_high_speed_thrust_vector_distribution,mean_thrust_forward_command_proxy_min,0.000537257210756,normalized command,docs/data/ratm_high_speed_window_reference.csv,https://github.com/Drone-Racing/drone-racing-dataset/releases/tag/v3.0.0,high_speed_distribution,Distribution over selected RATM window samples at or above 21 m/s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
