row_type,name,source,source_page,brand,family,preset,reference_prop,current_diameter_in,reference_diameter_in,diameter_delta_in,diameter_delta_percent,current_radius_m,reference_radius_m,current_blade_pitch_m,reference_pitch_m,current_pitch_in,reference_pitch_in,current_pitch_to_diameter,reference_pitch_to_diameter,current_pitch_over_reference,current_pitch_to_diameter_over_reference,current_pitch_speed_m_s_at_1000rpm,reference_pitch_speed_m_s_at_1000rpm,current_pitch_speed_over_reference,current_hover_rpm,current_max_rpm,current_hover_pitch_speed_m_s,current_max_pitch_speed_m_s,radial_fraction_r_over_r,radial_fraction_min,radial_fraction_max,geometry_station_count,current_proxy_chord_m,current_proxy_chord_to_radius,reference_chord_m,reference_chord_m_70r,reference_chord_to_radius,reference_chord_to_radius_mean,reference_chord_to_radius_max,reference_chord_to_radius_70r,reference_chord_to_diameter,reference_chord_to_diameter_70r,current_proxy_chord_over_reference_70r,reference_beta_deg,reference_beta_deg_30r,reference_beta_deg_70r,reference_beta_deg_95r,reference_beta_twist_30r_to_95r_deg,reference_local_pitch_m,reference_local_pitch_m_70r,reference_local_pitch_in,reference_local_pitch_in_70r,reference_local_pitch_to_diameter,reference_local_pitch_to_diameter_70r,current_geometric_pitch_angle_70r_deg,reference_geometric_pitch_angle_70r_deg,current_geometric_pitch_angle_over_reference,current_geometric_pitch_angle_over_reference_70r,current_pitch_to_diameter_over_reference_local_70r,reference_planform_solidity_proxy,rotor_blade_count,default_pitch_m,blade_pitch_over_default,blade_pitch_source,mass_g,mount,source_context,note
reference_uiuc_prop_geometry_point,DA4052 5x3.75 tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/da4052_5x3.75_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,da4052_5x3.75,,DA4052 5x3.75 tested geometry,,5.0,,,,0.0635,,,,3.75,,0.75,,,,,,,,,,0.4,,,,,,0.022682200000000003,,0.3572,,,,0.1786,,,30.501,,,,,0.09401115833725182,,3.701226706191017,,0.7402453412382033,,,,,,,,3,,,,,,"UIUC tested 5x3.75 blade geometry. The 3-blade DA4052 performance rows do not publish a separate 3-blade geometry file, so use this as same-family blade geometry.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,DA4052 5x3.75 tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/da4052_5x3.75_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,da4052_5x3.75,,DA4052 5x3.75 tested geometry,,5.0,,,,0.0635,,,,3.75,,0.75,,,,,,,,,,0.45,,,,,,0.0217297,,0.3422,,,,0.1711,,,27.979,,,,,0.09537979212897785,,3.7551099263377106,,0.751021985267542,,,,,,,,3,,,,,,"UIUC tested 5x3.75 blade geometry. The 3-blade DA4052 performance rows do not publish a separate 3-blade geometry file, so use this as same-family blade geometry.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,DA4052 5x3.75 tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/da4052_5x3.75_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,da4052_5x3.75,,DA4052 5x3.75 tested geometry,,5.0,,,,0.0635,,,,3.75,,0.75,,,,,,,,,,0.5,,,,,,0.020370799999999998,,0.3208,,,,0.1604,,,26.144,,,,,0.09791973471963948,,3.8551076661275387,,0.7710215332255077,,,,,,,,3,,,,,,"UIUC tested 5x3.75 blade geometry. The 3-blade DA4052 performance rows do not publish a separate 3-blade geometry file, so use this as same-family blade geometry.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,DA4052 5x3.75 tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/da4052_5x3.75_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,da4052_5x3.75,,DA4052 5x3.75 tested geometry,,5.0,,,,0.0635,,,,3.75,,0.75,,,,,,,,,,0.55,,,,,,0.018542,,0.292,,,,0.146,,,24.601,,,,,0.10047222191913041,,3.955599288154741,,0.791119857630948,,,,,,,,3,,,,,,"UIUC tested 5x3.75 blade geometry. The 3-blade DA4052 performance rows do not publish a separate 3-blade geometry file, so use this as same-family blade geometry.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,DA4052 5x3.75 tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/da4052_5x3.75_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,da4052_5x3.75,,DA4052 5x3.75 tested geometry,,5.0,,,,0.0635,,,,3.75,,0.75,,,,,,,,,,0.6,,,,,,0.016535400000000002,,0.2604,,,,0.1302,,,23.183,,,,,0.10251834549484537,,4.036155334442731,,0.8072310668885462,,,,,,,,3,,,,,,"UIUC tested 5x3.75 blade geometry. The 3-blade DA4052 performance rows do not publish a separate 3-blade geometry file, so use this as same-family blade geometry.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,DA4052 5x3.75 tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/da4052_5x3.75_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,da4052_5x3.75,,DA4052 5x3.75 tested geometry,,5.0,,,,0.0635,,,,3.75,,0.75,,,,,,,,,,0.65,,,,,,0.014719300000000001,,0.2318,,,,0.1159,,,21.909,,,,,0.10430072085044433,,4.106327592537179,,0.8212655185074357,,,,,,,,3,,,,,,"UIUC tested 5x3.75 blade geometry. The 3-blade DA4052 performance rows do not publish a separate 3-blade geometry file, so use this as same-family blade geometry.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,DA4052 5x3.75 tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/da4052_5x3.75_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,da4052_5x3.75,,DA4052 5x3.75 tested geometry,,5.0,,,,0.0635,,,,3.75,,0.75,,,,,,,,,,0.7,,,,,,0.0131318,,0.2068,,,,0.1034,,,20.912,,,,,0.10671658751693157,,4.201440453422503,,0.8402880906845005,,,,,,,,3,,,,,,"UIUC tested 5x3.75 blade geometry. The 3-blade DA4052 performance rows do not publish a separate 3-blade geometry file, so use this as same-family blade geometry.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,DA4052 5x3.75 tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/da4052_5x3.75_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,da4052_5x3.75,,DA4052 5x3.75 tested geometry,,5.0,,,,0.0635,,,,3.75,,0.75,,,,,,,,,,0.75,,,,,,0.01163955,,0.1833,,,,0.09165,,,20.115,,,,,0.10959392156223897,,4.314721321347991,,0.8629442642695982,,,,,,,,3,,,,,,"UIUC tested 5x3.75 blade geometry. The 3-blade DA4052 performance rows do not publish a separate 3-blade geometry file, so use this as same-family blade geometry.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,DA4052 5x3.75 tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/da4052_5x3.75_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,da4052_5x3.75,,DA4052 5x3.75 tested geometry,,5.0,,,,0.0635,,,,3.75,,0.75,,,,,,,,,,0.8,,,,,,0.0100711,,0.1586,,,,0.0793,,,19.45,,,,,0.11271625010092398,,4.4376476417686606,,0.8875295283537321,,,,,,,,3,,,,,,"UIUC tested 5x3.75 blade geometry. The 3-blade DA4052 performance rows do not publish a separate 3-blade geometry file, so use this as same-family blade geometry.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,DA4052 5x3.75 tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/da4052_5x3.75_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,da4052_5x3.75,,DA4052 5x3.75 tested geometry,,5.0,,,,0.0635,,,,3.75,,0.75,,,,,,,,,,0.85,,,,,,0.008382,,0.132,,,,0.066,,,18.957,,,,,0.11648889954559956,,4.58617714746455,,0.9172354294929099,,,,,,,,3,,,,,,"UIUC tested 5x3.75 blade geometry. The 3-blade DA4052 performance rows do not publish a separate 3-blade geometry file, so use this as same-family blade geometry.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,DA4052 5x3.75 tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/da4052_5x3.75_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,da4052_5x3.75,,DA4052 5x3.75 tested geometry,,5.0,,,,0.0635,,,,3.75,,0.75,,,,,,,,,,0.9,,,,,,0.0065913000000000005,,0.1038,,,,0.0519,,,18.64,,,,,0.12112427661587112,,4.768672307711461,,0.9537344615422922,,,,,,,,3,,,,,,"UIUC tested 5x3.75 blade geometry. The 3-blade DA4052 performance rows do not publish a separate 3-blade geometry file, so use this as same-family blade geometry.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,DA4052 5x3.75 tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/da4052_5x3.75_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,da4052_5x3.75,,DA4052 5x3.75 tested geometry,,5.0,,,,0.0635,,,,3.75,,0.75,,,,,,,,,,0.95,,,,,,0.0046672499999999995,,0.0735,,,,0.03675,,,18.466,,,,,0.12657266495416944,,4.983175785597222,,0.9966351571194444,,,,,,,,3,,,,,,"UIUC tested 5x3.75 blade geometry. The 3-blade DA4052 performance rows do not publish a separate 3-blade geometry file, so use this as same-family blade geometry.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,DA4052 5x3.75 tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/da4052_5x3.75_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,da4052_5x3.75,,DA4052 5x3.75 tested geometry,,5.0,,,,0.0635,,,,3.75,,0.75,,,,,,,,,,1.0,,,,,,0.0010287,,0.0162,,,,0.0081,,,15.278,,,,,0.10898455072965446,,4.2907303436871835,,0.8581460687374367,,,,,,,,3,,,,,,"UIUC tested 5x3.75 blade geometry. The 3-blade DA4052 performance rows do not publish a separate 3-blade geometry file, so use this as same-family blade geometry.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,NR640 5in 15deg tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/nr640_5_15deg_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,nr640_5_15deg,,NR640 5in 15deg tested geometry,,5.0,,,,0.0635,,,,,,,,,,,,,,,,0.15,,,,,,0.008026400000000001,,0.1264,,,,0.0632,,,41.018,,,,,0.052057517218030785,,2.049508551890976,,0.40990171037819517,,,,,,,,3,,,,,,"UIUC tested 5-inch, 15-degree NR640 blade geometry. The 3-blade performance rows use the same blade family but no separate 3-blade geometry file.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,NR640 5in 15deg tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/nr640_5_15deg_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,nr640_5_15deg,,NR640 5in 15deg tested geometry,,5.0,,,,0.0635,,,,,,,,,,,,,,,,0.2,,,,,,0.0064897,,0.1022,,,,0.0511,,,41.522,,,,,0.07065257938305661,,2.781597613506166,,0.5563195227012331,,,,,,,,3,,,,,,"UIUC tested 5-inch, 15-degree NR640 blade geometry. The 3-blade performance rows use the same blade family but no separate 3-blade geometry file.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,NR640 5in 15deg tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/nr640_5_15deg_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,nr640_5_15deg,,NR640 5in 15deg tested geometry,,5.0,,,,0.0635,,,,,,,,,,,,,,,,0.25,,,,,,0.00664845,,0.1047,,,,0.05235,,,37.149,,,,,0.0755711619866962,,2.975242597901425,,0.595048519580285,,,,,,,,3,,,,,,"UIUC tested 5-inch, 15-degree NR640 blade geometry. The 3-blade performance rows use the same blade family but no separate 3-blade geometry file.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,NR640 5in 15deg tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/nr640_5_15deg_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,nr640_5_15deg,,NR640 5in 15deg tested geometry,,5.0,,,,0.0635,,,,,,,,,,,,,,,,0.3,,,,,,0.007245349999999999,,0.1141,,,,0.05705,,,33.859,,,,,0.0803072193771002,,3.1617015502795356,,0.6323403100559071,,,,,,,,3,,,,,,"UIUC tested 5-inch, 15-degree NR640 blade geometry. The 3-blade performance rows use the same blade family but no separate 3-blade geometry file.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,NR640 5in 15deg tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/nr640_5_15deg_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,nr640_5_15deg,,NR640 5in 15deg tested geometry,,5.0,,,,0.0635,,,,,,,,,,,,,,,,0.35,,,,,,0.00813435,,0.1281,,,,0.06405,,,30.931,,,,,0.08367773679293802,,3.294399086336143,,0.6588798172672286,,,,,,,,3,,,,,,"UIUC tested 5-inch, 15-degree NR640 blade geometry. The 3-blade performance rows use the same blade family but no separate 3-blade geometry file.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,NR640 5in 15deg tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/nr640_5_15deg_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,nr640_5_15deg,,NR640 5in 15deg tested geometry,,5.0,,,,0.0635,,,,,,,,,,,,,,,,0.4,,,,,,0.008966199999999999,,0.1412,,,,0.0706,,,27.239,,,,,0.0821569848775226,,3.234526963681992,,0.6469053927363984,,,,,,,,3,,,,,,"UIUC tested 5-inch, 15-degree NR640 blade geometry. The 3-blade performance rows use the same blade family but no separate 3-blade geometry file.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,NR640 5in 15deg tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/nr640_5_15deg_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,nr640_5_15deg,,NR640 5in 15deg tested geometry,,5.0,,,,0.0635,,,,,,,,,,,,,,,,0.45,,,,,,0.0095504,,0.1504,,,,0.0752,,,24.19,,,,,0.08065172105643274,,3.1752646085209744,,0.6350529217041948,,,,,,,,3,,,,,,"UIUC tested 5-inch, 15-degree NR640 blade geometry. The 3-blade performance rows use the same blade family but no separate 3-blade geometry file.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,NR640 5in 15deg tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/nr640_5_15deg_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,nr640_5_15deg,,NR640 5in 15deg tested geometry,,5.0,,,,0.0635,,,,,,,,,,,,,,,,0.5,,,,,,0.009817099999999999,,0.1546,,,,0.0773,,,22.02,,,,,0.08068066383809486,,3.176404088113971,,0.6352808176227941,,,,,,,,3,,,,,,"UIUC tested 5-inch, 15-degree NR640 blade geometry. The 3-blade performance rows use the same blade family but no separate 3-blade geometry file.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,NR640 5in 15deg tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/nr640_5_15deg_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,nr640_5_15deg,,NR640 5in 15deg tested geometry,,5.0,,,,0.0635,,,,,,,,,,,,,,,,0.55,,,,,,0.0097663,,0.1538,,,,0.0769,,,20.248,,,,,0.08094707880256698,,3.1868928662427947,,0.6373785732485588,,,,,,,,3,,,,,,"UIUC tested 5-inch, 15-degree NR640 blade geometry. The 3-blade performance rows use the same blade family but no separate 3-blade geometry file.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,NR640 5in 15deg tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/nr640_5_15deg_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,nr640_5_15deg,,NR640 5in 15deg tested geometry,,5.0,,,,0.0635,,,,,,,,,,,,,,,,0.6,,,,,,0.009467850000000002,,0.1491,,,,0.07455,,,18.836,,,,,0.08166266590975507,,3.2150655869982314,,0.6430131173996463,,,,,,,,3,,,,,,"UIUC tested 5-inch, 15-degree NR640 blade geometry. The 3-blade performance rows use the same blade family but no separate 3-blade geometry file.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,NR640 5in 15deg tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/nr640_5_15deg_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,nr640_5_15deg,,NR640 5in 15deg tested geometry,,5.0,,,,0.0635,,,,,,,,,,,,,,,,0.65,,,,,,0.0090424,,0.1424,,,,0.0712,,,17.91,,,,,0.08381403252741884,,3.2997650601346002,,0.65995301202692,,,,,,,,3,,,,,,"UIUC tested 5-inch, 15-degree NR640 blade geometry. The 3-blade performance rows use the same blade family but no separate 3-blade geometry file.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,NR640 5in 15deg tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/nr640_5_15deg_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,nr640_5_15deg,,NR640 5in 15deg tested geometry,,5.0,,,,0.0635,,,,,,,,,,,,,,,,0.7,,,,,,0.00852805,,0.1343,,,,0.06715,,,17.294,,,,,0.08695631335252313,,3.423476903642643,,0.6846953807285285,,,,,,,,3,,,,,,"UIUC tested 5-inch, 15-degree NR640 blade geometry. The 3-blade performance rows use the same blade family but no separate 3-blade geometry file.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,NR640 5in 15deg tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/nr640_5_15deg_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,nr640_5_15deg,,NR640 5in 15deg tested geometry,,5.0,,,,0.0635,,,,,,,,,,,,,,,,0.75,,,,,,0.00793115,,0.1249,,,,0.06245,,,16.631,,,,,0.08938265433116949,,3.519002139022421,,0.7038004278044842,,,,,,,,3,,,,,,"UIUC tested 5-inch, 15-degree NR640 blade geometry. The 3-blade performance rows use the same blade family but no separate 3-blade geometry file.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,NR640 5in 15deg tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/nr640_5_15deg_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,nr640_5_15deg,,NR640 5in 15deg tested geometry,,5.0,,,,0.0635,,,,,,,,,,,,,,,,0.8,,,,,,0.0072771,,0.1146,,,,0.0573,,,15.989,,,,,0.09145874506271058,,3.6007379945949047,,0.720147598918981,,,,,,,,3,,,,,,"UIUC tested 5-inch, 15-degree NR640 blade geometry. The 3-blade performance rows use the same blade family but no separate 3-blade geometry file.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,NR640 5in 15deg tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/nr640_5_15deg_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,nr640_5_15deg,,NR640 5in 15deg tested geometry,,5.0,,,,0.0635,,,,,,,,,,,,,,,,0.85,,,,,,0.00652145,,0.1027,,,,0.05135,,,15.606,,,,,0.09472645673327225,,3.729388060365049,,0.7458776120730098,,,,,,,,3,,,,,,"UIUC tested 5-inch, 15-degree NR640 blade geometry. The 3-blade performance rows use the same blade family but no separate 3-blade geometry file.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,NR640 5in 15deg tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/nr640_5_15deg_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,nr640_5_15deg,,NR640 5in 15deg tested geometry,,5.0,,,,0.0635,,,,,,,,,,,,,,,,0.9,,,,,,0.005670550000000001,,0.0893,,,,0.04465,,,15.347,,,,,0.09855095152436841,,3.8799587214318274,,0.7759917442863654,,,,,,,,3,,,,,,"UIUC tested 5-inch, 15-degree NR640 blade geometry. The 3-blade performance rows use the same blade family but no separate 3-blade geometry file.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,NR640 5in 15deg tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/nr640_5_15deg_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,nr640_5_15deg,,NR640 5in 15deg tested geometry,,5.0,,,,0.0635,,,,,,,,,,,,,,,,0.95,,,,,,0.0047117,,0.0742,,,,0.0371,,,15.089,,,,,0.10219293087968191,,4.023343735420548,,0.8046687470841095,,,,,,,,3,,,,,,"UIUC tested 5-inch, 15-degree NR640 blade geometry. The 3-blade performance rows use the same blade family but no separate 3-blade geometry file.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,NR640 5in 15deg tested geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/nr640_5_15deg_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,nr640_5_15deg,,NR640 5in 15deg tested geometry,,5.0,,,,0.0635,,,,,,,,,,,,,,,,1.0,,,,,,0.00147955,,0.0233,,,,0.01165,,,7.219,,,,,0.050537606478958795,,1.9896695464157006,,0.3979339092831401,,,,,,,,3,,,,,,"UIUC tested 5-inch, 15-degree NR640 blade geometry. The 3-blade performance rows use the same blade family but no separate 3-blade geometry file.","UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,MicroInvent 5x4 geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/mit_5x4_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,mit_5x4,,MicroInvent 5x4 geometry,,5.0,,,,0.0635,,,,4.0,,0.8,,,,,,,,,,0.15,,,,,,0.007118350000000001,,0.1121,,,,0.05605,,,23.418,,,,,0.025920582146295033,,1.0204953600903557,,0.20409907201807112,,,,,,,,3,,,,,,UIUC MicroInvent 5x4 geometry matched to the 5x4 three-blade performance source used in this packet.,"UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,MicroInvent 5x4 geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/mit_5x4_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,mit_5x4,,MicroInvent 5x4 geometry,,5.0,,,,0.0635,,,,4.0,,0.8,,,,,,,,,,0.2,,,,,,0.00823595,,0.1297,,,,0.06485,,,28.485,,,,,0.043298893780240356,,1.7046808574897778,,0.3409361714979556,,,,,,,,3,,,,,,UIUC MicroInvent 5x4 geometry matched to the 5x4 three-blade performance source used in this packet.,"UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,MicroInvent 5x4 geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/mit_5x4_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,mit_5x4,,MicroInvent 5x4 geometry,,5.0,,,,0.0635,,,,4.0,,0.8,,,,,,,,,,0.25,,,,,,0.00937895,,0.1477,,,,0.07385,,,31.062,,,,,0.06008018189070998,,2.3653614917602357,,0.4730722983520471,,,,,,,,3,,,,,,UIUC MicroInvent 5x4 geometry matched to the 5x4 three-blade performance source used in this packet.,"UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,MicroInvent 5x4 geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/mit_5x4_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,mit_5x4,,MicroInvent 5x4 geometry,,5.0,,,,0.0635,,,,4.0,,0.8,,,,,,,,,,0.3,,,,,,0.01040765,,0.1639,,,,0.08195,,,31.635,,,,,0.07373748689055193,,2.9030506649823593,,0.5806101329964719,,,,,,,,3,,,,,,UIUC MicroInvent 5x4 geometry matched to the 5x4 three-blade performance source used in this packet.,"UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,MicroInvent 5x4 geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/mit_5x4_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,mit_5x4,,MicroInvent 5x4 geometry,,5.0,,,,0.0635,,,,4.0,,0.8,,,,,,,,,,0.35,,,,,,0.0112014,,0.1764,,,,0.0882,,,30.435,,,,,0.08204323423516384,,3.2300485919355846,,0.6460097183871168,,,,,,,,3,,,,,,UIUC MicroInvent 5x4 geometry matched to the 5x4 three-blade performance source used in this packet.,"UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
reference_uiuc_prop_geometry_point,MicroInvent 5x4 geometry,https://m-selig.ae.illinois.edu/props/volume-2/data/mit_5x4_geom.txt,https://m-selig.ae.illinois.edu/props/volume-2/propDB-volume-2.html,,mit_5x4,,MicroInvent 5x4 geometry,,5.0,,,,0.0635,,,,4.0,,0.8,,,,,,,,,,0.4,,,,,,0.01177925,,0.1855,,,,0.09275,,,28.445,,,,,0.0864536204847309,,3.4036858458555477,,0.6807371691711095,,,,,,,,3,,,,,,UIUC MicroInvent 5x4 geometry matched to the 5x4 three-blade performance source used in this packet.,"UIUC propeller geometry point. Columns are r/R, c/R, and beta in degrees; local pitch is derived from beta at this station."
